date,Open,High,Low,Close,Volume,aVWAP_peak_833,aVWAP_peak_750,aVWAP_peak_708,aVWAP_peak_688,aVWAP_peak_647,aVWAP_peak_612,aVWAP_peak_571,aVWAP_peak_533,aVWAP_peak_503,aVWAP_peak_439,aVWAP_peak_344,aVWAP_peak_316,aVWAP_peak_258,aVWAP_peak_215,aVWAP_peak_195,aVWAP_peak_155,aVWAP_peak_131,aVWAP_peak_94,aVWAP_peak_48,aVWAP_valley_804,aVWAP_valley_785,aVWAP_valley_732,aVWAP_valley_667,aVWAP_valley_636,aVWAP_valley_617,aVWAP_valley_554,aVWAP_valley_537,aVWAP_valley_519,aVWAP_valley_480,aVWAP_valley_410,aVWAP_valley_351,aVWAP_valley_324,aVWAP_valley_301,aVWAP_valley_282,aVWAP_valley_234,aVWAP_valley_206,aVWAP_valley_174,aVWAP_valley_143,aVWAP_valley_107,aVWAP_valley_83,aVWAP_valley_60,aVWAP_valley_40,aVWAP_valley_23,aVWAP_OB_bear_833,aVWAP_OB_bear_750,aVWAP_OB_bear_688,aVWAP_OB_bear_612,aVWAP_OB_bear_439,aVWAP_OB_bear_258,aVWAP_OB_bear_155,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,81.69,81.69,80.125,80.15,1986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1986.0,False,False,False,False
2025-04-11 15:00:00+00:00,80.15,80.51,80.15,80.295,967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,967.0,14.992248062015504,False,False,False,False,1970.2015503875969,False,False,False,False
2025-04-11 16:00:00+00:00,80.29,81.35,80.29,81.14,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2164.0,48.310197704464876,False,False,False,False,1958.2139294513552,False,False,False,False
2025-04-11 17:00:00+00:00,81.225,81.785,80.04,81.32,1680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3844.0,107.15810161602356,False,False,False,False,1953.9005351962953,False,False,False,False
2025-04-11 18:00:00+00:00,81.405,81.44,81.02,81.15,2048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.84610682070567,45.361496138635104,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1796.0,133.34169693980613,False,False,False,False,1955.3594416273604,False,False,False,False
2025-04-11 19:00:00+00:00,81.27,82.295,81.27,82.11,3014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,93.96407750766429,44.876903347655514,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4810.0,205.84802721980913,False,False,False,False,1971.7724735401146,False,False,False,False
2025-04-14 14:00:00+00:00,82.31,82.47,81.62,81.83,1737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,89.07783502303661,40.69713145201051,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3073.0,250.29999579004462,False,False,False,False,1968.132590229415,False,False,False,False
2025-04-14 15:00:00+00:00,81.83,82.23,81.475,81.615,1811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.97089442512194,35.58825423367726,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1262.0,265.9852671731447,False,False,False,False,1965.6964260398115,False,False,False,False
2025-04-14 16:00:00+00:00,81.58,81.8,81.4,81.43,690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.67111919258681,30.452522694985547,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,572.0,270.7296816355765,False,False,False,False,1945.9181868764035,False,False,False,False
2025-04-14 17:00:00+00:00,81.41,81.7,81.185,81.685,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.00171877194835,28.64379414037475,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1952.0,296.79588812184664,False,False,False,False,1937.1442614984746,False,False,False,False
