date,Open,High,Low,Close,Volume,aVWAP_peak_841,aVWAP_peak_782,aVWAP_peak_762,aVWAP_peak_738,aVWAP_peak_708,aVWAP_peak_688,aVWAP_peak_672,aVWAP_peak_634,aVWAP_peak_563,aVWAP_peak_504,aVWAP_peak_435,aVWAP_peak_418,aVWAP_peak_391,aVWAP_peak_377,aVWAP_peak_324,aVWAP_peak_271,aVWAP_peak_228,aVWAP_peak_179,aVWAP_peak_129,aVWAP_peak_92,aVWAP_peak_64,aVWAP_peak_48,aVWAP_peak_28,aVWAP_valley_861,aVWAP_valley_828,aVWAP_valley_799,aVWAP_valley_750,aVWAP_valley_718,aVWAP_valley_697,aVWAP_valley_682,aVWAP_valley_648,aVWAP_valley_594,aVWAP_valley_516,aVWAP_valley_468,aVWAP_valley_408,aVWAP_valley_379,aVWAP_valley_344,aVWAP_valley_310,aVWAP_valley_289,aVWAP_valley_246,aVWAP_valley_193,aVWAP_valley_161,aVWAP_valley_138,aVWAP_valley_114,aVWAP_valley_76,aVWAP_valley_59,aVWAP_OB_bull_861,aVWAP_OB_bull_799,aVWAP_OB_bull_648,aVWAP_OB_bull_420,aVWAP_OB_bull_246,aVWAP_OB_bull_114,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,74.065,74.065,69.97,69.995,38504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,38504.0,False,False,False,False
2025-04-03 15:00:00+00:00,70.08,72.09,69.575,71.77,45174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45174.0,700.3720930232558,False,False,False,False,38607.41085271318,False,False,False,False
2025-04-03 16:00:00+00:00,71.81,72.95,71.185,71.3,30520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.34943027672273,23.22300596852955,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14654.0,916.7074094104921,False,False,False,False,38482.024637942435,False,False,False,False
2025-04-03 17:00:00+00:00,71.355,71.815,70.88,71.21,22628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.03902430779334,23.22300596852955,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7974.0,778.8669844583915,False,False,False,False,38236.22580634643,False,False,False,False
2025-04-03 18:00:00+00:00,71.43,71.43,69.91,70.465,38832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.3690457017082,23.22300596852955,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46806.0,41.1171087303544,False,False,False,False,38245.462615550365,False,False,False,False
2025-04-03 19:00:00+00:00,70.415,70.42,68.97,68.97,91698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.65352815742227,29.87224122813079,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-138504.0,-2106.869203032907,False,False,False,False,39074.18412538679,False,False,False,False
2025-04-04 14:00:00+00:00,62.59,62.91,58.05,60.12,107075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.48046210700976,14.186788667886518,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-245579.0,-5881.6309208153425,False,False,False,False,40128.46034049708,False,False,False,False
2025-04-04 15:00:00+00:00,59.92,64.4,59.895,63.23,45829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.8961137153524,10.1446946866675,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-199750.0,-8887.342069329832,False,False,False,False,40216.84080033433,False,False,False,False
2025-04-04 16:00:00+00:00,63.115,64.68,62.41,62.63,102877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.39560323983482,6.451334842529619,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-302627.0,-13441.445293061151,False,False,False,False,41188.31613676325,False,False,False,False
2025-04-04 17:00:00+00:00,62.635,64.33,61.365,64.32,32462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.16395660535473,6.290870684576724,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-270165.0,-17421.655443556327,False,False,False,False,41053.02441371266,False,False,False,False
