date,Open,High,Low,Close,Volume,aVWAP_peak_767,aVWAP_peak_738,aVWAP_peak_677,aVWAP_peak_588,aVWAP_peak_535,aVWAP_peak_498,aVWAP_peak_456,aVWAP_peak_414,aVWAP_peak_394,aVWAP_peak_378,aVWAP_peak_360,aVWAP_peak_332,aVWAP_peak_256,aVWAP_peak_192,aVWAP_peak_173,aVWAP_peak_125,aVWAP_peak_90,aVWAP_peak_18,aVWAP_valley_858,aVWAP_valley_839,aVWAP_valley_780,aVWAP_valley_758,aVWAP_valley_710,aVWAP_valley_690,aVWAP_valley_671,aVWAP_valley_572,aVWAP_valley_551,aVWAP_valley_501,aVWAP_valley_481,aVWAP_valley_426,aVWAP_valley_406,aVWAP_valley_389,aVWAP_valley_342,aVWAP_valley_276,aVWAP_valley_246,aVWAP_valley_185,aVWAP_valley_156,aVWAP_valley_42,aVWAP_OB_bull_342,aVWAP_OB_bear_738,aVWAP_OB_bear_588,aVWAP_OB_bear_192,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,918.7,925.89,917.83,925.86,3575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3575.0,False,False,False,False
2025-01-16 16:00:00+00:00,925.51,927.29,922.74,924.77,5073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5073.0,-78.65116279069767,False,False,False,False,3598.22480620155,False,False,False,False
2025-01-16 17:00:00+00:00,924.81,926.59,924.49,924.605,2469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7542.0,-194.3619974761132,False,False,False,False,3580.7174448650917,False,False,False,False
2025-01-16 18:00:00+00:00,924.525,926.18,921.0,921.46,2615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10157.0,-348.8215013912122,False,False,False,False,3565.745081378811,False,False,False,False
2025-01-16 19:00:00+00:00,920.95,924.09,920.95,923.47,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.751359960734982,-39.42377603533852,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7745.0,-463.4909354781702,False,False,False,False,3547.857560737279,False,False,False,False
2025-01-16 20:00:00+00:00,923.365,924.34,919.18,919.77,8715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.626638489572322,-37.54110695702901,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16460.0,-711.4988279513768,False,False,False,False,3627.9682962297243,False,False,False,False
2025-01-17 15:00:00+00:00,925.17,936.7,925.13,936.66,11271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.70427869505781,-20.01979100256583,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5189.0,-780.9174507738361,False,False,False,False,3746.464911792054,False,False,False,False
2025-01-17 16:00:00+00:00,936.9,939.525,934.5,938.995,13692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.895417310738296,-8.694850981202727,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8503.0,-636.9807461106758,False,False,False,False,3900.6592542448902,False,False,False,False
2025-01-17 17:00:00+00:00,938.65,941.68,937.745,939.155,10473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.41192270856114,-1.6607524918476457,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18976.0,-332.9035252407428,False,False,False,False,4002.5560099930312,False,False,False,False
2025-01-17 18:00:00+00:00,939.155,940.68,937.96,938.145,6460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.47397564312687,1.7092617358584903,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12516.0,-133.6957186478631,False,False,False,False,4040.6559168148447,False,False,False,False
