date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_852,aVWAP_peak_817,aVWAP_peak_775,aVWAP_peak_750,aVWAP_peak_720,aVWAP_peak_686,aVWAP_peak_558,aVWAP_peak_522,aVWAP_peak_490,aVWAP_peak_457,aVWAP_peak_414,aVWAP_peak_389,aVWAP_peak_309,aVWAP_peak_269,aVWAP_peak_252,aVWAP_peak_237,aVWAP_peak_234,aVWAP_peak_167,aVWAP_peak_143,aVWAP_peak_126,aVWAP_peak_101,aVWAP_peak_38,aVWAP_valley_865,aVWAP_valley_840,aVWAP_valley_800,aVWAP_valley_763,aVWAP_valley_728,aVWAP_valley_703,aVWAP_valley_573,aVWAP_valley_496,aVWAP_valley_474,aVWAP_valley_441,aVWAP_valley_402,aVWAP_valley_337,aVWAP_valley_279,aVWAP_valley_249,aVWAP_valley_192,aVWAP_valley_157,aVWAP_valley_109,aVWAP_valley_71,aVWAP_OB_bull_703,aVWAP_OB_bull_496,aVWAP_OB_bull_157,aVWAP_OB_bull_5,aVWAP_OB_bear_414,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,9.67,9.83,9.63,9.655,10625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,10625.0,False,False,False,False
2025-04-08 15:00:00+00:00,9.665,9.725,9.6,9.64,5198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5198.0,-80.5891472868217,False,False,False,False,10540.860465116279,False,False,False,False
2025-04-08 16:00:00+00:00,9.64,9.64,9.42,9.425,6623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11821.0,-262.6110209722973,False,False,False,False,10480.118442401297,False,False,False,False
2025-04-08 17:00:00+00:00,9.425,9.47,9.26,9.445,4730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,2.990033222591317,-47.30897009966782,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7091.0,-368.4775167711764,False,False,False,False,10390.969319263293,False,False,False,False
2025-04-08 18:00:00+00:00,9.445,9.53,9.31,9.325,4056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,3.8557455489804813,-46.709230999273046,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11147.0,-535.5863924801504,False,False,False,False,10292.752740670063,False,False,False,False
2025-04-08 19:00:00+00:00,9.325,9.34,9.145,9.28,20819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.255,,,#000000,,,,4.177247616704673,-46.56750294102755,False,False,False,True,True,,1.0,9.34,9.145,0.0,0,,,False,False,False,False,,,False,False,False,False,-31966.0,-1022.8796267052643,False,False,False,False,10455.95037259766,False,False,False,False
2025-04-09 14:00:00+00:00,9.825,9.88,9.47,9.485,4372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.316900943458643,,,#000000,,,,17.49358428967711,-34.66806527910943,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27594.0,-1434.8349813299888,False,False,False,False,10361.625560619399,False,False,False,False
2025-04-09 15:00:00+00:00,9.485,9.725,9.465,9.605,7330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.380333784323975,,,#000000,,,,30.353218797727145,-23.9147436061877,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20264.0,-1726.7600203791362,False,False,False,False,10314.62361394313,False,False,False,False
2025-04-09 16:00:00+00:00,9.605,9.73,9.565,9.675,3760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.408971683985188,,,#000000,,,,40.72801638076463,-15.754747499779484,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16504.0,-1955.8645161872116,False,False,False,False,10213.001542409127,False,False,False,False
2025-04-09 17:00:00+00:00,9.675,10.25,9.615,10.235,11253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.556780444874544,,,#000000,,,,54.39220244770877,-4.615142429350726,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5251.0,-2006.95188802927,False,False,False,False,10229.12554950356,False,False,False,False
2025-04-09 18:00:00+00:00,10.24,10.295,9.99,10.01,2505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.583891098276677,,,#000000,,,,58.27331358006465,-2.377580452917897,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7756.0,-2096.0844168970334,False,False,False,False,10109.371665015133,False,False,False,False
2025-04-09 19:00:00+00:00,10.01,10.27,9.965,10.035,13729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.692854357462467,,,#000000,,,,61.12598065562948,-0.4360157833810021,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5973.0,-1970.9823329141334,False,False,False,False,10165.489933774586,False,False,False,False
2025-04-10 14:00:00+00:00,10.16,10.455,10.155,10.375,7985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.763573346526742,,,#000000,,,,65.94528248199377,3.780730178049396,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13958.0,-1724.021366512364,False,False,False,False,10131.683888289708,False,False,False,False
2025-04-10 15:00:00+00:00,10.375,10.415,10.11,10.145,4008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.787896125095147,,,#000000,,,,64.94469323998554,3.780730178049396,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9950.0,-1543.028787186591,False,False,False,False,10036.743052812348,False,False,False,False
2025-04-10 16:00:00+00:00,10.145,10.27,10.025,10.26,1942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.797820783410335,,,#000000,,,,65.33969809663448,3.780730178049396,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11892.0,-1334.7337672302099,False,False,False,False,9911.243160520682,False,False,False,False
