date,Open,High,Low,Close,Volume,aVWAP_peak_874,aVWAP_peak_829,aVWAP_peak_767,aVWAP_peak_702,aVWAP_peak_682,aVWAP_peak_618,aVWAP_peak_588,aVWAP_peak_570,aVWAP_peak_498,aVWAP_peak_466,aVWAP_peak_413,aVWAP_peak_377,aVWAP_peak_336,aVWAP_peak_310,aVWAP_peak_228,aVWAP_peak_186,aVWAP_peak_164,aVWAP_peak_95,aVWAP_peak_13,aVWAP_valley_867,aVWAP_valley_839,aVWAP_valley_803,aVWAP_valley_779,aVWAP_valley_712,aVWAP_valley_690,aVWAP_valley_667,aVWAP_valley_626,aVWAP_valley_607,aVWAP_valley_580,aVWAP_valley_561,aVWAP_valley_518,aVWAP_valley_478,aVWAP_valley_455,aVWAP_valley_390,aVWAP_valley_346,aVWAP_valley_318,aVWAP_valley_302,aVWAP_valley_269,aVWAP_valley_203,aVWAP_valley_174,aVWAP_valley_135,aVWAP_valley_120,aVWAP_valley_33,aVWAP_OB_bull_779,aVWAP_OB_bear_829,aVWAP_OB_bear_498,aVWAP_OB_bear_413,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,261.02,263.08,260.8,262.11,12121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12121.0,False,False,False,False
2025-04-14 15:00:00+00:00,262.2,262.245,258.24,258.33,12413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12413.0,-192.4496124031008,False,False,False,False,12125.527131782947,False,False,False,False
2025-04-14 16:00:00+00:00,258.13,258.98,257.52,257.535,4059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16472.0,-444.8457424433628,False,False,False,False,12000.464695631272,False,False,False,False
2025-04-14 17:00:00+00:00,257.69,259.565,257.59,259.32,5929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.860967447520432,-40.22512929723161,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10543.0,-601.4062735682719,False,False,False,False,11906.333460040089,False,False,False,False
2025-04-14 18:00:00+00:00,259.29,260.39,259.29,260.185,5618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.491298886930466,-31.30948904861381,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4925.0,-668.4387344431824,False,False,False,False,11808.839918023961,False,False,False,False
2025-04-14 19:00:00+00:00,260.185,260.9,259.34,259.46,16292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.803722730912504,-27.513678433715228,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21217.0,-987.0210796456137,False,False,False,False,11878.346275884056,False,False,False,False
2025-04-15 14:00:00+00:00,262.97,263.02,261.165,262.94,1368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.73107900878627,-17.57699420365715,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19849.0,-1279.4548613565344,False,False,False,False,11715.39517083159,False,False,False,False
2025-04-15 15:00:00+00:00,263.22,263.4,262.1,262.415,9027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.35003056196575,-12.641644987899909,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28876.0,-1707.3082743587586,False,False,False,False,11673.71462554738,False,False,False,False
2025-04-15 16:00:00+00:00,262.56,263.63,262.32,262.49,2467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.902938531752625,-9.30186628904734,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26409.0,-2090.2802390973825,False,False,False,False,11530.974863910986,False,False,False,False
2025-04-15 17:00:00+00:00,262.43,262.8,262.205,262.37,1529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.58489232198973,-7.296318418399899,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27938.0,-2491.0200803516864,False,False,False,False,11375.905486175932,False,False,False,False
2025-04-15 18:00:00+00:00,262.37,262.795,261.86,262.64,1685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.98247173622073,-5.176148304513795,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26253.0,-2859.4228698035986,False,False,False,False,11225.658889491035,False,False,False,False
2025-04-15 19:00:00+00:00,262.46,262.955,261.98,262.08,8080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.74510816355654,-5.176148304513795,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34333.0,-3347.3853059306743,False,False,False,False,11176.888984227608,False,False,False,False
2025-04-16 14:00:00+00:00,262.21,263.5,261.83,263.5,4396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.75924981433272,-1.9663332024224829,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29937.0,-3759.6273942108187,False,False,False,False,11071.758922456638,False,False,False,False
