date,Open,High,Low,Close,Volume,aVWAP_peak_428,aVWAP_peak_410,aVWAP_peak_394,aVWAP_peak_364,aVWAP_peak_323,aVWAP_peak_285,aVWAP_peak_252,aVWAP_peak_223,aVWAP_peak_208,aVWAP_peak_197,aVWAP_peak_158,aVWAP_peak_131,aVWAP_peak_110,aVWAP_peak_98,aVWAP_peak_64,aVWAP_peak_29,aVWAP_valley_407,aVWAP_valley_391,aVWAP_valley_367,aVWAP_valley_353,aVWAP_valley_314,aVWAP_valley_254,aVWAP_valley_235,aVWAP_valley_214,aVWAP_valley_198,aVWAP_valley_186,aVWAP_valley_147,aVWAP_valley_116,aVWAP_valley_105,aVWAP_valley_74,aVWAP_valley_42,aVWAP_OB_bull_407,aVWAP_OB_bull_147,aVWAP_OB_bull_74,aVWAP_OB_bull_42,aVWAP_OB_bear_428,aVWAP_OB_bear_323,aVWAP_OB_bear_158,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,2106.93,2107.99,2090.27,2093.05,4943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,1.0,2090.27,2107.99,163.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4943.0,False,False,False,False
2023-11-10 17:00:00+00:00,2106.88,2122.41,2106.88,2119.82,6189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6189.0,95.95348837209302,False,False,False,False,4962.317829457364,False,False,False,False
2023-11-13 17:00:00+00:00,2145.09,2155.64,2142.05,2149.95,5246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11435.0,271.75265909500627,False,False,False,False,4966.716002644071,False,False,False,False
2023-11-14 17:00:00+00:00,2166.29,2167.25,2152.36,2164.84,21923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33358.0,784.7177341477968,False,False,False,False,5229.604126634084,False,False,False,False
2023-11-15 17:00:00+00:00,2151.19,2165.32,2150.345,2157.94,11633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,96.33427590853853,46.700848317684674,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21725.0,1109.3732731532573,False,False,False,False,5328.8815820351065,False,False,False,False
2023-11-16 17:00:00+00:00,2169.13,2176.41,2165.2,2171.075,12741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.58921827356427,45.35023989169554,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34466.0,1626.5302766702612,False,False,False,False,5443.798146654717,False,False,False,False
2023-11-17 17:00:00+00:00,2170.19,2174.075,2160.48,2161.97,4030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,89.49601264200821,40.988361452320305,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30436.0,2073.1887219932028,False,False,False,False,5421.878795543791,False,False,False,False
2023-11-20 17:00:00+00:00,2168.84,2193.2,2168.84,2186.935,5835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.06822341243895,40.111706596291214,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36271.0,2603.3873464584244,False,False,False,False,5428.28377545784,False,False,False,False
2023-11-21 17:00:00+00:00,2200.22,2208.1,2196.06,2198.25,10324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.74235335467972,40.08941021601953,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46595.0,3285.4278527148826,False,False,False,False,5504.186352582525,False,False,False,False
2023-11-22 17:00:00+00:00,2221.16,2224.5,2213.91,2220.47,3575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.46791001959198,40.08941021601953,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50170.0,4012.3204441456596,False,False,False,False,5474.276486651012,False,False,False,False
2023-11-23 17:00:00+00:00,2220.47,2220.47,2220.47,2220.47,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.95161446286681,40.08941021601953,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50170.0,4727.943382996114,False,False,False,False,5389.403982982004,False,False,False,False
2023-11-24 17:00:00+00:00,2218.31,2223.87,2216.27,2220.735,1757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,89.28516029999317,40.08941021601953,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51927.0,5459.711702639585,False,False,False,False,5333.087642160577,False,False,False,False
2023-11-27 17:00:00+00:00,2223.835,2223.865,2205.92,2211.26,3840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.99745673786794,38.74939785938855,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48087.0,6120.599893296336,False,False,False,False,5309.938996545685,False,False,False,False
2023-11-28 17:00:00+00:00,2206.51,2207.865,2198.81,2205.68,5011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.90014556545958,35.08367400352955,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43076.0,6693.551832935152,False,False,False,False,5305.3042834209455,False,False,False,False
2023-11-29 17:00:00+00:00,2194.33,2198.51,2186.54,2188.705,5010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.31276242929675,28.403903926051797,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38066.0,7179.946378160963,False,False,False,False,5300.725922437675,False,False,False,False
2023-11-30 17:00:00+00:00,2202.135,2206.15,2189.755,2204.195,7022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.55197352099785,26.336420606271034,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45088.0,7767.668139739862,False,False,False,False,5327.412342244842,False,False,False,False
