date,Close,High,Low,Open,Volume,aVWAP_peak_168,aVWAP_peak_143,aVWAP_peak_124,aVWAP_peak_116,aVWAP_peak_115,aVWAP_peak_109,aVWAP_peak_104,aVWAP_peak_96,aVWAP_peak_82,aVWAP_peak_57,aVWAP_peak_50,aVWAP_peak_32,aVWAP_peak_22,aVWAP_peak_6,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_155,aVWAP_valley_151,aVWAP_valley_132,aVWAP_valley_122,aVWAP_valley_111,aVWAP_valley_96,aVWAP_valley_92,aVWAP_valley_61,aVWAP_valley_42,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_11,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_171,aVWAP_OB_bull_132,aVWAP_OB_bull_96,aVWAP_OB_bull_42,aVWAP_OB_bull_28,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,24.929826595,25.1871884212,24.8211922883,25.1871884212,126773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,126773.0,False,False,False,False
2022-01-07 00:00:00+00:00,24.7796018186,24.9542817912,24.621558034,24.8711008519,85364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-85364,-6323.259259259259,False,False,False,False,123705.66666666666,False,False,False,False
2022-01-14 00:00:00+00:00,24.8794189458,25.0624170123,24.6797846915,24.7463294429,121140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.881658681214931,-79.70414670303734,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35776,-3204.79561042524,False,False,False,False,123515.6172839506,False,False,False,False
2022-01-21 00:00:00+00:00,24.9784042636,25.0624170123,24.6631485036,24.8461465701,155674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.483074061653667,-66.1967805170874,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,191450,11214.078138495148,False,False,False,False,125897.71970736167,False,False,False,False
2022-01-28 00:00:00+00:00,24.7179322039,24.9043732276,24.6124502742,24.9043732276,134382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.744918568566664,,,,,,24.744918568566664,,24.744918568566664,#000000,,24.744918568566664,,27.320373168092736,-63.880717392269375,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57068,14610.664943051062,False,False,False,False,126526.18491422376,False,False,False,False
2022-02-04 00:00:00+00:00,25.0216834141,25.1386071684,24.6625604546,24.7377257252,294152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.87947764510977,,,,,,24.87947764510977,,24.87947764510977,#000000,,24.87947764510977,,35.76710365190025,-54.88559674021804,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,351220,39544.689762084316,False,False,False,False,138942.9119576146,False,False,False,False
2022-02-11 00:00:00+00:00,24.9381664468,25.33904789,24.9381664468,24.9966283239,62616,,,,,,,,,,,,,,25.07179359453333,,,,,,,,,,,,,,,,24.903995726121895,,,,,,24.987894660327612,25.07179359453333,24.903995726121895,#000000,,24.987894660327612,,40.21577254998523,-49.62515475630856,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,288604,57993.527557485475,False,False,False,False,133289.06662742092,False,False,False,False
2022-02-18 00:00:00+00:00,25.2534429985,25.3306961933,24.9381664468,24.9966283239,100340,,,,,,,,,,,,,,25.134789822453136,,,,,,,,,,,,,,,,24.949816367947292,,,,,,25.042303095200214,25.134789822453136,24.949816367947292,#000000,,25.042303095200214,,47.32577772167019,-41.6599497344549,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,388944,82508.3773680421,False,False,False,False,130848.39502538975,False,False,False,False
2022-02-25 00:00:00+00:00,24.7488351565,25.2015577508,23.9782845334,25.0925689781,93881,,,,,,,,,,,,,,24.954987790873037,,,,,,,,,,,,,,,,24.907774435180258,,,,,,24.931381113026646,24.954987790873037,24.907774435180258,#000000,,24.931381113026646,,46.32940986961601,-41.446892076630924,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,295063,98253.16422966862,False,False,False,False,128110.06946795346,False,False,False,False
2022-03-04 00:00:00+00:00,23.3152974453,24.8034972179,23.2397598421,24.1200537755,279436,,,,,,,,,,,,,,24.345959138023844,,,,,,,,,,,,,,,,24.58292966157473,,,,,,24.464444399799287,24.345959138023844,24.58292966157473,#000000,,24.464444399799287,,39.37351812081257,-41.446892076630924,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15627,92132.70762006355,False,False,False,False,139319.39765551247,False,False,False,False
