date,Open,High,Low,Close,Volume,aVWAP_peak_842,aVWAP_peak_808,aVWAP_peak_763,aVWAP_peak_745,aVWAP_peak_707,aVWAP_peak_677,aVWAP_peak_649,aVWAP_peak_625,aVWAP_peak_624,aVWAP_peak_564,aVWAP_peak_484,aVWAP_peak_449,aVWAP_peak_432,aVWAP_peak_407,aVWAP_peak_392,aVWAP_peak_391,aVWAP_peak_326,aVWAP_peak_308,aVWAP_peak_306,aVWAP_peak_287,aVWAP_peak_271,aVWAP_peak_245,aVWAP_peak_229,aVWAP_peak_195,aVWAP_peak_143,aVWAP_peak_119,aVWAP_peak_77,aVWAP_valley_864,aVWAP_valley_817,aVWAP_valley_802,aVWAP_valley_781,aVWAP_valley_718,aVWAP_valley_687,aVWAP_valley_660,aVWAP_valley_635,aVWAP_valley_634,aVWAP_valley_593,aVWAP_valley_521,aVWAP_valley_518,aVWAP_valley_476,aVWAP_valley_444,aVWAP_valley_423,aVWAP_valley_378,aVWAP_valley_318,aVWAP_valley_281,aVWAP_valley_265,aVWAP_valley_221,aVWAP_valley_219,aVWAP_valley_215,aVWAP_valley_211,aVWAP_valley_168,aVWAP_valley_137,aVWAP_valley_129,aVWAP_valley_102,aVWAP_valley_84,aVWAP_valley_23,aVWAP_OB_bull_660,aVWAP_OB_bull_593,aVWAP_OB_bull_444,aVWAP_OB_bear_245,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-03 14:00:00+00:00,2.87,2.945,2.865,2.895,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,300.0,False,False,False,False
2025-04-03 15:00:00+00:00,2.895,2.9,2.86,2.875,404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.878333333333333,,#000000,,,,0.0,,False,False,False,True,False,,-1.0,2.9,2.86,30.0,0,,,False,False,False,False,,,False,False,False,False,-404.0,-6.263565891472868,False,False,False,False,301.61240310077517,False,False,False,False
2025-04-03 16:00:00+00:00,2.875,2.89,2.865,2.875,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8774918300653596,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-404.0,-12.430022234240731,False,False,False,False,303.3238387116159,False,False,False,False
2025-04-03 17:00:00+00:00,2.875,2.885,2.865,2.88,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8773293963254596,,#000000,,,,8.011869436201644,-42.78931750741852,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-204.0,-15.400099408903666,False,False,False,False,301.72191873159085,False,False,False,False
2025-04-03 18:00:00+00:00,2.88,2.89,2.85,2.87,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.873693783068783,,#000000,,,,10.541053705341238,-40.99376383136499,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1204.0,-33.82800484442454,False,False,False,False,312.5479354954421,False,False,False,False
2025-04-03 19:00:00+00:00,2.87,2.87,2.86,2.86,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.873428387304656,,#000000,,,,10.755202765059938,-40.99376383136499,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1257.0,-52.79191174606137,False,False,False,False,308.52393649551277,False,False,False,False
2025-04-04 14:00:00+00:00,2.785,2.785,2.705,2.73,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.861667401204642,,#000000,,,,7.895383405294106,-39.65793656896542,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1457.0,-74.56257978100615,False,False,False,False,306.84139484441954,False,False,False,False
2025-04-04 15:00:00+00:00,2.73,2.78,2.7,2.715,687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.831454104645918,,#000000,,,,5.920187388543825,-41.224797493898734,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2144.0,-106.64688086967273,False,False,False,False,312.7353267072968,False,False,False,False
2025-04-04 16:00:00+00:00,2.72,2.725,2.7,2.71,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8208867982726713,,#000000,,,,4.580882142728661,-42.283038361071824,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2430.0,-142.6678594608406,False,False,False,False,312.3208255180364,False,False,False,False
2025-04-04 17:00:00+00:00,2.715,2.745,2.705,2.735,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.818117394773589,,#000000,,,,8.973919414216155,-44.655901831615054,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2330.0,-176.57998567075003,False,False,False,False,309.0290297735707,False,False,False,False
