date,Open,High,Low,Close,Volume,aVWAP_peak_833,aVWAP_peak_760,aVWAP_peak_690,aVWAP_peak_655,aVWAP_peak_630,aVWAP_peak_588,aVWAP_peak_564,aVWAP_peak_534,aVWAP_peak_516,aVWAP_peak_490,aVWAP_peak_415,aVWAP_peak_377,aVWAP_peak_321,aVWAP_peak_302,aVWAP_peak_264,aVWAP_peak_210,aVWAP_peak_152,aVWAP_peak_136,aVWAP_peak_79,aVWAP_peak_52,aVWAP_peak_21,aVWAP_valley_852,aVWAP_valley_780,aVWAP_valley_713,aVWAP_valley_674,aVWAP_valley_650,aVWAP_valley_618,aVWAP_valley_581,aVWAP_valley_540,aVWAP_valley_498,aVWAP_valley_468,aVWAP_valley_455,aVWAP_valley_437,aVWAP_valley_384,aVWAP_valley_352,aVWAP_valley_330,aVWAP_valley_313,aVWAP_valley_288,aVWAP_valley_245,aVWAP_valley_180,aVWAP_valley_138,aVWAP_valley_99,aVWAP_valley_83,aVWAP_valley_49,aVWAP_valley_30,aVWAP_OB_bull_780,aVWAP_OB_bull_674,aVWAP_OB_bull_540,aVWAP_OB_bull_437,aVWAP_OB_bull_288,aVWAP_OB_bull_180,aVWAP_OB_bull_60,aVWAP_OB_bear_516,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,98.0,98.5,96.6,97.88,68887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,68887.0,False,False,False,False
2025-03-28 15:00:00+00:00,97.865,99.54,97.62,98.56,40989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40989.0,635.4883720930233,False,False,False,False,68454.47286821705,False,False,False,False
2025-03-28 16:00:00+00:00,98.64,99.07,97.26,97.44,56420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.35051546391757,-25.77319587628849,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15431.0,386.39552911483685,False,False,False,False,68267.89189351602,False,False,False,False
2025-03-28 17:00:00+00:00,97.42,97.42,96.34,96.98,46850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.22058483535949,-25.77319587628849,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62281.0,-585.1919984683389,False,False,False,False,67935.83155408165,False,False,False,False
2025-03-28 18:00:00+00:00,96.97,97.535,96.685,96.93,36694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.55392952818996,-25.77319587628849,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-98975.0,-2110.6153783370464,False,False,False,False,67451.46207262302,False,False,False,False
2025-03-28 19:00:00+00:00,96.93,97.075,95.875,96.56,257121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.15030634821868,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-356096.0,-7598.7608763473245,False,False,False,False,70392.07506374514,False,False,False,False
2025-03-31 14:00:00+00:00,91.28,92.27,91.055,91.665,95719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.654659158791194,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-451815.0,-14485.834351132638,False,False,False,False,70784.74056663281,False,False,False,False
2025-03-31 15:00:00+00:00,91.765,93.74,91.64,92.945,69793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.579123119036936,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-382022.0,-20184.06947747167,False,False,False,False,70769.36474389432,False,False,False,False
2025-03-31 16:00:00+00:00,92.96,94.76,92.695,93.84,58307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.366742350873196,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-323715.0,-24889.97537704575,False,False,False,False,70576.14978662464,False,False,False,False
2025-03-31 17:00:00+00:00,93.795,94.775,93.74,94.12,28029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.49723287264598,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-295686.0,-29088.363355696205,False,False,False,False,69916.50405349868,False,False,False,False
2025-03-31 18:00:00+00:00,94.12,96.1,94.06,95.54,23293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.07118854333617,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-272393.0,-32860.528264910216,False,False,False,False,69193.65902941342,False,False,False,False
2025-03-31 19:00:00+00:00,95.52,96.05,94.985,95.55,53918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.81374089729441,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-218475.0,-35738.272012741065,False,False,False,False,68956.82710647678,False,False,False,False
2025-04-01 14:00:00+00:00,95.34,96.15,94.19,96.12,61325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.86043243176502,-25.77319587628849,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-157150.0,-37620.62438463655,False,False,False,False,68838.50420560116,False,False,False,False
2025-04-01 15:00:00+00:00,96.17,99.01,96.17,98.91,50774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.79888049286171,-24.486275454936987,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106376.0,-38686.599200378616,False,False,False,False,68558.43437295618,False,False,False,False
2025-04-01 16:00:00+00:00,98.86,99.52,97.54,98.53,64818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.01410718785301,-18.245096287746865,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-171194.0,-40740.97750734949,False,False,False,False,68500.4431423677,False,False,False,False
2025-04-01 17:00:00+00:00,98.45,98.85,97.48,97.485,25141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.059547116871606,-15.937222630398878,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-196335.0,-43153.28793359213,False,False,False,False,67828.20371380386,False,False,False,False
2025-04-01 18:00:00+00:00,97.53,97.6,96.85,97.58,23485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.27973365127808,-13.41122637341143,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-172850.0,-45164.08967105582,False,False,False,False,67140.71218335729,False,False,False,False
2025-04-01 19:00:00+00:00,97.54,98.25,97.4,97.65,110520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.58023576288751,-10.877417849523532,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62330.0,-45430.22781569062,False,False,False,False,67813.25928128973,False,False,False,False
2025-04-02 14:00:00+00:00,97.36,98.09,96.855,97.96,54974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.500030462201444,-7.921980371786333,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7356.0,-44839.929710020995,False,False,False,False,67614.20099785888,False,False,False,False
2025-04-02 15:00:00+00:00,97.87,98.87,96.965,98.75,40905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.82458371017876,-3.9101906370563526,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33549.0,-43624.59746645478,False,False,False,False,67200.1048583572,False,False,False,False
2025-04-02 16:00:00+00:00,98.67,100.29,98.665,100.08,42545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.65974248867637,1.1706745890026156,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,76094.0,-41768.49518015316,False,False,False,False,66817.85517063073,False,False,False,False
