date,Open,High,Low,Close,Volume,aVWAP_peak_436,aVWAP_peak_416,aVWAP_peak_395,aVWAP_peak_359,aVWAP_peak_335,aVWAP_peak_317,aVWAP_peak_283,aVWAP_peak_262,aVWAP_peak_243,aVWAP_peak_233,aVWAP_peak_213,aVWAP_peak_212,aVWAP_peak_179,aVWAP_peak_155,aVWAP_peak_140,aVWAP_peak_139,aVWAP_peak_90,aVWAP_peak_46,aVWAP_peak_30,aVWAP_valley_423,aVWAP_valley_403,aVWAP_valley_369,aVWAP_valley_349,aVWAP_valley_323,aVWAP_valley_308,aVWAP_valley_307,aVWAP_valley_291,aVWAP_valley_271,aVWAP_valley_256,aVWAP_valley_217,aVWAP_valley_193,aVWAP_valley_147,aVWAP_valley_117,aVWAP_valley_40,aVWAP_OB_bull_403,aVWAP_OB_bull_369,aVWAP_OB_bear_359,aVWAP_OB_bear_283,aVWAP_OB_bear_0,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,15.38,15.395,15.325,15.39,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,700.0,False,False,False,False
2023-11-09 17:00:00+00:00,15.4,15.405,15.165,15.18,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.29982206405694,,,,#000000,,,,0.0,,False,False,False,True,False,,,,1.0,15.405,15.165,0.0,0,,,False,False,False,False,,,False,False,False,False,-986.0,-15.286821705426357,False,False,False,False,704.4341085271318,False,False,False,False
2023-11-10 17:00:00+00:00,15.355,15.465,15.355,15.425,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.317220543806647,,,,#000000,,,,18.91891891891892,-78.37837837837839,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-686.0,-25.68547563247401,False,False,False,False,698.1638122708971,False,False,False,False
2023-11-13 17:00:00+00:00,15.49,15.49,15.43,15.445,2475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.393661735036988,,,,#000000,,,,32.24564013554838,-64.49243739151999,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1789.0,2.449182904463573,False,False,False,False,725.7116601426661,False,False,False,False
2023-11-14 17:00:00+00:00,15.85,15.875,15.82,15.865,1686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.519740523832764,,,,#000000,,,,48.51812269559999,-47.619779333444264,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3475.0,56.28718006873545,False,False,False,False,740.5998514582836,False,False,False,False
2023-11-15 17:00:00+00:00,15.985,16.02,15.985,16.005,982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.586354093608266,,,,#000000,,,,60.428216488447724,-34.671066519984116,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4457.0,124.5152858041039,False,False,False,False,744.3424894201706,False,False,False,False
2023-11-16 17:00:00+00:00,15.97,15.995,15.955,15.96,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.62418995237493,,,,#000000,,,,66.75808883407313,-26.505493915392023,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3677.0,179.59256819473794,False,False,False,False,744.8953190415633,False,False,False,False
2023-11-17 17:00:00+00:00,16.075,16.165,16.075,16.095,1181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.687524385771908,,,,#000000,,,,72.09038365063546,-18.801037104768653,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4858.0,252.12601674985825,False,False,False,False,751.6566319246399,False,False,False,False
2023-11-20 17:00:00+00:00,16.18,16.27,16.16,16.25,1041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.742923370512944,,,,#000000,,,,76.64064432366968,-11.551961992622623,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5899.0,339.67445059869766,False,False,False,False,756.1425756157307,False,False,False,False
2023-11-21 17:00:00+00:00,16.14,16.185,16.14,16.165,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.766429658621437,,,,#000000,,,,76.91560164787381,-8.049554907155645,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5299.0,416.56321880646976,False,False,False,False,753.7217604899055,False,False,False,False
