date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_peak_768,aVWAP_peak_715,aVWAP_peak_697,aVWAP_peak_665,aVWAP_peak_617,aVWAP_peak_591,aVWAP_peak_569,aVWAP_peak_526,aVWAP_peak_467,aVWAP_peak_404,aVWAP_peak_365,aVWAP_peak_341,aVWAP_peak_318,aVWAP_peak_287,aVWAP_peak_242,aVWAP_peak_221,aVWAP_peak_145,aVWAP_peak_119,aVWAP_peak_83,aVWAP_peak_48,aVWAP_valley_864,aVWAP_valley_840,aVWAP_valley_826,aVWAP_valley_747,aVWAP_valley_726,aVWAP_valley_708,aVWAP_valley_676,aVWAP_valley_651,aVWAP_valley_624,aVWAP_valley_605,aVWAP_valley_563,aVWAP_valley_550,aVWAP_valley_535,aVWAP_valley_499,aVWAP_valley_475,aVWAP_valley_434,aVWAP_valley_414,aVWAP_valley_395,aVWAP_valley_300,aVWAP_valley_252,aVWAP_valley_228,aVWAP_valley_204,aVWAP_valley_166,aVWAP_valley_116,aVWAP_valley_66,aVWAP_valley_36,aVWAP_OB_bull_166,aVWAP_OB_bear_768,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,95.075,96.48,95.04,95.57,23207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,23207.0,False,False,False,False
2025-03-13 15:00:00+00:00,95.745,95.835,94.88,95.285,32943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32943.0,-510.74418604651163,False,False,False,False,23357.945736434107,False,False,False,False
2025-03-13 16:00:00+00:00,95.31,95.82,95.12,95.715,34312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.975609756097775,-81.46341463414666,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1369.0,-481.6008653326122,False,False,False,False,23527.77603509404,False,False,False,False
2025-03-13 17:00:00+00:00,95.735,95.75,95.165,95.41,28380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.947612376469014,-73.09105130020278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27011.0,-892.9093790483856,False,False,False,False,23603.004313619713,False,False,False,False
2025-03-13 18:00:00+00:00,95.4,95.945,95.35,95.915,24883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.02826122971058,-59.280689928532,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2128.0,-912.058070846085,False,False,False,False,23622.8492079822,False,False,False,False
2025-03-13 19:00:00+00:00,95.905,96.005,95.265,95.38,43092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,41.36738888079652,-54.99610098443026,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45220.0,-1599.0029069569982,False,False,False,False,23924.69650708325,False,False,False,False
2025-03-14 14:00:00+00:00,96.405,96.64,95.94,96.64,34182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.72774609042487,-42.832144673625564,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11038.0,-1745.3439471592153,False,False,False,False,24083.72446821374,False,False,False,False
2025-03-14 15:00:00+00:00,96.65,97.38,96.575,97.29,40356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.091657410047056,-31.767925430650713,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29318.0,-1263.7417154203126,False,False,False,False,24336.00780979182,False,False,False,False
2025-03-14 16:00:00+00:00,97.31,97.335,96.91,97.085,19287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.92647926515139,-24.954005376483195,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10031.0,-1088.6294407626333,False,False,False,False,24257.728618942332,False,False,False,False
2025-03-14 17:00:00+00:00,97.09,97.25,96.94,97.0,16865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.7503556039942,-19.890674438458852,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6834.0,-1177.7049533089491,False,False,False,False,24143.11267136183,False,False,False,False
2025-03-14 18:00:00+00:00,97.01,97.13,96.87,96.94,25231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.41616241198153,-15.83255616609594,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32065.0,-1656.5777447305159,False,False,False,False,24159.979141573272,False,False,False,False
2025-03-14 19:00:00+00:00,96.93,97.385,96.915,97.27,46236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.2998622037582,-10.716198273173475,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14171.0,-1411.1889424866317,False,False,False,False,24502.243030851205,False,False,False,False
2025-03-17 14:00:00+00:00,97.55,98.2,97.3,97.89,39004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.63319865484644,-4.526651863383485,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,53175.0,-564.8914395023429,False,False,False,False,24727.076472233355,False,False,False,False
