date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_864,aVWAP_peak_835,aVWAP_peak_787,aVWAP_peak_756,aVWAP_peak_726,aVWAP_peak_660,aVWAP_peak_635,aVWAP_peak_593,aVWAP_peak_566,aVWAP_peak_529,aVWAP_peak_470,aVWAP_peak_455,aVWAP_peak_420,aVWAP_peak_391,aVWAP_peak_335,aVWAP_peak_310,aVWAP_peak_285,aVWAP_peak_253,aVWAP_peak_229,aVWAP_peak_197,aVWAP_peak_150,aVWAP_peak_131,aVWAP_peak_111,aVWAP_peak_13,aVWAP_valley_849,aVWAP_valley_824,aVWAP_valley_773,aVWAP_valley_750,aVWAP_valley_732,aVWAP_valley_711,aVWAP_valley_691,aVWAP_valley_671,aVWAP_valley_645,aVWAP_valley_608,aVWAP_valley_575,aVWAP_valley_553,aVWAP_valley_497,aVWAP_valley_439,aVWAP_valley_402,aVWAP_valley_386,aVWAP_valley_337,aVWAP_valley_318,aVWAP_valley_302,aVWAP_valley_264,aVWAP_valley_247,aVWAP_valley_206,aVWAP_valley_168,aVWAP_valley_138,aVWAP_valley_114,aVWAP_valley_34,aVWAP_valley_17,aVWAP_OB_bull_497,aVWAP_OB_bear_864,aVWAP_OB_bear_455,aVWAP_OB_bear_344,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,147.1,150.18,147.1,149.52,5065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5065.0,False,False,False,False
2025-04-14 15:00:00+00:00,149.465,149.59,148.025,148.15,4356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4356.0,-67.53488372093022,False,False,False,False,5054.007751937985,False,False,False,False
2025-04-14 16:00:00+00:00,148.15,148.69,147.67,148.0,3503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7859.0,-188.3327925004507,False,False,False,False,5029.961120124993,False,False,False,False
2025-04-14 17:00:00+00:00,148.66,148.945,147.86,148.88,5090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.996229971724688,-37.403393025447784,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2769.0,-228.34313680276927,False,False,False,False,5030.891955471892,False,False,False,False
2025-04-14 18:00:00+00:00,148.89,149.14,148.54,148.78,3006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.614024498333762,-30.487151749803097,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5775.0,-314.33781685233873,False,False,False,False,4999.498281743646,False,False,False,False
2025-04-14 19:00:00+00:00,148.88,149.41,148.15,148.275,9664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.377656211784675,-28.96483023838901,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15439.0,-548.8287034127676,False,False,False,False,5071.816137840643,False,False,False,False
2025-04-15 14:00:00+00:00,149.57,149.82,148.095,149.17,2946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.34077913445162,-21.518758679285376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12493.0,-734.0096537474533,False,False,False,False,5038.857748106679,False,False,False,False
2025-04-15 15:00:00+00:00,149.17,149.545,148.25,148.69,2392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.57719163835655,-19.342518785901984,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14885.0,-953.4048529141594,False,False,False,False,4997.821193872466,False,False,False,False
2025-04-15 16:00:00+00:00,149.04,150.625,149.04,149.56,1748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.262058716781056,-13.727860469083375,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13137.0,-1142.297800930994,False,False,False,False,4947.436369161265,False,False,False,False
2025-04-15 17:00:00+00:00,149.4,149.86,148.79,149.635,1692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.04347274880186,-9.78992468025784,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11445.0,-1302.0296179708234,False,False,False,False,4896.964487468843,False,False,False,False
