date,Open,High,Low,Close,Volume,aVWAP_peak_880,aVWAP_peak_845,aVWAP_peak_822,aVWAP_peak_788,aVWAP_peak_765,aVWAP_peak_744,aVWAP_peak_672,aVWAP_peak_618,aVWAP_peak_522,aVWAP_peak_516,aVWAP_peak_491,aVWAP_peak_452,aVWAP_peak_437,aVWAP_peak_408,aVWAP_peak_372,aVWAP_peak_354,aVWAP_peak_337,aVWAP_peak_293,aVWAP_peak_275,aVWAP_peak_247,aVWAP_peak_229,aVWAP_peak_163,aVWAP_peak_162,aVWAP_peak_144,aVWAP_peak_102,aVWAP_peak_72,aVWAP_peak_24,aVWAP_valley_865,aVWAP_valley_864,aVWAP_valley_814,aVWAP_valley_780,aVWAP_valley_779,aVWAP_valley_778,aVWAP_valley_749,aVWAP_valley_724,aVWAP_valley_654,aVWAP_valley_602,aVWAP_valley_599,aVWAP_valley_505,aVWAP_valley_504,aVWAP_valley_464,aVWAP_valley_443,aVWAP_valley_442,aVWAP_valley_441,aVWAP_valley_404,aVWAP_valley_383,aVWAP_valley_363,aVWAP_valley_362,aVWAP_valley_324,aVWAP_valley_308,aVWAP_valley_240,aVWAP_valley_211,aVWAP_valley_210,aVWAP_valley_192,aVWAP_valley_174,aVWAP_valley_136,aVWAP_valley_135,aVWAP_valley_66,aVWAP_OB_bull_724,aVWAP_OB_bull_174,aVWAP_OB_bear_845,aVWAP_OB_bear_522,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-20 14:00:00+00:00,3.055,3.07,3.045,3.05,27279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,27279.0,False,False,False,False
2025-03-20 15:00:00+00:00,3.055,3.06,3.045,3.045,3813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3813.0,-59.116279069767444,False,False,False,False,26915.186046511626,False,False,False,False
2025-03-20 16:00:00+00:00,3.045,3.045,3.025,3.025,13265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17078.0,-322.974941409771,False,False,False,False,26703.55525509284,False,False,False,False
2025-03-20 17:00:00+00:00,3.025,3.03,3.02,3.025,12371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17078.0,-582.7427717755111,False,False,False,False,26481.345096099154,False,False,False,False
2025-03-20 18:00:00+00:00,3.025,3.025,3.0,3.005,7484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24562.0,-954.5142016704644,False,False,False,False,26186.81261398909,False,False,False,False
2025-03-20 19:00:00+00:00,3.005,3.01,2.98,2.99,69279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-93841.0,-2394.6147566833256,False,False,False,False,26854.908542454374,False,False,False,False
2025-03-21 14:00:00+00:00,2.995,3.03,2.985,3.015,9908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.008316688162049,-39.19251498065415,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-83933.0,-3658.7757682076153,False,False,False,False,26592.165774354304,False,False,False,False
2025-03-21 15:00:00+00:00,3.015,3.03,3.015,3.015,16647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.013861146936748,-32.70802396904665,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-83933.0,-4903.337384204397,False,False,False,False,26437.977157697645,False,False,False,False
2025-03-21 16:00:00+00:00,3.015,3.04,3.01,3.04,10908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.02900899814374,-22.75898970450803,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-73025.0,-5959.487192201228,False,False,False,False,26197.20231804342,False,False,False,False
2025-03-21 17:00:00+00:00,3.035,3.04,3.0,3.005,10015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.86681625034011,-22.235755924892977,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-83040.0,-7154.5339023996585,False,False,False,False,25946.315460399335,False,False,False,False
