date,Close,High,Low,Open,Volume,aVWAP_peak_166,aVWAP_peak_165,aVWAP_peak_153,aVWAP_peak_144,aVWAP_peak_116,aVWAP_peak_112,aVWAP_peak_77,aVWAP_peak_66,aVWAP_peak_59,aVWAP_peak_50,aVWAP_peak_33,aVWAP_peak_22,aVWAP_valley_180,aVWAP_valley_179,aVWAP_valley_171,aVWAP_valley_156,aVWAP_valley_148,aVWAP_valley_126,aVWAP_valley_121,aVWAP_valley_96,aVWAP_valley_80,aVWAP_valley_73,aVWAP_valley_68,aVWAP_valley_62,aVWAP_valley_52,aVWAP_valley_43,aVWAP_valley_20,aVWAP_OB_bull_121,aVWAP_OB_bull_96,aVWAP_OB_bear_166,aVWAP_OB_bear_77,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,8.1139372532,8.15602199,7.9122671945,7.9876830429,152632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,152632.0,False,False,False,False
2022-01-07 00:00:00+00:00,7.9540152534,8.1055203059,7.9119305166,8.1055203059,57476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57476,-4257.481481481481,False,False,False,False,145583.40740740742,False,False,False,False
2022-01-14 00:00:00+00:00,7.920347464,8.0634355691,7.8866796746,7.920347464,75142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-132618,-13765.668038408778,False,False,False,False,140365.5253772291,False,False,False,False
2022-01-21 00:00:00+00:00,7.7128697116,7.8866796746,7.6257543065,7.8866796746,108100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-240718,-30576.951887415533,False,False,False,False,137975.4864603973,False,False,False,False
2022-01-28 00:00:00+00:00,7.7745557921,7.915395831,7.5525365338,7.6622381818,134481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.250137973881286,-45.98229144656535,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106237,-36181.39989575512,False,False,False,False,137716.635611479,False,False,False,False
2022-02-04 00:00:00+00:00,7.7297468882,7.9829045374,7.6284838285,7.7550626531,55339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.844951217093412,-43.70370411792636,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-161576,-45469.888792365855,False,False,False,False,131614.58852914724,False,False,False,False
2022-02-11 00:00:00+00:00,7.6706767701,7.890080066,7.6243489203,7.7719398298,81202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.211496170542453,-42.645429817854435,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-242778,-60085.30443737579,False,False,False,False,127880.32271217337,False,False,False,False
2022-02-18 00:00:00+00:00,7.5217580183,7.6791153584,7.4794534176,7.6538839794,175710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.334940054284498,-42.645429817854435,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-418488,-86633.65225682943,False,False,False,False,131423.2617705309,False,False,False,False
2022-02-25 00:00:00+00:00,7.6613632009,7.6994373416,7.4858837169,7.4879143377,86164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.772744884279753,-37.76958849086557,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-332324,-104832.93727484206,False,False,False,False,128070.72386160269,False,False,False,False
2022-03-04 00:00:00+00:00,7.6402109005,7.8093446944,7.5386798586,7.6909764214,71993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.405111496694946,-34.66091310370088,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-404317,-127016.94192115005,False,False,False,False,123916.81839037286,False,False,False,False
