date,Open,High,Low,Close,Volume,aVWAP_peak_857,aVWAP_peak_822,aVWAP_peak_796,aVWAP_peak_771,aVWAP_peak_770,aVWAP_peak_769,aVWAP_peak_768,aVWAP_peak_767,aVWAP_peak_766,aVWAP_peak_765,aVWAP_peak_764,aVWAP_peak_762,aVWAP_peak_739,aVWAP_peak_690,aVWAP_peak_672,aVWAP_peak_616,aVWAP_peak_615,aVWAP_peak_614,aVWAP_peak_613,aVWAP_peak_592,aVWAP_peak_591,aVWAP_peak_590,aVWAP_peak_550,aVWAP_peak_549,aVWAP_peak_548,aVWAP_peak_546,aVWAP_peak_527,aVWAP_peak_526,aVWAP_peak_525,aVWAP_peak_524,aVWAP_peak_523,aVWAP_peak_522,aVWAP_peak_521,aVWAP_peak_520,aVWAP_peak_519,aVWAP_peak_518,aVWAP_peak_442,aVWAP_peak_438,aVWAP_peak_423,aVWAP_peak_422,aVWAP_peak_421,aVWAP_peak_420,aVWAP_peak_358,aVWAP_peak_357,aVWAP_peak_356,aVWAP_peak_355,aVWAP_peak_333,aVWAP_peak_332,aVWAP_peak_293,aVWAP_peak_280,aVWAP_peak_263,aVWAP_peak_262,aVWAP_peak_261,aVWAP_peak_260,aVWAP_peak_259,aVWAP_peak_258,aVWAP_peak_257,aVWAP_peak_174,aVWAP_peak_155,aVWAP_peak_124,aVWAP_peak_123,aVWAP_peak_89,aVWAP_peak_69,aVWAP_peak_68,aVWAP_peak_67,aVWAP_peak_66,aVWAP_valley_780,aVWAP_valley_779,aVWAP_valley_778,aVWAP_valley_777,aVWAP_valley_776,aVWAP_valley_748,aVWAP_valley_727,aVWAP_valley_703,aVWAP_valley_702,aVWAP_valley_684,aVWAP_valley_643,aVWAP_valley_599,aVWAP_valley_578,aVWAP_valley_577,aVWAP_valley_562,aVWAP_valley_561,aVWAP_valley_560,aVWAP_valley_533,aVWAP_valley_467,aVWAP_valley_452,aVWAP_valley_451,aVWAP_valley_450,aVWAP_valley_378,aVWAP_valley_377,aVWAP_valley_376,aVWAP_valley_363,aVWAP_valley_362,aVWAP_valley_361,aVWAP_valley_337,aVWAP_valley_336,aVWAP_valley_204,aVWAP_valley_189,aVWAP_valley_143,aVWAP_valley_112,aVWAP_valley_111,aVWAP_valley_110,aVWAP_valley_109,aVWAP_valley_85,aVWAP_valley_84,aVWAP_valley_83,aVWAP_valley_64,aVWAP_valley_63,aVWAP_valley_62,aVWAP_valley_61,aVWAP_valley_43,aVWAP_valley_42,aVWAP_valley_29,aVWAP_valley_28,aVWAP_valley_27,aVWAP_valley_26,aVWAP_valley_25,aVWAP_OB_bull_748,aVWAP_OB_bull_643,aVWAP_OB_bull_467,aVWAP_OB_bull_189,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-05 15:00:00+00:00,11.05,11.05,11.05,11.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-03-05 16:00:00+00:00,11.05,11.05,11.05,11.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-03-05 17:00:00+00:00,11.05,11.05,11.05,11.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-03-05 18:00:00+00:00,11.05,11.05,11.05,11.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1.550387596899225,False,False,False,False
2025-03-05 19:00:00+00:00,11.05,11.08,11.05,11.08,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,200.0,3.10077519379845,False,False,False,False,4.6271257736914855,False,False,False,False
2025-03-05 20:00:00+00:00,11.08,11.085,11.07,11.085,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,468.0,10.308515113274442,False,False,False,False,8.710426149293168,False,False,False,False
2025-03-06 15:00:00+00:00,11.085,11.09,11.075,11.085,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,468.0,17.404507127022125,False,False,False,False,10.125768379536684,False,False,False,False
2025-03-06 16:00:00+00:00,11.085,11.085,11.08,11.08,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.44825222755243,45.00342700479719,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,368.0,22.84009616381248,False,False,False,False,11.519167319388828,False,False,False,False
2025-03-06 17:00:00+00:00,11.08,11.08,11.07,11.08,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.74708704592072,42.00548320767551,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,368.0,28.19141250235802,False,False,False,False,14.441350771801403,False,False,False,False
2025-03-06 18:00:00+00:00,11.08,11.08,11.08,11.08,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.27964359149958,40.1845099383127,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,368.0,33.45976269611991,False,False,False,False,20.419004248207585,False,False,False,False
