date,Open,High,Low,Close,Volume,aVWAP_peak_869,aVWAP_peak_826,aVWAP_peak_803,aVWAP_peak_780,aVWAP_peak_732,aVWAP_peak_719,aVWAP_peak_691,aVWAP_peak_642,aVWAP_peak_623,aVWAP_peak_585,aVWAP_peak_564,aVWAP_peak_539,aVWAP_peak_509,aVWAP_peak_473,aVWAP_peak_411,aVWAP_peak_302,aVWAP_peak_239,aVWAP_peak_209,aVWAP_peak_159,aVWAP_peak_114,aVWAP_peak_98,aVWAP_peak_77,aVWAP_peak_52,aVWAP_peak_30,aVWAP_valley_846,aVWAP_valley_816,aVWAP_valley_796,aVWAP_valley_767,aVWAP_valley_722,aVWAP_valley_666,aVWAP_valley_588,aVWAP_valley_541,aVWAP_valley_456,aVWAP_valley_414,aVWAP_valley_378,aVWAP_valley_323,aVWAP_valley_259,aVWAP_valley_232,aVWAP_valley_214,aVWAP_valley_175,aVWAP_valley_147,aVWAP_valley_146,aVWAP_valley_132,aVWAP_valley_88,aVWAP_valley_64,aVWAP_valley_42,aVWAP_OB_bull_323,aVWAP_OB_bear_803,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,94.92,95.51,94.74,95.0,21547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,21547.0,False,False,False,False
2025-01-23 16:00:00+00:00,95.005,95.5,94.7,94.98,9649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9649.0,-149.5968992248062,False,False,False,False,21362.534883720928,False,False,False,False
2025-01-23 17:00:00+00:00,95.02,95.53,94.99,95.21,3959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.941704035874782,-96.41255605381218,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5690.0,-235.4946217174449,False,False,False,False,21092.71263746169,False,False,False,False
2025-01-23 18:00:00+00:00,95.21,95.4,95.05,95.17,6476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.81376094485351,-79.03353443214384,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12166.0,-420.46369734973257,False,False,False,False,20866.096937656082,False,False,False,False
2025-01-23 19:00:00+00:00,95.13,95.26,94.89,95.025,7011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.30569476733292,-74.59244476071113,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19177.0,-711.2627097939228,False,False,False,False,20651.289233196298,False,False,False,False
2025-01-23 20:00:00+00:00,95.03,95.315,94.99,95.24,18110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.37761107083615,-62.82433476310635,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1067.0,-716.7780166188232,False,False,False,False,20611.889400123488,False,False,False,False
2025-01-24 15:00:00+00:00,89.26,89.875,88.47,89.71,30727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.10547654783954,-62.82433476310635,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31794.0,-1198.5954117100043,False,False,False,False,20768.71282027661,False,False,False,False
2025-01-24 16:00:00+00:00,89.71,90.12,88.58,88.66,20236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.953246027143898,-62.82433476310635,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-52030.0,-1986.6792037765158,False,False,False,False,20760.45370678395,False,False,False,False
2025-01-24 17:00:00+00:00,88.66,88.94,87.84,87.84,18497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,19.323198376846495,-62.82433476310635,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-70527.0,-3049.3198362761045,False,False,False,False,20725.361401252416,False,False,False,False
2025-01-24 18:00:00+00:00,87.81,88.81,87.7,88.595,26122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.9279934650136,-62.82433476310635,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44405.0,-3690.493172147793,False,False,False,False,20809.030216736875,False,False,False,False
2025-01-24 19:00:00+00:00,88.56,88.94,88.23,88.65,16256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.26295753844861,-62.82433476310635,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28149.0,-4069.6948283935635,False,False,False,False,20738.440600973514,False,False,False,False
2025-01-24 20:00:00+00:00,88.69,88.735,88.01,88.07,58743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.288199074181104,-62.82433476310635,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86892.0,-5353.761575240174,False,False,False,False,21327.65857615222,False,False,False,False
