date,Open,High,Low,Close,Volume,aVWAP_peak_822,aVWAP_peak_761,aVWAP_peak_696,aVWAP_peak_677,aVWAP_peak_655,aVWAP_peak_618,aVWAP_peak_570,aVWAP_peak_546,aVWAP_peak_517,aVWAP_peak_494,aVWAP_peak_444,aVWAP_peak_426,aVWAP_peak_377,aVWAP_peak_362,aVWAP_peak_341,aVWAP_peak_274,aVWAP_peak_252,aVWAP_peak_231,aVWAP_peak_217,aVWAP_peak_216,aVWAP_peak_140,aVWAP_peak_87,aVWAP_peak_43,aVWAP_peak_21,aVWAP_valley_861,aVWAP_valley_860,aVWAP_valley_800,aVWAP_valley_751,aVWAP_valley_684,aVWAP_valley_661,aVWAP_valley_640,aVWAP_valley_639,aVWAP_valley_606,aVWAP_valley_558,aVWAP_valley_533,aVWAP_valley_510,aVWAP_valley_492,aVWAP_valley_462,aVWAP_valley_435,aVWAP_valley_434,aVWAP_valley_412,aVWAP_valley_367,aVWAP_valley_352,aVWAP_valley_330,aVWAP_valley_264,aVWAP_valley_238,aVWAP_valley_198,aVWAP_valley_166,aVWAP_valley_149,aVWAP_valley_113,aVWAP_valley_72,aVWAP_valley_36,aVWAP_OB_bull_533,aVWAP_OB_bull_113,aVWAP_OB_bear_655,aVWAP_OB_bear_570,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,2.015,2.03,1.985,2.0,1768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1768.0,False,False,False,False
2025-03-13 15:00:00+00:00,2.0,2.0,1.945,1.955,2270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2270.0,-35.1937984496124,False,False,False,False,1775.782945736434,False,False,False,False
2025-03-13 16:00:00+00:00,1.955,1.955,1.89,1.915,1907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4177.0,-99.40784808605252,False,False,False,False,1777.817318670753,False,False,False,False
2025-03-13 17:00:00+00:00,1.92,1.93,1.88,1.92,2148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,2.1897810218977627,-48.029197080292015,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2029.0,-129.3240054800672,False,False,False,False,1783.5565850479504,False,False,False,False
2025-03-13 18:00:00+00:00,1.93,1.975,1.92,1.97,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.88482778164992,-34.935041857828935,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1645.0,-152.8228581082832,False,False,False,False,1761.8580333417806,False,False,False,False
2025-03-13 19:00:00+00:00,1.97,1.975,1.935,1.95,1505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.20524157035488,-29.298445246280334,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3150.0,-199.29072077327106,False,False,False,False,1757.8757382512101,False,False,False,False
2025-03-14 14:00:00+00:00,1.975,2.02,1.97,2.02,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.98045622693188,-18.738247576075693,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2534.0,-235.48776386205753,False,False,False,False,1740.172238433362,False,False,False,False
2025-03-14 15:00:00+00:00,2.02,2.04,2.01,2.02,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.497265997983206,-12.2619815012875,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2534.0,-271.1236124843512,False,False,False,False,1723.3013510157905,False,False,False,False
2025-03-14 16:00:00+00:00,2.02,2.02,1.965,2.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.61459585735551,-10.45196269349001,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3529.0,-321.63332391870233,False,False,False,False,1712.009857201592,False,False,False,False
2025-03-14 17:00:00+00:00,1.995,2.04,1.985,2.025,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.90978197595975,-7.060311917720256,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3003.0,-363.20490029205575,False,False,False,False,1693.6221074775362,False,False,False,False
