date,Open,High,Low,Close,Volume,aVWAP_peak_874,aVWAP_peak_821,aVWAP_peak_781,aVWAP_peak_720,aVWAP_peak_647,aVWAP_peak_622,aVWAP_peak_589,aVWAP_peak_558,aVWAP_peak_516,aVWAP_peak_456,aVWAP_peak_404,aVWAP_peak_384,aVWAP_peak_344,aVWAP_peak_331,aVWAP_peak_300,aVWAP_peak_258,aVWAP_peak_211,aVWAP_peak_180,aVWAP_peak_116,aVWAP_peak_66,aVWAP_peak_46,aVWAP_valley_829,aVWAP_valley_810,aVWAP_valley_751,aVWAP_valley_684,aVWAP_valley_657,aVWAP_valley_631,aVWAP_valley_599,aVWAP_valley_527,aVWAP_valley_501,aVWAP_valley_421,aVWAP_valley_390,aVWAP_valley_353,aVWAP_valley_288,aVWAP_valley_234,aVWAP_valley_189,aVWAP_valley_143,aVWAP_valley_57,aVWAP_OB_bull_829,aVWAP_OB_bull_599,aVWAP_OB_bull_303,aVWAP_OB_bull_143,aVWAP_OB_bull_7,aVWAP_OB_bear_456,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,56.29,56.73,56.07,56.09,4592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4592.0,False,False,False,False
2025-04-08 15:00:00+00:00,56.1,56.26,55.715,56.195,3347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3347.0,51.89147286821705,False,False,False,False,4572.697674418604,False,False,False,False
2025-04-08 16:00:00+00:00,56.2,56.275,55.41,55.425,2242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.27027027027016,-54.05405405405445,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1105.0,68.21873685475632,False,False,False,False,4536.562826753199,False,False,False,False
2025-04-08 17:00:00+00:00,55.425,55.625,54.945,55.27,3576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.84490613882288,-54.05405405405445,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2471.0,28.85100450041901,False,False,False,False,4521.670379826793,False,False,False,False
2025-04-08 18:00:00+00:00,55.26,55.325,54.53,54.595,6273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.87428338085506,-54.05405405405445,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8744.0,-107.16218936780453,False,False,False,False,4548.82277703878,False,False,False,False
2025-04-08 19:00:00+00:00,54.595,54.67,54.205,54.59,7049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.88770414168627,-54.05405405405445,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15793.0,-350.353473253575,False,False,False,False,4587.585214604071,False,False,False,False
2025-04-09 14:00:00+00:00,55.075,55.255,53.695,53.71,6008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.53208074523269,-54.05405405405445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21801.0,-682.9216364589458,False,False,False,False,4609.607149261372,False,False,False,False
2025-04-09 15:00:00+00:00,53.71,54.235,53.635,53.955,5015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.94166666666666,,,#000000,,,,16.441840794238,-54.05405405405445,False,False,False,True,False,,1.0,54.235,53.635,0.0,0,,,False,False,False,False,,,False,False,False,False,-16786.0,-932.581766126249,False,False,False,False,4615.892309737939,False,False,False,False
2025-04-09 16:00:00+00:00,53.96,54.19,53.805,53.895,3283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.950238812565274,,,#000000,,,,15.565670204460213,-54.05405405405445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20069.0,-1229.2704209149892,False,False,False,False,4595.227312687738,False,False,False,False
2025-04-09 17:00:00+00:00,53.9,56.955,53.85,56.955,6331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.802693394399256,,,#000000,,,,33.459211218770704,-54.05405405405445,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13738.0,-1423.2042128387877,False,False,False,False,4622.138517142192,False,False,False,False
