date,Open,High,Low,Close,Volume,aVWAP_peak_881,aVWAP_peak_839,aVWAP_peak_800,aVWAP_peak_778,aVWAP_peak_726,aVWAP_peak_702,aVWAP_peak_689,aVWAP_peak_666,aVWAP_peak_636,aVWAP_peak_635,aVWAP_peak_594,aVWAP_peak_541,aVWAP_peak_485,aVWAP_peak_444,aVWAP_peak_341,aVWAP_peak_309,aVWAP_peak_270,aVWAP_peak_247,aVWAP_peak_218,aVWAP_peak_192,aVWAP_peak_176,aVWAP_peak_107,aVWAP_peak_88,aVWAP_peak_49,aVWAP_peak_30,aVWAP_valley_869,aVWAP_valley_828,aVWAP_valley_757,aVWAP_valley_743,aVWAP_valley_718,aVWAP_valley_691,aVWAP_valley_656,aVWAP_valley_623,aVWAP_valley_552,aVWAP_valley_521,aVWAP_valley_492,aVWAP_valley_450,aVWAP_valley_426,aVWAP_valley_388,aVWAP_valley_335,aVWAP_valley_318,aVWAP_valley_294,aVWAP_valley_258,aVWAP_valley_228,aVWAP_valley_209,aVWAP_valley_181,aVWAP_valley_96,aVWAP_valley_66,aVWAP_valley_28,aVWAP_OB_bull_743,aVWAP_OB_bear_778,aVWAP_OB_bear_107,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,22.32,22.48,22.145,22.36,20990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,20990.0,False,False,False,False
2025-01-21 16:00:00+00:00,22.35,22.4,22.24,22.345,29647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29647.0,-459.64341085271315,False,False,False,False,21124.217054263565,False,False,False,False
2025-01-21 17:00:00+00:00,22.345,22.61,22.335,22.6,18931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.677018633540328,-97.5155279503105,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10716.0,-618.656691304609,False,False,False,False,21090.213689081185,False,False,False,False
2025-01-21 18:00:00+00:00,22.6,22.7,22.415,22.685,20343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.230204752068246,-74.94995858028133,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9627.0,-459.8093007417469,False,False,False,False,21078.628980723337,False,False,False,False
2025-01-21 19:00:00+00:00,22.68,22.73,22.54,22.615,18498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.31255987192391,-63.900707158156465,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8871.0,-590.215358094588,False,False,False,False,21038.619229084215,False,False,False,False
2025-01-21 20:00:00+00:00,22.605,22.755,22.52,22.735,61141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.75841014729063,-52.29209759567091,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52270.0,229.3228645115296,False,False,False,False,21660.361566617794,False,False,False,False
2025-01-22 15:00:00+00:00,22.885,23.25,22.8,22.82,35589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.69922722413263,-41.4391759730386,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,87859.0,1587.9225100229787,False,False,False,False,21876.30944930589,False,False,False,False
2025-01-22 16:00:00+00:00,22.82,23.01,22.81,22.88,23287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.21715552236094,-31.583757467440478,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,111146.0,3286.497354828824,False,False,False,False,21898.18062063448,False,False,False,False
2025-01-22 17:00:00+00:00,22.89,23.06,22.84,23.02,19614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.19422884639704,-22.15636122349924,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,130760.0,5262.830729172563,False,False,False,False,21862.766967601387,False,False,False,False
2025-01-22 18:00:00+00:00,23.02,23.135,22.94,23.095,29579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.22721730119294,-13.724441342647793,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,160339.0,7667.112423293919,False,False,False,False,21982.398487483533,False,False,False,False
