date,Open,High,Low,Close,Volume,aVWAP_peak_838,aVWAP_peak_781,aVWAP_peak_732,aVWAP_peak_686,aVWAP_peak_647,aVWAP_peak_602,aVWAP_peak_536,aVWAP_peak_440,aVWAP_peak_395,aVWAP_peak_338,aVWAP_peak_294,aVWAP_peak_175,aVWAP_peak_91,aVWAP_peak_72,aVWAP_peak_36,aVWAP_valley_843,aVWAP_valley_810,aVWAP_valley_755,aVWAP_valley_730,aVWAP_valley_671,aVWAP_valley_654,aVWAP_valley_636,aVWAP_valley_555,aVWAP_valley_368,aVWAP_valley_235,aVWAP_valley_234,aVWAP_valley_157,aVWAP_valley_111,aVWAP_valley_79,aVWAP_valley_62,aVWAP_valley_47,aVWAP_valley_26,aVWAP_OB_bull_368,aVWAP_OB_bull_235,aVWAP_OB_bear_838,aVWAP_OB_bear_175,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,59.93,60.08,59.85,60.0,2720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2720.0,False,False,False,False
2025-02-13 16:00:00+00:00,60.0,60.2,59.91,60.01,3135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3135.0,48.604651162790695,False,False,False,False,2726.4341085271317,False,False,False,False
2025-02-13 17:00:00+00:00,60.01,60.045,59.715,59.73,2335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.6923076923075,-63.07692307692376,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,800.0,60.25419145484045,False,False,False,False,2720.3653626584937,False,False,False,False
2025-02-13 18:00:00+00:00,59.73,59.87,59.65,59.75,2216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.48830028134224,-63.07692307692376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3016.0,106.0797078663933,False,False,False,False,2712.5457446327805,False,False,False,False
2025-02-13 19:00:00+00:00,59.75,59.965,59.715,59.815,2316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,41.94941350354779,-63.07692307692376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5332.0,187.10172789947248,False,False,False,False,2706.397748591962,False,False,False,False
2025-02-13 20:00:00+00:00,59.815,59.95,59.81,59.905,8904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.41277417527385,-63.07692307692376,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14236.0,404.91410421110857,False,False,False,False,2802.4846052029393,False,False,False,False
2025-02-14 15:00:00+00:00,60.235,60.24,60.05,60.165,2727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.32778432496019,-63.07692307692376,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16963.0,661.6286142233394,False,False,False,False,2801.3143012463042,False,False,False,False
2025-02-14 16:00:00+00:00,60.165,60.25,60.08,60.16,5236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.048686173001286,-52.43583869150544,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11727.0,833.1847597392566,False,False,False,False,2839.061366343261,False,False,False,False
2025-02-14 17:00:00+00:00,60.165,60.24,60.09,60.205,2428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.755992605314205,-42.3372583567529,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14155.0,1039.72453090609,False,False,False,False,2832.6883219038305,False,False,False,False
2025-02-14 18:00:00+00:00,60.21,60.21,60.055,60.13,1029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.49214517868377,-36.973345190002334,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13126.0,1227.1086467059954,False,False,False,False,2804.7241618743137,False,False,False,False
2025-02-14 19:00:00+00:00,60.13,60.13,59.925,59.93,1151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.16365899841802,-36.973345190002334,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11975.0,1393.74262117567,False,False,False,False,2779.085027581689,False,False,False,False
2025-02-14 20:00:00+00:00,59.93,59.945,59.72,59.73,7677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.30462697702208,-36.973345190002334,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4298.0,1438.769867358993,False,False,False,False,2855.0216938207323,False,False,False,False
