date,Open,High,Low,Close,Volume,aVWAP_peak_853,aVWAP_peak_770,aVWAP_peak_769,aVWAP_peak_730,aVWAP_peak_696,aVWAP_peak_621,aVWAP_peak_595,aVWAP_peak_582,aVWAP_peak_528,aVWAP_peak_513,aVWAP_peak_423,aVWAP_peak_367,aVWAP_peak_296,aVWAP_peak_269,aVWAP_peak_244,aVWAP_peak_222,aVWAP_peak_206,aVWAP_peak_150,aVWAP_peak_126,aVWAP_peak_95,aVWAP_peak_78,aVWAP_peak_36,aVWAP_peak_13,aVWAP_peak_12,aVWAP_valley_870,aVWAP_valley_850,aVWAP_valley_815,aVWAP_valley_743,aVWAP_valley_700,aVWAP_valley_670,aVWAP_valley_669,aVWAP_valley_642,aVWAP_valley_600,aVWAP_valley_560,aVWAP_valley_535,aVWAP_valley_520,aVWAP_valley_498,aVWAP_valley_465,aVWAP_valley_450,aVWAP_valley_397,aVWAP_valley_396,aVWAP_valley_337,aVWAP_valley_300,aVWAP_valley_278,aVWAP_valley_240,aVWAP_valley_173,aVWAP_valley_96,aVWAP_valley_45,aVWAP_valley_21,aVWAP_valley_19,aVWAP_OB_bull_670,aVWAP_OB_bear_423,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-27 15:00:00+00:00,6.245,6.37,6.195,6.315,47611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,47611.0,False,False,False,False
2025-02-27 16:00:00+00:00,6.315,6.42,6.31,6.4,52406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52406.0,812.4961240310078,False,False,False,False,47685.34108527131,False,False,False,False
2025-02-27 17:00:00+00:00,6.4,6.46,6.39,6.425,41025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,93431.0,2248.4419205576587,False,False,False,False,47582.07998317408,False,False,False,False
2025-02-27 18:00:00+00:00,6.425,6.445,6.37,6.41,16002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.20993494973395,45.68894145476055,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77429.0,3414.0319683009507,False,False,False,False,47092.4663400241,False,False,False,False
2025-02-27 19:00:00+00:00,6.405,6.43,6.325,6.34,25306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.74249588767124,32.05565020192007,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52123.0,4169.2097672420205,False,False,False,False,46754.69166808574,False,False,False,False
2025-02-27 20:00:00+00:00,6.345,6.345,6.265,6.28,33341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.66211316141244,19.564634173619424,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18782.0,4395.764654571602,False,False,False,False,46546.72745617743,False,False,False,False
2025-02-28 15:00:00+00:00,6.265,6.4,6.255,6.385,9094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.59746533723223,19.167544978062182,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27876.0,4759.7993110898715,False,False,False,False,45966.065014996384,False,False,False,False
2025-02-28 16:00:00+00:00,6.39,6.4,6.325,6.375,17150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.48577787055485,18.071460594738042,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10726.0,4852.298546576851,False,False,False,False,45519.30431708946,False,False,False,False
2025-02-28 17:00:00+00:00,6.375,6.39,6.335,6.345,11768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.95981176174125,15.244649761184547,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1042.0,4760.914072986512,False,False,False,False,44996.02828116559,False,False,False,False
2025-02-28 18:00:00+00:00,6.345,6.405,6.325,6.325,16896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.31001298744313,12.075896720504971,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17938.0,4408.992924568116,False,False,False,False,44560.368927969226,False,False,False,False
