date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_peak_816,aVWAP_peak_775,aVWAP_peak_748,aVWAP_peak_702,aVWAP_peak_676,aVWAP_peak_648,aVWAP_peak_612,aVWAP_peak_590,aVWAP_peak_551,aVWAP_peak_522,aVWAP_peak_473,aVWAP_peak_457,aVWAP_peak_407,aVWAP_peak_372,aVWAP_peak_306,aVWAP_peak_276,aVWAP_peak_244,aVWAP_peak_215,aVWAP_peak_156,aVWAP_peak_110,aVWAP_peak_84,aVWAP_peak_66,aVWAP_valley_853,aVWAP_valley_827,aVWAP_valley_799,aVWAP_valley_782,aVWAP_valley_756,aVWAP_valley_725,aVWAP_valley_700,aVWAP_valley_671,aVWAP_valley_632,aVWAP_valley_585,aVWAP_valley_535,aVWAP_valley_519,aVWAP_valley_498,aVWAP_valley_467,aVWAP_valley_432,aVWAP_valley_388,aVWAP_valley_326,aVWAP_valley_293,aVWAP_valley_257,aVWAP_valley_234,aVWAP_valley_198,aVWAP_valley_123,aVWAP_valley_96,aVWAP_valley_57,aVWAP_valley_41,aVWAP_OB_bull_799,aVWAP_OB_bull_326,aVWAP_OB_bull_96,aVWAP_OB_bull_5,aVWAP_OB_bear_846,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,109.81,110.9,108.76,108.82,7951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,7951.0,False,False,False,False
2025-04-08 15:00:00+00:00,108.73,109.17,107.755,108.965,9108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9108.0,141.2093023255814,False,False,False,False,7968.937984496123,False,False,False,False
2025-04-08 16:00:00+00:00,108.965,109.01,106.66,106.66,6529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.43186487103414,-60.48847295138053,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2579.0,179.00450694068866,False,False,False,False,7946.613364581454,False,False,False,False
2025-04-08 17:00:00+00:00,106.66,107.11,105.45,106.67,9104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.53168535660555,-60.48847295138053,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11683.0,357.36102621292605,False,False,False,False,7964.557343425152,False,False,False,False
2025-04-08 18:00:00+00:00,106.735,106.93,105.4,105.65,10265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.93811164716786,-60.48847295138053,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1418.0,373.80504131040004,False,False,False,False,8000.223121046467,False,False,False,False
2025-04-08 19:00:00+00:00,105.455,105.465,102.74,104.255,21394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.15333333333332,,,#000000,,,,22.775070672974255,-60.48847295138053,False,False,False,True,True,,1.0,105.465,102.74,0.0,0,,,False,False,False,False,,,False,False,False,False,-19976.0,58.30418795675041,False,False,False,False,8207.878576534118,False,False,False,False
2025-04-09 14:00:00+00:00,105.56,105.91,102.76,102.86,6402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.08193385139347,,,#000000,,,,15.770460008363305,-60.48847295138053,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26378.0,-351.56099325188137,False,False,False,False,8179.880459068473,False,False,False,False
2025-04-09 15:00:00+00:00,102.88,104.13,102.88,103.22,5123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.97736454124771,,,#000000,,,,13.569299339565587,-60.48847295138053,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21255.0,-675.6453189378988,False,False,False,False,8132.486963579039,False,False,False,False
2025-04-09 16:00:00+00:00,103.24,104.69,102.81,104.475,4360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.97903725958314,,,#000000,,,,19.01083640102933,-60.48847295138053,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16895.0,-927.1081822101794,False,False,False,False,8073.998793601069,False,False,False,False
2025-04-09 17:00:00+00:00,104.53,115.0,104.17,115.0,7881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2723454384411,,,#000000,,,,38.59539437913333,-60.48847295138053,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9014.0,-1052.486349927851,False,False,False,False,8071.006564242913,False,False,False,False
