date,Open,High,Low,Close,Volume,aVWAP_peak_413,aVWAP_peak_387,aVWAP_peak_386,aVWAP_peak_385,aVWAP_peak_384,aVWAP_peak_383,aVWAP_peak_368,aVWAP_peak_367,aVWAP_peak_321,aVWAP_peak_320,aVWAP_peak_297,aVWAP_peak_296,aVWAP_peak_202,aVWAP_peak_175,aVWAP_peak_159,aVWAP_peak_158,aVWAP_peak_142,aVWAP_peak_141,aVWAP_peak_140,aVWAP_peak_139,aVWAP_peak_138,aVWAP_peak_137,aVWAP_peak_136,aVWAP_peak_118,aVWAP_peak_72,aVWAP_peak_44,aVWAP_peak_23,aVWAP_valley_423,aVWAP_valley_422,aVWAP_valley_421,aVWAP_valley_420,aVWAP_valley_419,aVWAP_valley_418,aVWAP_valley_336,aVWAP_valley_310,aVWAP_valley_309,aVWAP_valley_289,aVWAP_valley_187,aVWAP_valley_161,aVWAP_valley_160,aVWAP_valley_123,aVWAP_valley_122,aVWAP_valley_68,aVWAP_valley_67,aVWAP_valley_66,aVWAP_valley_65,aVWAP_valley_64,aVWAP_valley_34,aVWAP_valley_33,aVWAP_valley_32,aVWAP_OB_bull_423,aVWAP_OB_bull_336,aVWAP_OB_bear_321,aVWAP_OB_bear_202,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-26 17:00:00+00:00,15.14,15.18,15.13,15.18,919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,919.0,False,False,False,False
2023-12-27 17:00:00+00:00,15.21,15.23,15.2,15.23,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,290.0,4.496124031007752,False,False,False,False,909.2480620155038,False,False,False,False
2023-12-28 17:00:00+00:00,15.23,15.23,15.23,15.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,290.0,8.922540712697554,False,False,False,False,895.1511928369689,False,False,False,False
2023-12-29 17:00:00+00:00,15.01,15.01,15.01,15.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.7411988582303,24.567078972407273,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,290.0,13.280330779167357,False,False,False,False,881.272879769729,False,False,False,False
2024-01-01 17:00:00+00:00,15.01,15.01,15.01,15.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.901998097050516,9.30732635585165,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,290.0,17.57055820894771,False,False,False,False,867.6097343469424,False,False,False,False
2024-01-02 17:00:00+00:00,15.19,15.19,15.19,15.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.55299974736165,9.30732635585165,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,290.0,21.79427048477798,False,False,False,False,854.1584206361371,False,False,False,False
2024-01-03 17:00:00+00:00,15.28,15.32,15.28,15.32,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.12939139031832,9.30732635585165,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,420.0,27.968002725324055,False,False,False,False,842.931158300693,False,False,False,False
2024-01-04 17:00:00+00:00,15.715,15.715,15.68,15.68,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.21521079193533,4.903743082316765,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,421.0,34.06152206291593,False,False,False,False,829.877962047969,False,False,False,False
2024-01-05 17:00:00+00:00,15.77,15.77,15.745,15.745,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.753333333333332,,72.10911607189858,9.799827415441456,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,422.0,40.07607210845211,False,False,False,False,817.0271409309463,False,False,False,False
2024-01-08 17:00:00+00:00,15.545,15.545,15.545,15.545,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.753333333333332,,69.63823121891286,9.799827415441456,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,422.0,45.997373316073,False,False,False,False,804.3600534746525,False,False,False,False
