date,Open,High,Low,Close,Volume,aVWAP_peak_362,aVWAP_peak_326,aVWAP_peak_325,aVWAP_peak_324,aVWAP_peak_323,aVWAP_peak_322,aVWAP_peak_298,aVWAP_peak_262,aVWAP_peak_230,aVWAP_peak_229,aVWAP_peak_228,aVWAP_peak_227,aVWAP_peak_118,aVWAP_peak_117,aVWAP_peak_60,aVWAP_valley_425,aVWAP_valley_423,aVWAP_valley_406,aVWAP_valley_405,aVWAP_valley_371,aVWAP_valley_335,aVWAP_valley_334,aVWAP_valley_257,aVWAP_valley_234,aVWAP_valley_215,aVWAP_valley_214,aVWAP_valley_213,aVWAP_valley_156,aVWAP_valley_127,aVWAP_valley_110,aVWAP_valley_78,aVWAP_OB_bear_298,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-26 17:00:00+00:00,2.36,2.45,2.36,2.44,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,613.0,False,False,False,False
2023-12-27 17:00:00+00:00,2.47,2.47,2.41,2.41,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-84.0,-1.302325581395349,False,False,False,False,604.7984496124031,False,False,False,False
2023-12-28 17:00:00+00:00,2.41,2.93,2.41,2.93,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.707317073170742,-97.56097560975611,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,331.0,3.8496484586262847,False,False,False,False,601.8558379905054,False,False,False,False
2023-12-29 17:00:00+00:00,2.88,2.91,2.86,2.91,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.592091323548686,-76.4939470770989,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,294.0,8.348103521283242,False,False,False,False,593.0983831379394,False,False,False,False
2024-01-01 17:00:00+00:00,2.91,2.91,2.91,2.91,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.84860749046732,-60.682998250187495,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,294.0,12.776815094596682,False,False,False,False,583.903059368359,False,False,False,False
2024-01-02 17:00:00+00:00,3.07,3.5,3.07,3.5,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.40276677450667,-46.52815376253049,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,809.0,25.121360597006035,False,False,False,False,582.8347948820278,False,False,False,False
2024-01-03 17:00:00+00:00,3.195,3.195,2.905,2.905,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.45967335449127,-46.52815376253049,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,293.0,29.274517797052454,False,False,False,False,581.7985965117638,False,False,False,False
2024-01-04 17:00:00+00:00,2.955,3.0,2.95,3.0,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.4532251703699,-45.56131774792556,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1669.0,54.69661829632295,False,False,False,False,594.111796565845,False,False,False,False
2024-01-05 17:00:00+00:00,2.82,2.82,2.5,2.52,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.858089224531156,-45.56131774792556,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1545.0,77.80209708242647,False,False,False,False,586.823241580328,False,False,False,False
2024-01-08 17:00:00+00:00,2.52,2.77,2.52,2.77,338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.42086222130099,-45.146204797587764,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1883.0,105.78966146874544,False,False,False,False,582.965516904664,False,False,False,False
