date,Open,High,Low,Close,Volume,aVWAP_peak_862,aVWAP_peak_861,aVWAP_peak_860,aVWAP_peak_859,aVWAP_peak_858,aVWAP_peak_823,aVWAP_peak_800,aVWAP_peak_777,aVWAP_peak_776,aVWAP_peak_761,aVWAP_peak_747,aVWAP_peak_746,aVWAP_peak_745,aVWAP_peak_744,aVWAP_peak_693,aVWAP_peak_692,aVWAP_peak_691,aVWAP_peak_690,aVWAP_peak_642,aVWAP_peak_628,aVWAP_peak_596,aVWAP_peak_577,aVWAP_peak_576,aVWAP_peak_551,aVWAP_peak_550,aVWAP_peak_549,aVWAP_peak_548,aVWAP_peak_536,aVWAP_peak_506,aVWAP_peak_505,aVWAP_peak_481,aVWAP_peak_458,aVWAP_peak_427,aVWAP_peak_426,aVWAP_peak_406,aVWAP_peak_362,aVWAP_peak_312,aVWAP_peak_288,aVWAP_peak_258,aVWAP_peak_226,aVWAP_peak_198,aVWAP_peak_183,aVWAP_peak_182,aVWAP_peak_147,aVWAP_peak_119,aVWAP_peak_118,aVWAP_peak_102,aVWAP_peak_83,aVWAP_peak_82,aVWAP_peak_32,aVWAP_peak_31,aVWAP_peak_30,aVWAP_valley_879,aVWAP_valley_878,aVWAP_valley_877,aVWAP_valley_876,aVWAP_valley_845,aVWAP_valley_844,aVWAP_valley_843,aVWAP_valley_842,aVWAP_valley_814,aVWAP_valley_787,aVWAP_valley_786,aVWAP_valley_767,aVWAP_valley_766,aVWAP_valley_755,aVWAP_valley_754,aVWAP_valley_753,aVWAP_valley_752,aVWAP_valley_731,aVWAP_valley_718,aVWAP_valley_699,aVWAP_valley_657,aVWAP_valley_656,aVWAP_valley_655,aVWAP_valley_654,aVWAP_valley_639,aVWAP_valley_623,aVWAP_valley_622,aVWAP_valley_583,aVWAP_valley_571,aVWAP_valley_541,aVWAP_valley_527,aVWAP_valley_526,aVWAP_valley_525,aVWAP_valley_514,aVWAP_valley_513,aVWAP_valley_512,aVWAP_valley_511,aVWAP_valley_493,aVWAP_valley_468,aVWAP_valley_446,aVWAP_valley_431,aVWAP_valley_420,aVWAP_valley_374,aVWAP_valley_332,aVWAP_valley_304,aVWAP_valley_303,aVWAP_valley_276,aVWAP_valley_251,aVWAP_valley_192,aVWAP_valley_169,aVWAP_valley_155,aVWAP_valley_138,aVWAP_valley_109,aVWAP_valley_84,aVWAP_valley_65,aVWAP_valley_64,aVWAP_valley_40,aVWAP_OB_bull_787,aVWAP_OB_bull_657,aVWAP_OB_bull_583,aVWAP_OB_bull_192,aVWAP_OB_bear_862,aVWAP_OB_bear_747,aVWAP_OB_bear_340,aVWAP_OB_bear_312,aVWAP_OB_bear_288,aVWAP_OB_bear_258,aVWAP_OB_bear_226,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,16.0,17.25,16.0,17.05,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,757.0,False,False,False,False
2024-12-30 16:00:00+00:00,17.05,17.12,17.03,17.11,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,798.0,12.372093023255815,False,False,False,False,757.6356589147287,False,False,False,False
2024-12-30 17:00:00+00:00,17.11,17.11,17.11,17.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,798.0,24.55237065080224,False,False,False,False,745.889369629229,False,False,False,False
2024-12-30 18:00:00+00:00,17.11,17.11,17.11,17.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,798.0,36.54380676474329,False,False,False,False,734.3251933559076,False,False,False,False
2024-12-30 19:00:00+00:00,17.11,17.34,17.11,17.34,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,799.0,48.36483301645269,False,False,False,False,722.9558105131803,False,False,False,False
2024-12-30 20:00:00+00:00,17.34,17.34,17.34,17.34,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,799.0,60.0025875433294,False,False,False,False,711.7471932959216,False,False,False,False
2024-12-31 15:00:00+00:00,16.705,16.705,16.705,16.705,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.09874619158118,27.588871572423074,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,799.0,71.45991176746382,False,False,False,False,700.7123530897833,False,False,False,False
2024-12-31 16:00:00+00:00,16.705,16.705,16.205,16.205,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.14005991261946,11.120129149862649,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,686.0,80.98766507339461,False,False,False,False,691.6005336620348,False,False,False,False
2024-12-31 17:00:00+00:00,16.205,16.6,16.16,16.6,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.22132433350242,7.787628427264416,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,755.0,91.43746871566755,False,False,False,False,681.9478122099101,False,False,False,False
2024-12-31 18:00:00+00:00,16.6,16.6,16.6,16.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.275500614091065,5.5489252242157505,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,755.0,101.72525989837037,False,False,False,False,671.374977912082,False,False,False,False
