date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_peak_821,aVWAP_peak_798,aVWAP_peak_741,aVWAP_peak_695,aVWAP_peak_694,aVWAP_peak_693,aVWAP_peak_692,aVWAP_peak_691,aVWAP_peak_690,aVWAP_peak_689,aVWAP_peak_657,aVWAP_peak_606,aVWAP_peak_504,aVWAP_peak_487,aVWAP_peak_415,aVWAP_peak_414,aVWAP_peak_377,aVWAP_peak_353,aVWAP_peak_335,aVWAP_peak_299,aVWAP_peak_251,aVWAP_peak_181,aVWAP_peak_97,aVWAP_peak_23,aVWAP_valley_863,aVWAP_valley_828,aVWAP_valley_787,aVWAP_valley_758,aVWAP_valley_733,aVWAP_valley_720,aVWAP_valley_683,aVWAP_valley_679,aVWAP_valley_638,aVWAP_valley_582,aVWAP_valley_557,aVWAP_valley_543,aVWAP_valley_522,aVWAP_valley_492,aVWAP_valley_462,aVWAP_valley_435,aVWAP_valley_418,aVWAP_valley_403,aVWAP_valley_389,aVWAP_valley_372,aVWAP_valley_330,aVWAP_valley_300,aVWAP_valley_262,aVWAP_valley_223,aVWAP_valley_124,aVWAP_valley_107,aVWAP_valley_60,aVWAP_valley_30,aVWAP_valley_12,aVWAP_OB_bear_798,aVWAP_OB_bear_657,aVWAP_OB_bear_181,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-24 14:00:00+00:00,48.28,48.62,48.05,48.605,5993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,5993.0,False,False,False,False
2025-03-24 15:00:00+00:00,48.61,48.62,48.265,48.295,13043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13043.0,-202.2170542635659,False,False,False,False,6102.302325581395,False,False,False,False
2025-03-24 16:00:00+00:00,48.285,48.37,48.055,48.15,17166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30209.0,-667.4384952827354,False,False,False,False,6273.832522084009,False,False,False,False
2025-03-24 17:00:00+00:00,48.165,48.22,48.025,48.065,11937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-42146.0,-1310.5169682240885,False,False,False,False,6361.633568253249,False,False,False,False
2025-03-24 18:00:00+00:00,48.065,48.065,47.75,47.87,11940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54086.0,-2128.741511352397,False,False,False,False,6448.11986952064,False,False,False,False
2025-03-24 19:00:00+00:00,47.84,48.08,47.79,48.08,26166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.385096074268308,-41.55341353315852,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27920.0,-2528.605984044608,False,False,False,False,6753.823437435049,False,False,False,False
2025-03-25 14:00:00+00:00,48.375,48.97,48.375,48.84,4611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.43226375281086,-24.974068386926323,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23309.0,-2850.782635454769,False,False,False,False,6720.601368637605,False,False,False,False
2025-03-25 15:00:00+00:00,48.86,48.92,48.35,48.39,3910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.31131454723756,-20.226075807031435,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27219.0,-3228.5844550601214,False,False,False,False,6677.026153619968,False,False,False,False
2025-03-25 16:00:00+00:00,48.41,48.5,48.33,48.48,2661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.843815590750694,-16.389206510999216,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24558.0,-3559.273068159964,False,False,False,False,6614.762182246015,False,False,False,False
2025-03-25 17:00:00+00:00,48.485,48.555,48.4,48.51,6799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.860424533839634,-13.570141896536953,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17759.0,-3779.423873304771,False,False,False,False,6617.618582521271,False,False,False,False
