date,Close,High,Low,Open,Volume,aVWAP_peak_185,aVWAP_peak_176,aVWAP_peak_161,aVWAP_peak_153,aVWAP_peak_135,aVWAP_peak_124,aVWAP_peak_116,aVWAP_peak_104,aVWAP_peak_89,aVWAP_peak_82,aVWAP_peak_76,aVWAP_peak_69,aVWAP_peak_58,aVWAP_peak_48,aVWAP_peak_32,aVWAP_peak_14,aVWAP_peak_6,aVWAP_valley_190,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_155,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_120,aVWAP_valley_96,aVWAP_valley_86,aVWAP_valley_74,aVWAP_valley_63,aVWAP_valley_51,aVWAP_valley_41,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_8,aVWAP_valley_4,aVWAP_OB_bull_171,aVWAP_OB_bull_96,aVWAP_OB_bear_58,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,47.3127992224,48.1669057337,46.7721262932,46.9601864425,5148584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5148584.0,False,False,False,False
2022-01-07 00:00:00+00:00,44.9542115169,47.845636312,44.5624195392,47.3127992224,10707822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10707822,-793172.0,False,False,False,False,5560379.407407408,False,False,False,False
2022-01-14 00:00:00+00:00,44.7348080094,46.9445147634,43.8611118992,44.601598737,8820619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19528441,-2180969.703703704,False,False,False,False,5801878.636488341,False,False,False,False
2022-01-21 00:00:00+00:00,41.8355473747,44.4762253041,41.7650248187,44.3743593899,8814475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28342916,-4118891.6515775034,False,False,False,False,6025033.92267439,False,False,False,False
2022-01-28 00:00:00+00:00,41.6709947441,43.1519684196,39.8609158073,40.7698731954,15283102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.561292990333335,,,,41.561292990333335,#000000,,41.561292990333335,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43626018,-7045345.455164354,False,False,False,False,6710816.743217028,False,False,False,False
2022-02-04 00:00:00+00:00,42.8228631584,43.9590598936,41.3967403597,41.4515912366,12663910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.089168571766095,,,,42.089168571766095,#000000,,42.089168571766095,,5.675021107264922,-44.635331609538625,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30962108,-8816957.495522551,False,False,False,False,7151786.614089841,False,False,False,False
2022-02-11 00:00:00+00:00,45.4870486065,48.9465717692,42.9012215539,42.9012215539,18877036,,,,,,,,,,,,,,,,,45.7782806432,,,,,,,,,,,,,,,,,43.57642788306042,,,,44.67735426313021,#000000,,44.67735426313021,,17.281172501314494,-33.896656157453805,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12085072,-9059040.05140977,False,False,False,False,8020323.6056387415,False,False,False,False
2022-02-18 00:00:00+00:00,41.6866664232,45.5027202856,41.5260317123,45.5027202856,14446026,,,,,,,,,,,,,,,,,44.532732678962276,,,,,,,,,,,,,,,,,43.41815404426728,,,,43.97544336161478,#000000,,43.97544336161478,,21.137799911893996,-30.896695753663877,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-26531098,-10353266.566120157,False,False,False,False,8496301.560776614,False,False,False,False
2022-02-25 00:00:00+00:00,43.0657741845,43.0932696624,39.2183769639,41.6396513859,8854726,,,,,,,,,,,,,,,,,43.957447809083696,,,,,,,,,,,,,,,,41.7924736036,43.212877810100935,,,,42.98759974092821,#000000,,42.98759974092821,,26.172697057250623,-26.761241228242863,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17676372,-10895718.820481626,False,False,False,False,8522851.519237604,False,False,False,False
2022-03-04 00:00:00+00:00,42.4215944175,43.2228912009,41.3374870046,42.2330539978,9629988,,,,,,,,,,,,,,,,,43.65444173678747,,,,,,,,,,,,,,,,42.07111491224858,43.10595168342377,,,,42.94383611081994,#000000,,42.94383611081994,,29.164931944114343,-24.575437156931873,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27306360,-12111321.870816322,False,False,False,False,8604861.628923707,False,False,False,False
