date,Open,High,Low,Close,Volume,aVWAP_peak_831,aVWAP_peak_800,aVWAP_peak_722,aVWAP_peak_689,aVWAP_peak_659,aVWAP_peak_641,aVWAP_peak_593,aVWAP_peak_574,aVWAP_peak_534,aVWAP_peak_445,aVWAP_peak_354,aVWAP_peak_317,aVWAP_peak_269,aVWAP_peak_215,aVWAP_peak_193,aVWAP_peak_152,aVWAP_peak_95,aVWAP_peak_48,aVWAP_peak_12,aVWAP_valley_876,aVWAP_valley_835,aVWAP_valley_809,aVWAP_valley_774,aVWAP_valley_717,aVWAP_valley_677,aVWAP_valley_648,aVWAP_valley_617,aVWAP_valley_596,aVWAP_valley_547,aVWAP_valley_504,aVWAP_valley_473,aVWAP_valley_408,aVWAP_valley_384,aVWAP_valley_327,aVWAP_valley_287,aVWAP_valley_222,aVWAP_valley_180,aVWAP_valley_125,aVWAP_valley_78,aVWAP_valley_60,aVWAP_valley_39,aVWAP_valley_23,aVWAP_OB_bull_408,aVWAP_OB_bear_843,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-11 14:00:00+00:00,63.98,64.26,63.5,63.85,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,97.0,False,False,False,False
2025-04-11 15:00:00+00:00,63.85,64.025,63.3,63.54,644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-644.0,-9.984496124031008,False,False,False,False,105.48062015503876,False,False,False,False
2025-04-11 16:00:00+00:00,63.56,64.33,63.54,64.26,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.10714285714286,-86.16071428571429,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,109.0,-8.139775253890992,False,False,False,False,115.51968030767382,False,False,False,False
2025-04-11 17:00:00+00:00,64.26,64.98,63.91,64.7,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.242505723869854,-66.52817341994572,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,270.0,-3.8275306763112855,False,False,False,False,116.22480154321376,False,False,False,False
2025-04-11 18:00:00+00:00,64.73,64.83,64.125,64.39,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.337718920488065,-57.43346045785009,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-174.0,-6.465863534042893,False,False,False,False,121.30658756579959,False,False,False,False
2025-04-11 19:00:00+00:00,64.34,65.27,64.34,65.01,1144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.8419411163577,-46.18913345652835,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,970.0,8.673142102143817,False,False,False,False,137.16229938648485,False,False,False,False
2025-04-14 14:00:00+00:00,65.73,66.88,65.73,66.65,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.43282857433323,-33.60242468594558,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1264.0,28.135574007536935,False,False,False,False,139.59389164405871,False,False,False,False
2025-04-14 15:00:00+00:00,66.675,66.7,66.01,66.01,331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.68127171610446,-28.480090087871687,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,933.0,42.16447983687745,False,False,False,False,142.56142820771672,False,False,False,False
2025-04-14 16:00:00+00:00,66.01,66.345,66.01,66.345,332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.3852972858425,-22.54072207091471,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1265.0,61.12317007196462,False,False,False,False,145.4984603285273,False,False,False,False
2025-04-14 17:00:00+00:00,66.345,66.485,66.03,66.43,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.74086705248558,-16.853049340445523,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1351.0,81.12126045844579,False,False,False,False,144.5760035792478,False,False,False,False
