date,Close,High,Low,Open,Volume,aVWAP_peak_180,aVWAP_peak_176,aVWAP_peak_164,aVWAP_peak_154,aVWAP_peak_145,aVWAP_peak_133,aVWAP_peak_119,aVWAP_peak_94,aVWAP_peak_75,aVWAP_peak_56,aVWAP_peak_44,aVWAP_peak_34,aVWAP_peak_23,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_155,aVWAP_valley_141,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_107,aVWAP_valley_102,aVWAP_valley_92,aVWAP_valley_70,aVWAP_valley_64,aVWAP_valley_50,aVWAP_valley_39,aVWAP_valley_28,aVWAP_valley_11,aVWAP_OB_bear_158,aVWAP_OB_bear_145,aVWAP_OB_bear_133,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.1896995171,11.5303110546,10.7796535251,10.9345597887,28682610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,28682610.0,False,False,False,False
2022-01-07 00:00:00+00:00,12.4927345586,12.5565194907,11.180587384,11.2261480498,52195701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52195701,3866348.222222222,False,False,False,False,30424320.444444448,False,False,False,False
2022-01-14 00:00:00+00:00,13.5315177386,13.6271951367,12.1768169021,12.4380617597,53864054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,106059755,11436230.205761315,False,False,False,False,32160597.004115228,False,False,False,False
2022-01-21 00:00:00+00:00,12.802547086,13.9871243964,12.6567529555,13.7684332007,53554112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.64970108790236,43.051670559657694,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52505643,14478408.931260476,False,False,False,False,33745301.81862521,False,False,False,False
2022-01-28 00:00:00+00:00,13.1579202791,13.6864240022,11.853062811,12.2740433629,66092340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.2701707325267,39.21312287440814,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,118597983,22190969.973389328,False,False,False,False,36141378.72094927,False,False,False,False
2022-02-04 00:00:00+00:00,14.0873578612,14.5958148913,13.0121261486,13.1761445454,49811034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.75673919009557,38.18191334905214,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,168409017,33021936.419804934,False,False,False,False,37153945.77865673,False,False,False,False
2022-02-11 00:00:00+00:00,14.4518431875,14.542964519,12.8116592191,14.0326850622,75111130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.13683342301124,37.94284156419465,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,243520147,48614396.462782346,False,False,False,False,39965589.05431178,False,False,False,False
2022-02-18 00:00:00+00:00,14.0053486627,14.7343193153,13.8641105988,14.4153946548,60912906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.0200726790298,35.25988581383615,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,182607241,58539792.3544281,False,False,False,False,41517242.1613998,False,False,False,False
2022-02-25 00:00:00+00:00,13.9324515975,14.4882917201,13.3766114749,14.4518431875,61777401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.38571634676444,33.06673071150276,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,120829840,63153869.9578038,False,False,False,False,43017994.667962775,False,False,False,False
2022-03-04 00:00:00+00:00,14.6340858506,14.6340858506,13.8686666654,13.9780122633,89994797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.72975984591523,32.74255067401137,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,210824637,74092445.29426277,False,False,False,False,46497757.80366924,False,False,False,False
2022-03-11 00:00:00+00:00,14.6978707827,15.3448322369,14.1511427933,14.889225579,94096595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.35949224151123,32.59947357729254,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,304921232,91190873.9391322,False,False,False,False,50023597.59599003,False,False,False,False
