date,Open,High,Low,Close,Volume,aVWAP_peak_388,aVWAP_peak_383,aVWAP_peak_361,aVWAP_peak_325,aVWAP_peak_308,aVWAP_peak_223,aVWAP_peak_151,aVWAP_peak_119,aVWAP_peak_79,aVWAP_peak_15,aVWAP_valley_422,aVWAP_valley_399,aVWAP_valley_368,aVWAP_valley_341,aVWAP_valley_316,aVWAP_valley_284,aVWAP_valley_262,aVWAP_valley_212,aVWAP_valley_189,aVWAP_valley_169,aVWAP_valley_128,aVWAP_valley_36,aVWAP_OB_bull_399,aVWAP_OB_bull_341,aVWAP_OB_bear_223,aVWAP_OB_bear_151,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-18 17:00:00+00:00,0.6429,0.6487,0.6429,0.6478,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,80.0,False,False,False,False
2023-12-19 17:00:00+00:00,0.6538,0.6716,0.6538,0.6674,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,580.0,8.992248062015504,False,False,False,False,87.75193798449612,False,False,False,False
2023-12-20 17:00:00+00:00,0.6625,0.6699,0.6401,0.6469,1040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.98066217404043,-13.067682390858486,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-460.0,1.7210504176431698,False,False,False,False,102.51547382969773,False,False,False,False
2023-12-21 17:00:00+00:00,0.8,0.8241,0.7927,0.8241,29244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.10715307142279,-8.451906800618417,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28784.0,447.9579333569045,False,False,False,False,554.3214354757489,False,False,False,False
2023-12-22 17:00:00+00:00,0.859,0.8699,0.8552,0.86,21065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.65433736013176,-3.4639363424697507,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49849.0,1213.8655622971075,False,False,False,False,872.3164519800008,False,False,False,False
2023-12-25 17:00:00+00:00,0.86,0.86,0.86,0.86,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,89.35246021927108,1.2712083273010961,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49849.0,1967.8986543545168,False,False,False,False,858.7921659027915,False,False,False,False
2023-12-26 17:00:00+00:00,0.8899,0.899,0.8845,0.8967,1831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.90063161894561,6.131506621491148,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51680.0,2738.6289077753772,False,False,False,False,873.8651555787171,False,False,False,False
2023-12-27 17:00:00+00:00,0.975,0.99,0.9559,0.9605,11143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.4367401220389,11.024530486663224,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62823.0,3670.169544864131,False,False,False,False,1033.0765485154811,False,False,False,False
2023-12-28 17:00:00+00:00,0.9426,0.9426,0.911,0.915,3510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.10888855190778,11.024530486663224,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59313.0,4532.849086804222,False,False,False,False,1071.4784624919853,False,False,False,False
2023-12-29 17:00:00+00:00,0.9385,0.9456,0.9285,0.9285,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.58754818870383,11.024530486663224,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59980.0,5392.494837396403,False,False,False,False,1065.2074785773807,False,False,False,False
