date,Open,High,Low,Close,Volume,aVWAP_peak_386,aVWAP_peak_328,aVWAP_peak_327,aVWAP_peak_326,aVWAP_peak_325,aVWAP_peak_324,aVWAP_peak_253,aVWAP_peak_201,aVWAP_peak_184,aVWAP_peak_183,aVWAP_peak_182,aVWAP_peak_181,aVWAP_peak_147,aVWAP_peak_123,aVWAP_peak_122,aVWAP_peak_121,aVWAP_peak_105,aVWAP_peak_67,aVWAP_peak_66,aVWAP_peak_65,aVWAP_valley_421,aVWAP_valley_395,aVWAP_valley_340,aVWAP_valley_279,aVWAP_valley_262,aVWAP_valley_261,aVWAP_valley_244,aVWAP_valley_168,aVWAP_valley_167,aVWAP_valley_166,aVWAP_valley_165,aVWAP_valley_164,aVWAP_valley_163,aVWAP_valley_136,aVWAP_valley_85,aVWAP_valley_84,aVWAP_valley_20,aVWAP_OB_bull_395,aVWAP_OB_bull_279,aVWAP_OB_bear_9,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-20 17:00:00+00:00,48.885,48.885,48.36,48.36,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,400.0,False,False,False,False
2023-12-21 17:00:00+00:00,48.97,49.09,48.97,49.09,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,1.550387596899225,False,False,False,False,395.3488372093023,False,False,False,False
2023-12-22 17:00:00+00:00,49.09,49.09,49.09,49.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,3.07673817679226,False,False,False,False,389.21939787272396,False,False,False,False
2023-12-25 17:00:00+00:00,49.09,49.09,49.09,49.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,4.5794244066094345,False,False,False,False,383.1849886033794,False,False,False,False
2023-12-26 17:00:00+00:00,49.09,49.09,49.09,49.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,6.0588131754992105,False,False,False,False,377.2441360668929,False,False,False,False
2023-12-27 17:00:00+00:00,49.09,49.29,49.09,49.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,200.0,9.065653281305424,False,False,False,False,372.9457773681814,False,False,False,False
2023-12-28 17:00:00+00:00,49.29,49.29,49.24,49.24,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,97.36651905544171,47.629867149897535,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,10.475488114153404,False,False,False,False,368.7140598896049,False,False,False,False
2023-12-29 17:00:00+00:00,49.31,49.31,49.31,49.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.90229155614301,46.47007125720221,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,11.863465042616141,False,False,False,False,362.9975628370529,False,False,False,False
2024-01-01 17:00:00+00:00,49.31,49.31,49.31,49.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.92613988994387,45.76365979780677,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,13.22992294893217,False,False,False,False,357.3696936457807,False,False,False,False
2024-01-02 17:00:00+00:00,49.31,49.31,48.86,48.86,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01,,#000000,,49.01,,79.59216476087741,32.10221511768681,False,False,True,False,False,,-1.0,49.31,48.86,44.0,0,,,False,False,False,False,,,False,False,False,False,0.0,13.024807864452601,False,False,False,False,353.379465837319,False,False,False,False
2024-01-03 17:00:00+00:00,48.86,48.86,48.65,48.65,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.865,,#000000,,48.81666666666667,,66.12109377853024,20.94826870662773,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100.0,11.272485261902947,False,False,False,False,349.4511020258877,False,False,False,False
2024-01-04 17:00:00+00:00,48.65,48.92,48.65,48.92,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85527075812274,,#000000,,48.82709865589753,,61.67503746380892,18.23669075187904,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23.0,10.741128901253289,False,False,False,False,345.2270539324631,False,False,False,False
2024-01-05 17:00:00+00:00,48.92,48.92,48.92,48.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85527075812274,,#000000,,48.82709865589753,,58.71099992066138,16.416656981905916,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23.0,10.218010623714477,False,False,False,False,339.8746965071536,False,False,False,False
2024-01-08 17:00:00+00:00,49.135,49.23,49.135,49.23,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.87177548682703,,#000000,,48.85740606802084,,60.59570163553104,16.416656981905916,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9.0,9.920056970633631,False,False,False,False,334.8223756310737,False,False,False,False
2024-01-09 17:00:00+00:00,48.91,48.915,48.84,48.84,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86899122807017,,#000000,,48.86072275125207,,56.323096211892185,15.127637619240943,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-212.0,6.479435932329233,False,False,False,False,332.77861786935165,False,False,False,False
2024-01-10 17:00:00+00:00,48.84,49.045,48.84,49.045,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.869641180415826,,#000000,,48.86158380732168,,55.776651125238466,14.595001331989295,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-209.0,3.1386694837659888,False,False,False,False,327.6657710806795,False,False,False,False
2024-01-11 17:00:00+00:00,48.9,48.91,48.745,48.91,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8654399808704,,#000000,,48.85943064239835,,53.785895660110015,12.45942503672098,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-409.0,-3.2510773299358093,False,False,False,False,325.6864568003589,False,False,False,False
2024-01-12 17:00:00+00:00,49.195,49.195,49.1,49.195,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.97406107566089,,#000000,,48.97923911171263,,55.38449774497772,12.45942503672098,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9.0,-3.340207913967812,False,False,False,False,326.83860475694246,False,False,False,False
2024-01-15 17:00:00+00:00,49.195,49.195,49.195,49.195,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.97406107566089,,#000000,,48.97923911171263,,56.450232468222865,12.45942503672098,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9.0,-3.4279566284799388,False,False,False,False,321.77133956691233,False,False,False,False
2024-01-16 17:00:00+00:00,48.505,48.505,48.35,48.35,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.739983836206896,,#000000,,48.732364999904426,,49.42412316030901,7.531582676358056,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-768.0,-15.281786758270947,False,False,False,False,328.55007848835555,False,False,False,False
2024-01-17 17:00:00+00:00,47.75,47.88,47.75,47.88,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83666666666667,,,48.69380197682345,47.83666666666667,#000000,,48.51506788132845,,42.3976820292404,0.9615185857642672,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-868.0,-28.502224172871394,False,False,False,False,325.00666641876865,False,False,False,False
2024-01-18 17:00:00+00:00,47.88,47.88,47.88,47.88,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83666666666667,,,48.69380197682345,47.83666666666667,#000000,,48.51506788132845,,37.71338794186133,-3.3048182492339677,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-868.0,-41.51769356554006,False,False,False,False,319.9678033735164,False,False,False,False
2024-01-19 17:00:00+00:00,48.055,48.055,48.055,48.055,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83666666666667,,,48.69380197682345,47.83666666666667,#000000,,48.51506788132845,,36.6351974504166,-4.366968802366678,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-868.0,-54.331372735066566,False,False,False,False,315.0070622359425,False,False,False,False
2024-01-22 17:00:00+00:00,48.055,48.055,48.055,48.055,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83666666666667,,,48.69380197682345,47.83666666666667,#000000,,48.51506788132845,,35.91640378945344,-5.363530886602497,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-868.0,-66.94639021204227,False,False,False,False,310.1232318136798,False,False,False,False
2024-01-23 17:00:00+00:00,48.08,48.23,48.08,48.23,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8591277258567,,,48.691969774155204,47.8591277258567,#000000,,48.518061377973105,,37.57216161980493,-5.363530886602497,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-861.0,-79.25729889092534,False,False,False,False,305.4236468243204,False,False,False,False
2024-01-24 17:00:00+00:00,48.23,48.23,48.23,48.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8591277258567,,,48.691969774155204,47.8591277258567,#000000,,48.518061377973105,,38.67600017337259,-5.363530886602497,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-861.0,-91.37734076858541,False,False,False,False,300.68839648595883,False,False,False,False
