date,Open,High,Low,Close,Volume,aVWAP_peak_849,aVWAP_peak_756,aVWAP_peak_714,aVWAP_peak_686,aVWAP_peak_664,aVWAP_peak_647,aVWAP_peak_580,aVWAP_peak_557,aVWAP_peak_529,aVWAP_peak_510,aVWAP_peak_473,aVWAP_peak_414,aVWAP_peak_361,aVWAP_peak_329,aVWAP_peak_294,aVWAP_peak_233,aVWAP_peak_215,aVWAP_peak_128,aVWAP_peak_101,aVWAP_peak_65,aVWAP_valley_880,aVWAP_valley_797,aVWAP_valley_774,aVWAP_valley_721,aVWAP_valley_702,aVWAP_valley_655,aVWAP_valley_606,aVWAP_valley_570,aVWAP_valley_540,aVWAP_valley_479,aVWAP_valley_432,aVWAP_valley_390,aVWAP_valley_367,aVWAP_valley_340,aVWAP_valley_320,aVWAP_valley_278,aVWAP_valley_264,aVWAP_valley_220,aVWAP_valley_195,aVWAP_valley_156,aVWAP_valley_114,aVWAP_valley_58,aVWAP_OB_bull_774,aVWAP_OB_bull_702,aVWAP_OB_bull_432,aVWAP_OB_bear_294,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-08 14:00:00+00:00,45.705,45.9,45.48,45.58,2664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2664.0,False,False,False,False
2025-04-08 15:00:00+00:00,45.55,45.67,45.32,45.51,2805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,#000000,,,,0.0,,False,False,False,True,False,,-1.0,45.67,45.32,18.0,0,,,False,False,False,False,,,False,False,False,False,-2805.0,-43.48837209302326,False,False,False,False,2666.186046511628,False,False,False,False
2025-04-08 16:00:00+00:00,45.51,45.72,45.23,45.29,2715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45737318840579,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5520.0,-128.39552911483685,False,False,False,False,2666.9428519920675,False,False,False,False
2025-04-08 17:00:00+00:00,45.29,45.385,44.8,44.9,2724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.31560892770499,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8244.0,-254.21885424483938,False,False,False,False,2667.8274589379266,False,False,False,False
2025-04-08 18:00:00+00:00,44.9,44.93,44.57,44.68,2381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.18363043137255,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10625.0,-415.0061588301907,False,False,False,False,2663.3805215900516,False,False,False,False
2025-04-08 19:00:00+00:00,44.68,44.73,44.205,44.495,12840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.79678130549045,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23465.0,-772.3704044297226,False,False,False,False,2821.15756776695,False,False,False,False
2025-04-09 14:00:00+00:00,44.54,44.57,43.39,43.39,1450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.73780078935046,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24915.0,-1146.6747392447655,False,False,False,False,2799.899310902346,False,False,False,False
2025-04-09 15:00:00+00:00,43.41,43.62,43.31,43.375,8085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.418614595959596,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33000.0,-1640.5247432874821,False,False,False,False,2881.8388564697516,False,False,False,False
2025-04-09 16:00:00+00:00,43.38,43.655,43.29,43.395,10762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.179592073793096,,#000000,,,,0.4359206884933826,-49.60767138035595,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22238.0,-1959.8654449419398,False,False,False,False,3004.0118974547163,False,False,False,False
2025-04-09 17:00:00+00:00,43.43,44.54,43.35,44.11,10537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.144741308925276,,#000000,,,,12.065523004136839,-39.16718453758645,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11701.0,-2110.8907868808246,False,False,False,False,3120.802410672473,False,False,False,False
