date,Open,High,Low,Close,Volume,aVWAP_peak_408,aVWAP_peak_359,aVWAP_peak_330,aVWAP_peak_285,aVWAP_peak_249,aVWAP_peak_231,aVWAP_peak_208,aVWAP_peak_182,aVWAP_peak_151,aVWAP_peak_138,aVWAP_peak_107,aVWAP_peak_90,aVWAP_peak_64,aVWAP_peak_49,aVWAP_peak_35,aVWAP_peak_17,aVWAP_valley_427,aVWAP_valley_393,aVWAP_valley_369,aVWAP_valley_348,aVWAP_valley_318,aVWAP_valley_299,aVWAP_valley_265,aVWAP_valley_217,aVWAP_valley_195,aVWAP_valley_165,aVWAP_valley_125,aVWAP_valley_80,aVWAP_valley_42,aVWAP_valley_24,aVWAP_OB_bull_427,aVWAP_OB_bull_369,aVWAP_OB_bull_348,aVWAP_OB_bull_217,aVWAP_OB_bull_165,aVWAP_OB_bull_80,aVWAP_OB_bull_42,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,12.535,12.545,12.34,12.545,52937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,52937.0,False,False,False,False
2023-11-09 17:00:00+00:00,13.01,13.185,13.0,13.175,59421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,-1.0,13.185,13.0,8.0,0,,,False,False,False,False,,,False,False,False,False,59421.0,921.2558139534883,False,False,False,False,53037.52713178295,False,False,False,False
2023-11-10 17:00:00+00:00,13.025,13.045,12.575,12.715,60900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.9673202614379,-2.6143790849673323,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1479.0,884.0425455201008,False,False,False,False,53159.42593594135,False,False,False,False
2023-11-13 17:00:00+00:00,12.445,12.45,12.03,12.04,28131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.13545504842845,-2.6143790849673323,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29610.0,411.2666921011845,False,False,False,False,52771.3883245314,False,False,False,False
2023-11-14 17:00:00+00:00,12.035,12.335,12.035,12.19,20128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.449715145882934,-2.6143790849673323,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9482.0,257.8827123786855,False,False,False,False,52265.28928074022,False,False,False,False
2023-11-15 17:00:00+00:00,12.16,12.255,12.095,12.17,20826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.81162384095735,-2.6143790849673323,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30308.0,-216.006942076798,False,False,False,False,51777.85843917835,False,False,False,False
2023-11-16 17:00:00+00:00,12.45,12.54,12.425,12.51,33023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.84662131076227,-2.6143790849673323,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2715.0,-170.56497398258406,False,False,False,False,51487.08544012132,False,False,False,False
2023-11-17 17:00:00+00:00,12.385,12.425,12.315,12.34,20942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.04475512554629,-2.6143790849673323,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18227.0,-450.50970306812536,False,False,False,False,51013.51822399541,False,False,False,False
2023-11-20 17:00:00+00:00,12.445,13.205,12.375,13.115,61814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.3083687636571,-2.6143790849673323,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43587.0,232.24238535153546,False,False,False,False,51180.967553855946,False,False,False,False
2023-11-21 17:00:00+00:00,13.635,13.715,13.5,13.535,27108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.90531129684938,-2.6143790849673323,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70695.0,1324.6882398422092,False,False,False,False,50807.743250695385,False,False,False,False
2023-11-22 17:00:00+00:00,13.685,13.935,13.665,13.935,13575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.18049830386947,-2.6143790849673323,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84270.0,2610.6620655810893,False,False,False,False,50230.491417351266,False,False,False,False
2023-11-23 17:00:00+00:00,13.935,13.935,13.935,13.935,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.69728964188286,-2.6143790849673323,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84270.0,3876.6983126263435,False,False,False,False,49451.72410855512,False,False,False,False
2023-11-24 17:00:00+00:00,14.2,14.22,14.125,14.17,3764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.90316938630744,0.3466837907529694,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,88034.0,5181.462679872447,False,False,False,False,48743.38730067055,False,False,False,False
