date,Open,High,Low,Close,Volume,aVWAP_peak_808,aVWAP_peak_756,aVWAP_peak_720,aVWAP_peak_701,aVWAP_peak_677,aVWAP_peak_675,aVWAP_peak_659,aVWAP_peak_617,aVWAP_peak_586,aVWAP_peak_567,aVWAP_peak_521,aVWAP_peak_482,aVWAP_peak_450,aVWAP_peak_406,aVWAP_peak_384,aVWAP_peak_343,aVWAP_peak_281,aVWAP_peak_260,aVWAP_peak_227,aVWAP_peak_192,aVWAP_peak_174,aVWAP_peak_137,aVWAP_peak_118,aVWAP_peak_87,aVWAP_peak_42,aVWAP_peak_17,aVWAP_valley_858,aVWAP_valley_808,aVWAP_valley_788,aVWAP_valley_739,aVWAP_valley_714,aVWAP_valley_684,aVWAP_valley_636,aVWAP_valley_610,aVWAP_valley_554,aVWAP_valley_535,aVWAP_valley_497,aVWAP_valley_434,aVWAP_valley_414,aVWAP_valley_401,aVWAP_valley_365,aVWAP_valley_348,aVWAP_valley_308,aVWAP_valley_271,aVWAP_valley_270,aVWAP_valley_235,aVWAP_valley_212,aVWAP_valley_163,aVWAP_valley_126,aVWAP_valley_113,aVWAP_valley_36,aVWAP_OB_bull_308,aVWAP_OB_bear_808,aVWAP_OB_bear_756,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,10.67,10.695,10.41,10.515,12917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12917.0,False,False,False,False
2025-03-13 15:00:00+00:00,10.55,10.56,10.265,10.355,12205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12205.0,-189.2248062015504,False,False,False,False,12905.961240310076,False,False,False,False
2025-03-13 16:00:00+00:00,10.35,10.42,10.25,10.26,8569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20774.0,-508.3686076557899,False,False,False,False,12838.72153115798,False,False,False,False
2025-03-13 17:00:00+00:00,10.27,10.305,10.035,10.075,13961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34735.0,-1039.014055599111,False,False,False,False,12856.121197341577,False,False,False,False
2025-03-13 18:00:00+00:00,10.075,10.21,10.075,10.195,10920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.476744186046545,-42.37093023255811,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23815.0,-1392.1301167526133,False,False,False,False,12826.103814437056,False,False,False,False
2025-03-13 19:00:00+00:00,10.19,10.275,9.86,9.89,36561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.55911243624522,-41.00540345854209,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-60376.0,-2306.608719593658,False,False,False,False,13194.086701034932,False,False,False,False
2025-03-14 14:00:00+00:00,10.16,10.23,10.02,10.065,10285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.021498998310925,-34.68545346164837,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-50091.0,-3047.4519952588726,False,False,False,False,13148.984581639043,False,False,False,False
2025-03-14 15:00:00+00:00,10.065,10.305,10.06,10.195,11846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.383136668307127,-27.782860861963485,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38245.0,-3593.15041393703,False,False,False,False,13128.7832702958,False,False,False,False
2025-03-14 16:00:00+00:00,10.195,10.21,10.075,10.195,10341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.95756178163793,-23.53302720375418,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38245.0,-4130.388392015526,False,False,False,False,13085.561824244704,False,False,False,False
2025-03-14 17:00:00+00:00,10.195,10.315,10.18,10.195,10339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.67384519052513,-20.816487107617778,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38245.0,-4659.29709911606,False,False,False,False,13042.979470380444,False,False,False,False
