date,Open,High,Low,Close,Volume,aVWAP_valley_11,Peaks_Valleys_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,27.18,27.2,27.15,27.2,2281.0,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2281.0,False,False,False,False
2024-12-30 16:00:00+00:00,27.2,27.2,27.2,27.2,0.0,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2245.6356589147285,False,False,False,False
2024-12-30 17:00:00+00:00,27.2,27.22,27.2,27.22,300.0,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,300.0,4.651162790697675,False,False,False,False,2215.4707649780657,False,False,False,False
2024-12-30 18:00:00+00:00,27.195,27.2,27.18,27.2,283.0,,,,#000000,,,,82.3529411764706,-11.76470588235292,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17.0,4.842617631151974,False,False,False,False,2185.5099779241423,False,False,False,False
2024-12-30 19:00:00+00:00,27.2,27.2,27.2,27.2,0.0,,,,#000000,,,,70.58823529411765,-11.76470588235292,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17.0,5.031104179506206,False,False,False,False,2151.6261022974113,False,False,False,False
2024-12-30 20:00:00+00:00,27.2,27.2,27.2,27.2,0.0,,,,#000000,,,,62.74509803921569,-11.76470588235292,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17.0,5.216668455792933,False,False,False,False,2118.267558075746,False,False,False,False
2024-12-31 15:00:00+00:00,27.2,27.2,27.17,27.17,400.0,,,,#000000,,,,49.192138818447646,-11.76470588235292,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-383.0,-0.8021946210410666,False,False,False,False,2091.627750973796,False,False,False,False
2024-12-31 16:00:00+00:00,27.17,27.17,27.17,27.17,0.0,,,,#000000,,,,40.15683267126895,-11.76470588235292,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-383.0,-6.727741991257484,False,False,False,False,2059.199413749396,False,False,False,False
2024-12-31 17:00:00+00:00,27.17,27.185,27.17,27.185,0.0,,,,#000000,,,,40.6622713194405,-11.76470588235292,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-383.0,-12.561420409997677,False,False,False,False,2027.273841443204,False,False,False,False
2024-12-31 18:00:00+00:00,27.185,27.19,27.18,27.19,0.0,,,,#000000,,,,42.674193605505295,-11.76470588235292,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-383.0,-18.304654202090738,False,False,False,False,1995.843239250286,False,False,False,False
2024-12-31 19:00:00+00:00,27.19,27.2,27.18,27.18,344.0,,,,#000000,,,,41.48808531105183,-11.76470588235292,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-727.0,-29.292178943143597,False,False,False,False,1970.233266548731,False,False,False,False
2024-12-31 20:00:00+00:00,27.18,27.185,27.17,27.175,250.0,27.17666666666667,27.17666666666667,27.17666666666667,#000000,,27.17666666666667,,39.60617578650698,-11.76470588235292,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-977.0,-43.985323455652996,False,False,False,False,1943.5629833464252,False,False,False,False
