date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_780,aVWAP_peak_728,aVWAP_peak_679,aVWAP_peak_664,aVWAP_peak_631,aVWAP_peak_600,aVWAP_peak_578,aVWAP_peak_564,aVWAP_peak_498,aVWAP_peak_482,aVWAP_peak_456,aVWAP_peak_429,aVWAP_peak_402,aVWAP_peak_367,aVWAP_peak_350,aVWAP_peak_305,aVWAP_peak_287,aVWAP_peak_257,aVWAP_peak_227,aVWAP_peak_185,aVWAP_peak_163,aVWAP_peak_150,aVWAP_peak_120,aVWAP_peak_102,aVWAP_peak_71,aVWAP_peak_29,aVWAP_valley_797,aVWAP_valley_774,aVWAP_valley_742,aVWAP_valley_721,aVWAP_valley_707,aVWAP_valley_674,aVWAP_valley_613,aVWAP_valley_589,aVWAP_valley_574,aVWAP_valley_540,aVWAP_valley_432,aVWAP_valley_409,aVWAP_valley_395,aVWAP_valley_372,aVWAP_valley_335,aVWAP_valley_324,aVWAP_valley_264,aVWAP_valley_199,aVWAP_valley_138,aVWAP_valley_99,aVWAP_valley_33,aVWAP_OB_bull_707,aVWAP_OB_bull_613,aVWAP_OB_bull_409,aVWAP_OB_bull_199,aVWAP_OB_bear_350,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,11.205,11.205,10.89,10.93,2615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2615.0,False,False,False,False
2025-03-28 15:00:00+00:00,10.93,11.05,10.91,10.99,1675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1675.0,25.968992248062015,False,False,False,False,2600.4263565891474,False,False,False,False
2025-03-28 16:00:00+00:00,10.99,11.06,10.91,10.96,1628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.00000000000023,8.000000000000796,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47.0,26.295054383750976,False,False,False,False,2585.3499789676102,False,False,False,False
2025-03-28 17:00:00+00:00,10.955,10.97,10.86,10.97,3596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.42731277533073,8.000000000000796,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3643.0,82.36799927702614,False,False,False,False,2601.018971541756,False,False,False,False
2025-03-28 18:00:00+00:00,10.97,11.05,10.97,11.02,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.2836654617899,8.000000000000796,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4419.0,149.60260393939782,False,False,False,False,2572.7241037659146,False,False,False,False
2025-03-28 19:00:00+00:00,11.015,11.095,10.93,10.945,3972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.29387326690515,8.000000000000796,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,447.0,154.21341628142264,False,False,False,False,2594.418303707528,False,False,False,False
2025-03-31 14:00:00+00:00,10.95,10.975,10.41,10.625,44090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.346356321271536,29.391541394828195,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-43643.0,-524.8131483120878,False,False,False,False,3237.7606555880316,False,False,False,False
2025-03-31 15:00:00+00:00,10.635,10.71,10.625,10.665,4329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.74494578145529,19.723034961581277,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39314.0,-1126.1958901987223,False,False,False,False,3254.6790950362793,False,False,False,False
2025-03-31 16:00:00+00:00,10.66,10.805,10.65,10.75,7148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.64274556419717,16.7089898270483,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32166.0,-1607.433163218897,False,False,False,False,3315.040659454321,False,False,False,False
2025-03-31 17:00:00+00:00,10.75,10.825,10.655,10.68,6425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.59974242237741,12.344056481840553,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38591.0,-2180.821796347286,False,False,False,False,3363.2570833387504,False,False,False,False
