date,Open,High,Low,Close,Volume,aVWAP_peak_403,aVWAP_peak_355,aVWAP_peak_332,aVWAP_peak_313,aVWAP_peak_290,aVWAP_peak_222,aVWAP_peak_170,aVWAP_peak_97,aVWAP_peak_41,aVWAP_peak_23,aVWAP_valley_342,aVWAP_valley_317,aVWAP_valley_295,aVWAP_valley_254,aVWAP_valley_188,aVWAP_valley_111,aVWAP_valley_61,aVWAP_OB_bull_408,aVWAP_OB_bull_317,aVWAP_OB_bull_254,aVWAP_OB_bull_10,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-22 17:00:00+00:00,89.505,89.55,88.88,89.02,24762.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,24762.0,False,False,False,False
2024-01-23 17:00:00+00:00,87.655,88.205,87.5,88.125,38730.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-38730.0,-600.4651162790698,False,False,False,False,24978.55813953488,False,False,False,False
2024-01-24 17:00:00+00:00,87.66,87.89,87.045,87.16,36886.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75616.0,-1763.4966648638901,False,False,False,False,25163.169641247518,False,False,False,False
2024-01-25 17:00:00+00:00,87.11,87.42,86.87,87.215,20447.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.1317303661930254,-48.981442670426276,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55169.0,-2591.4889646334423,False,False,False,False,25090.05073208089,False,False,False,False
2024-01-26 17:00:00+00:00,87.58,87.58,87.15,87.33,18188.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.2677703421242414,-46.22691051405977,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36981.0,-3124.6596783600558,False,False,False,False,24983.042193599016,False,False,False,False
2024-01-29 17:00:00+00:00,86.86,87.33,86.48,87.13,17339.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.914355153713627,-44.969361953903366,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54320.0,-3918.385884897109,False,False,False,False,24864.529911527712,False,False,False,False
2024-01-30 17:00:00+00:00,86.795,87.315,86.595,86.92,27085.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.61333043696086,-44.55391871559329,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-81405.0,-5119.728739394828,False,False,False,False,24898.955804372243,False,False,False,False
2024-01-31 17:00:00+00:00,87.815,87.99,86.445,86.615,39810.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.611699970630712,-44.55391871559329,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-121215.0,-6919.655425605761,False,False,False,False,25130.134784149417,False,False,False,False
2024-02-01 17:00:00+00:00,86.94,88.2,86.93,88.2,43651.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.35844859574625,-30.552679196082295,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-77564.0,-8014.916581797919,False,False,False,False,25417.27998129439,False,False,False,False
2024-02-02 17:00:00+00:00,86.67,88.45,86.29,87.92,72330.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.55333333333334,,31.21647602097162,-23.493734233695932,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-149894.0,-10214.592293708029,False,False,False,False,26144.60897383246,False,False,False,False
2024-02-05 17:00:00+00:00,86.57,87.17,86.07,86.525,45754.0,,,,,,,,,,,,,,,,,,,,,86.58833333333332,,#000000,,86.88387908889717,,31.598488194415026,-23.493734233695932,False,False,False,True,True,,1.0,87.17,86.07,0.0,0,,,False,False,False,False,,,False,False,False,False,-195648.0,-13089.52884729395,False,False,False,False,26448.63054012963,False,False,False,False
2024-02-06 17:00:00+00:00,86.815,87.055,86.33,86.49,59863.0,,,,,,,,,,,,,,,,,,,,,86.60911575156777,,#000000,,86.80101350114799,,31.75103109637149,-23.493734233695932,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-255511.0,-16848.001268266136,False,False,False,False,26966.682779817544,False,False,False,False
2024-02-07 17:00:00+00:00,86.96,87.41,86.5,86.75,41146.0,,,,,,,,,,,,,,,,,,,,,86.6869290284336,,#000000,,86.82994369200887,,33.513294392198596,-22.83000190995851,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-214365.0,-19910.280318370536,False,False,False,False,27186.51715532425,False,False,False,False
2024-02-08 17:00:00+00:00,86.395,87.09,86.37,86.97,37812.0,,,,,,,,,,,,,,,,,,,,,86.71214132466477,,#000000,,86.83055750571808,,36.05740004134997,-20.417334163447986,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-176553.0,-22338.84961576014,False,False,False,False,27351.253323458757,False,False,False,False
2024-02-09 17:00:00+00:00,86.855,87.68,86.8,87.62,54234.0,,,,,,,,,,,,,,,,,,,,,86.86078533472357,,#000000,,86.94128311343252,,41.24962065894603,-15.569466497109765,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-122319.0,-23888.92946667859,False,False,False,False,27768.04009363769,False,False,False,False
2024-02-12 17:00:00+00:00,87.55,87.83,87.33,87.59,44429.0,,,,,,,,,,,,,,,,,,,,,86.9741249467468,,#000000,,87.03303652287542,,44.55330078131702,-12.543776789538654,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-166748.0,-26103.79877727272,False,False,False,False,28026.349549550283,False,False,False,False
2024-02-13 17:00:00+00:00,86.61,87.34,86.08,87.3,52328.0,,,,,,,,,,,,,,,,,,,,,86.96360553512574,,#000000,,87.01589216167312,,45.209573466857336,-11.847162135190068,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-219076.0,-29095.615850493297,False,False,False,False,28403.11932397586,False,False,False,False
2024-02-14 17:00:00+00:00,92.65,94.2,92.65,92.96,91634.0,,,,,,,,,,,,,,,,,,,,,88.31632124297754,,#000000,,88.26108240296335,,57.51268069211149,-0.46627734834213896,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-127442.0,-30620.365992346113,False,False,False,False,29383.443055387088,False,False,False,False
2024-02-15 17:00:00+00:00,93.53,94.285,93.39,93.78,41189.0,,,,,,,,,,,,,,,,,,,,,88.80015492820426,,#000000,,88.71676354935775,,66.29810063964237,7.16953656547382,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86253.0,-31482.88744982912,False,False,False,False,29566.47494600124,False,False,False,False
2024-02-16 17:00:00+00:00,93.52,93.94,92.84,93.12,26879.0,,,,,,,,,,,,,,,,,,,,,89.04436884003543,,#000000,,88.94936621652393,,69.87921271067628,10.02193213079353,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113132.0,-32748.765163785254,False,False,False,False,29524.80866776866,False,False,False,False
2024-02-19 17:00:00+00:00,93.12,93.12,93.12,93.12,0.0,,,,,,,,,,,,,,,,,,,,,89.04436884003543,,#000000,,88.94936621652393,,72.26662075803222,12.098512032952087,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-113132.0,-33995.016866672304,False,False,False,False,29067.059696175347,False,False,False,False
2024-02-20 17:00:00+00:00,93.165,93.28,92.59,92.805,51619.0,,,,,,,,,,,,,,,,,,,,,89.40750357630249,,#000000,,89.29921186784328,,72.65460945417703,12.655496195559309,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-164751.0,-36022.24141137506,False,False,False,False,29416.702181505963,False,False,False,False
2024-02-21 17:00:00+00:00,93.55,94.51,93.04,94.49,39457.0,,,,,,,,,,,,,,,,,,,,,89.71744488161671,,#000000,,89.59862268103848,,74.86168826225702,15.149988751711945,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-125294.0,-37406.299684066915,False,False,False,False,29572.365713575637,False,False,False,False
