date,Open,High,Low,Close,Volume,aVWAP_peak_422,aVWAP_peak_416,aVWAP_peak_363,aVWAP_peak_330,aVWAP_peak_309,aVWAP_peak_271,aVWAP_peak_260,aVWAP_peak_259,aVWAP_peak_242,aVWAP_peak_207,aVWAP_peak_177,aVWAP_peak_137,aVWAP_peak_107,aVWAP_peak_106,aVWAP_peak_66,aVWAP_peak_51,aVWAP_peak_50,aVWAP_peak_12,aVWAP_valley_437,aVWAP_valley_405,aVWAP_valley_389,aVWAP_valley_366,aVWAP_valley_350,aVWAP_valley_322,aVWAP_valley_291,aVWAP_valley_268,aVWAP_valley_250,aVWAP_valley_219,aVWAP_valley_192,aVWAP_valley_149,aVWAP_valley_129,aVWAP_valley_117,aVWAP_valley_77,aVWAP_valley_30,aVWAP_OB_bear_363,aVWAP_OB_bear_330,aVWAP_OB_bear_271,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,6.16,6.16,5.62,5.73,3980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3980.0,False,False,False,False
2023-11-10 17:00:00+00:00,5.68,6.05,5.68,5.95,3759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3759.0,58.27906976744186,False,False,False,False,3976.5736434108526,False,False,False,False
2023-11-13 17:00:00+00:00,5.83,5.97,5.83,5.84,8826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.99999999999997,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5067.0,-21.182621236704527,False,False,False,False,4051.758548164172,False,False,False,False
2023-11-14 17:00:00+00:00,5.86,5.96,5.86,5.9,1212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.1712583767684,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3855.0,-80.62165036481763,False,False,False,False,4007.731283851549,False,False,False,False
2023-11-15 17:00:00+00:00,5.9,6.015,5.9,6.015,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.04388786639744,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3452.0,-132.89108214210728,False,False,False,False,3951.8439771251683,False,False,False,False
2023-11-16 17:00:00+00:00,6.03,6.03,5.92,5.93,3107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.32301811635638,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6559.0,-232.52067776781104,False,False,False,False,3938.745620890669,False,False,False,False
2023-11-17 17:00:00+00:00,6.05,6.05,5.96,5.98,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.84887032645493,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5623.0,-316.0940005931163,False,False,False,False,3892.1914252179454,False,False,False,False
2023-11-20 17:00:00+00:00,6.13,6.13,6.12,6.12,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.97658745011046,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5522.0,-396.8057215141532,False,False,False,False,3833.4132635866595,False,False,False,False
2023-11-21 17:00:00+00:00,6.12,6.19,6.12,6.19,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,75.73772840825282,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5517.0,-476.18857854494155,False,False,False,False,3774.058019189967,False,False,False,False
2023-11-22 17:00:00+00:00,6.19,6.19,6.18,6.18,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.38173541033746,7.9999999999999005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5526.0,-554.4802284899812,False,False,False,False,3715.685026644386,False,False,False,False
