date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_peak_804,aVWAP_peak_716,aVWAP_peak_648,aVWAP_peak_625,aVWAP_peak_597,aVWAP_peak_576,aVWAP_peak_549,aVWAP_peak_492,aVWAP_peak_463,aVWAP_peak_438,aVWAP_peak_418,aVWAP_peak_378,aVWAP_peak_360,aVWAP_peak_341,aVWAP_peak_287,aVWAP_peak_261,aVWAP_peak_219,aVWAP_peak_203,aVWAP_peak_183,aVWAP_peak_154,aVWAP_peak_108,aVWAP_peak_48,aVWAP_peak_29,aVWAP_valley_866,aVWAP_valley_815,aVWAP_valley_792,aVWAP_valley_757,aVWAP_valley_731,aVWAP_valley_684,aVWAP_valley_640,aVWAP_valley_626,aVWAP_valley_606,aVWAP_valley_563,aVWAP_valley_510,aVWAP_valley_460,aVWAP_valley_436,aVWAP_valley_402,aVWAP_valley_300,aVWAP_valley_294,aVWAP_valley_232,aVWAP_valley_204,aVWAP_valley_189,aVWAP_valley_172,aVWAP_valley_171,aVWAP_valley_101,aVWAP_OB_bull_866,aVWAP_OB_bull_460,aVWAP_OB_bear_716,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,6.985,7.06,6.75,6.755,12158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12158.0,False,False,False,False
2025-03-13 15:00:00+00:00,6.77,6.875,6.695,6.785,3874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3874.0,60.06201550387597,False,False,False,False,12029.565891472868,False,False,False,False
2025-03-13 16:00:00+00:00,6.785,6.855,6.765,6.815,2499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6373.0,157.9370230154438,False,False,False,False,11881.805179977164,False,False,False,False
2025-03-13 17:00:00+00:00,6.815,6.885,6.8,6.835,2927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9300.0,299.6744335113284,False,False,False,False,11742.970991140308,False,False,False,False
2025-03-13 18:00:00+00:00,6.835,6.96,6.82,6.915,5002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14302.0,516.7647523716179,False,False,False,False,11638.459812983094,False,False,False,False
2025-03-13 19:00:00+00:00,6.905,7.035,6.855,6.955,31044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45346.0,1211.7916554356239,False,False,False,False,11939.320901153898,False,False,False,False
2025-03-14 14:00:00+00:00,7.035,7.11,7.015,7.075,4644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49990.0,1968.0429475994126,False,False,False,False,11826.21515074841,False,False,False,False
2025-03-14 15:00:00+00:00,7.08,7.13,7.06,7.115,5281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,55271.0,2794.445382520352,False,False,False,False,11724.738946860838,False,False,False,False
2025-03-14 16:00:00+00:00,7.115,7.17,7.05,7.13,3060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58331.0,3655.47723705492,False,False,False,False,11590.40190892501,False,False,False,False
2025-03-14 17:00:00+00:00,7.13,7.24,7.13,7.22,4810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63141.0,4577.733403922285,False,False,False,False,11485.279398709119,False,False,False,False
2025-03-14 18:00:00+00:00,7.22,7.285,7.22,7.24,5728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68869.0,5574.497227117288,False,False,False,False,11396.019252992699,False,False,False,False
2025-03-14 19:00:00+00:00,7.24,7.285,7.22,7.23,12228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.82306444591364,48.94075800132228,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56641.0,6366.225952278261,False,False,False,False,11408.91817930289,False,False,False,False
2025-03-17 14:00:00+00:00,7.275,7.32,7.2,7.255,1976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.14475741375242,48.40089780562235,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58617.0,7176.315472397978,False,False,False,False,11262.671385825324,False,False,False,False
