date,Open,High,Low,Close,Volume,aVWAP_peak_856,aVWAP_peak_786,aVWAP_peak_770,aVWAP_peak_731,aVWAP_peak_677,aVWAP_peak_614,aVWAP_peak_581,aVWAP_peak_554,aVWAP_peak_553,aVWAP_peak_521,aVWAP_peak_506,aVWAP_peak_433,aVWAP_peak_396,aVWAP_peak_330,aVWAP_peak_299,aVWAP_peak_168,aVWAP_peak_133,aVWAP_peak_108,aVWAP_peak_73,aVWAP_valley_879,aVWAP_valley_878,aVWAP_valley_846,aVWAP_valley_808,aVWAP_valley_734,aVWAP_valley_733,aVWAP_valley_651,aVWAP_valley_650,aVWAP_valley_599,aVWAP_valley_522,aVWAP_valley_493,aVWAP_valley_474,aVWAP_valley_453,aVWAP_valley_423,aVWAP_valley_384,aVWAP_valley_321,aVWAP_valley_275,aVWAP_valley_274,aVWAP_valley_273,aVWAP_valley_248,aVWAP_valley_219,aVWAP_valley_176,aVWAP_valley_146,aVWAP_valley_120,aVWAP_valley_92,aVWAP_valley_91,aVWAP_valley_41,aVWAP_valley_40,aVWAP_OB_bull_651,aVWAP_OB_bull_522,aVWAP_OB_bear_856,aVWAP_OB_bear_396,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,18.305,18.35,18.02,18.02,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,185.0,False,False,False,False
2025-01-06 16:00:00+00:00,18.02,18.1,17.95,18.1,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33.0,0.5116279069767442,False,False,False,False,182.64341085271317,False,False,False,False
2025-01-06 17:00:00+00:00,18.1,18.49,18.1,18.19,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,309.0,5.294393365783306,False,False,False,False,184.09079983174087,False,False,False,False
2025-01-06 18:00:00+00:00,18.19,18.99,18.19,18.73,613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,922.0,19.50688339112,False,False,False,False,190.74055487310923,False,False,False,False
2025-01-06 19:00:00+00:00,18.73,18.975,18.73,18.975,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,932.0,33.65406349358325,False,False,False,False,187.9383757277897,False,False,False,False
2025-01-06 20:00:00+00:00,18.975,18.975,18.6,18.715,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.48321116280182,42.334890046521636,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,836.0,46.09353537740367,False,False,False,False,186.51297455371542,False,False,False,False
2025-01-07 15:00:00+00:00,18.715,18.845,18.715,18.84,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.83941317281469,38.66647918576511,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,844.0,58.4641782397695,False,False,False,False,183.74533153737875,False,False,False,False
2025-01-07 16:00:00+00:00,18.84,18.84,18.84,18.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.7435478461566,36.431365513962405,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,844.0,70.64302818954052,False,False,False,False,180.89656670734186,False,False,False,False
2025-01-07 17:00:00+00:00,18.84,18.84,18.84,18.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.67963762838454,35.01721467036276,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,844.0,82.6330587602453,False,False,False,False,178.0919687738947,False,False,False,False
2025-01-07 18:00:00+00:00,18.84,18.84,18.655,18.71,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.3643168540796,30.515768891279535,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,437.0,88.12711986473762,False,False,False,False,181.64093049833042,False,False,False,False
