date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_839,aVWAP_peak_819,aVWAP_peak_788,aVWAP_peak_768,aVWAP_peak_728,aVWAP_peak_672,aVWAP_peak_654,aVWAP_peak_631,aVWAP_peak_604,aVWAP_peak_576,aVWAP_peak_515,aVWAP_peak_433,aVWAP_peak_416,aVWAP_peak_415,aVWAP_peak_329,aVWAP_peak_295,aVWAP_peak_253,aVWAP_peak_231,aVWAP_peak_194,aVWAP_peak_159,aVWAP_peak_143,aVWAP_peak_126,aVWAP_peak_72,aVWAP_peak_52,aVWAP_peak_21,aVWAP_valley_871,aVWAP_valley_852,aVWAP_valley_800,aVWAP_valley_778,aVWAP_valley_756,aVWAP_valley_738,aVWAP_valley_678,aVWAP_valley_642,aVWAP_valley_615,aVWAP_valley_586,aVWAP_valley_568,aVWAP_valley_545,aVWAP_valley_468,aVWAP_valley_395,aVWAP_valley_394,aVWAP_valley_368,aVWAP_valley_335,aVWAP_valley_306,aVWAP_valley_273,aVWAP_valley_242,aVWAP_valley_241,aVWAP_valley_204,aVWAP_valley_153,aVWAP_valley_96,aVWAP_valley_41,aVWAP_OB_bull_586,aVWAP_OB_bull_568,aVWAP_OB_bull_468,aVWAP_OB_bull_368,aVWAP_OB_bull_153,aVWAP_OB_bull_96,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-28 14:00:00+00:00,26.1,26.155,25.77,25.785,4282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4282.0,False,False,False,False
2025-03-28 15:00:00+00:00,25.78,25.95,25.77,25.825,5709.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5709.0,88.51162790697674,False,False,False,False,4304.124031007752,False,False,False,False
2025-03-28 16:00:00+00:00,25.82,25.88,25.64,25.645,3969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.16494845360816,-47.422680412371434,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1740.0,114.1160987921399,False,False,False,False,4298.928309596779,False,False,False,False
2025-03-28 17:00:00+00:00,25.65,25.65,25.42,25.555,7315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.85101488314483,-47.422680412371434,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5575.0,25.912748423269505,False,False,False,False,4345.68911099838,False,False,False,False
2025-03-28 18:00:00+00:00,25.555,25.58,25.405,25.435,4822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.096112949705535,-47.422680412371434,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10397.0,-135.68279806391294,False,False,False,False,4353.073775944142,False,False,False,False
2025-03-28 19:00:00+00:00,25.435,25.475,25.26,25.28,21324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.44996162290971,-47.422680412371434,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31721.0,-625.3776384040073,False,False,False,False,4616.188911200822,False,False,False,False
2025-03-31 14:00:00+00:00,24.935,25.02,24.825,24.925,4288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.575414900428985,-47.422680412371434,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36009.0,-1173.960930831852,False,False,False,False,4611.100711027166,False,False,False,False
2025-03-31 15:00:00+00:00,24.925,25.055,24.905,25.035,1707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.734818362906914,-47.422680412371434,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34302.0,-1687.5739396561644,False,False,False,False,4566.075893801938,False,False,False,False
2025-03-31 16:00:00+00:00,25.04,25.19,25.01,25.17,5244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.601353580757085,-47.422680412371434,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29058.0,-2111.921630514208,False,False,False,False,4576.586345060822,False,False,False,False
2025-03-31 17:00:00+00:00,25.165,25.27,25.105,25.175,3976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.333300492038987,-47.422680412371434,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25082.0,-2468.046876552747,False,False,False,False,4567.274928858328,False,False,False,False
