date,Close,High,Low,Open,Volume,aVWAP_peak_195,aVWAP_peak_177,aVWAP_peak_166,aVWAP_peak_152,aVWAP_peak_134,aVWAP_peak_118,aVWAP_peak_109,aVWAP_peak_89,aVWAP_peak_84,aVWAP_peak_67,aVWAP_peak_59,aVWAP_peak_33,aVWAP_peak_22,aVWAP_peak_13,aVWAP_peak_6,aVWAP_valley_198,aVWAP_valley_182,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_129,aVWAP_valley_120,aVWAP_valley_111,aVWAP_valley_94,aVWAP_valley_86,aVWAP_valley_80,aVWAP_valley_72,aVWAP_valley_64,aVWAP_valley_41,aVWAP_valley_28,aVWAP_valley_24,aVWAP_valley_18,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_171,aVWAP_OB_bull_94,aVWAP_OB_bull_41,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,51.6558804376,52.4563331303,51.4602142238,51.7626074632,9526779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,9526779.0,False,False,False,False
2022-01-07 00:00:00+00:00,55.435795931,55.4891594438,51.891569286,52.1183642156,20518718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20518718,1519905.0370370368,False,False,False,False,10340996.703703703,False,False,False,False
2022-01-14 00:00:00+00:00,56.5653236196,57.3924580688,55.0978270163,56.1473094357,25531108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46049826,4818417.700960219,False,False,False,False,11466190.133058984,False,False,False,False
2022-01-21 00:00:00+00:00,50.8554277448,56.2273547049,50.5663753836,54.8665851273,25813973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.77822947421987,34.665357549848466,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20235853,5960449.945333536,False,False,False,False,12528988.863943502,False,False,False,False
2022-01-28 00:00:00+00:00,52.3140304294,53.9682993277,49.0677500644,49.8504149195,27749109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.783359940500006,,,,51.783359940500006,#000000,,51.783359940500006,,74.37300530721798,26.439827636200945,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47984962,9073376.764197718,False,False,False,False,13656405.170318058,False,False,False,False
2022-02-04 00:00:00+00:00,55.2929244329,56.0533027822,51.482087059,51.9472596962,23345244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9223064693865,,,,52.9223064693865,#000000,,52.9223064693865,,70.84742177088684,23.97795876334699,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,71330206,13684993.744627517,False,False,False,False,14374096.935479684,False,False,False,False
2022-02-11 00:00:00+00:00,55.7580970701,57.815591427,55.1319031354,55.4271088475,23569389,,,,,,,,,,,,,,,56.23519721083335,,,,,,,,,,,,,,,,,,53.96809936039455,,,,55.10164828561395,#000000,,55.10164828561395,,68.72670001412455,22.738705876375164,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,94899595,19700890.133914366,False,False,False,False,15055229.680999707,False,False,False,False
2022-02-18 00:00:00+00:00,50.4354486253,56.2590522179,50.1044604027,55.7759883254,30955439,,,,,,,,,,,,,,,53.981942536785624,,,,,,,,,,,,,,,,,,53.46933281223926,,,,53.72563767451244,#000000,,53.72563767451244,,61.594037922393355,16.60829825462119,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63944156,22978169.08695775,False,False,False,False,16233022.963888617,False,False,False,False
2022-02-25 00:00:00+00:00,48.63737747,50.6546165024,45.2738214779,50.095514775,27858203,,,,,,,,,,,,,,,52.0228987020695,,,,,,,,,,,,,,,,,,52.3671866748862,,,,52.19504268847785,#000000,,52.19504268847785,,55.237833173742665,11.288701714047576,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36085953,23949116.043479398,False,False,False,False,17094147.411007978,False,False,False,False
2022-03-04 00:00:00+00:00,45.5511359347,47.8591078654,44.553698453,47.0450557503,33941353,,,,,,,,,,,,,,,50.26201870891042,,,,,,,,,,,,,,,,,,51.07390920785346,,,,50.66796395838194,#000000,,50.66796395838194,,48.93832418429004,6.032805460822388,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2144600,22333966.706925366,False,False,False,False,18342088.56574813,False,False,False,False
