date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_839,aVWAP_peak_776,aVWAP_peak_755,aVWAP_peak_737,aVWAP_peak_675,aVWAP_peak_674,aVWAP_peak_648,aVWAP_peak_612,aVWAP_peak_576,aVWAP_peak_557,aVWAP_peak_530,aVWAP_peak_498,aVWAP_peak_462,aVWAP_peak_384,aVWAP_peak_348,aVWAP_peak_329,aVWAP_peak_302,aVWAP_peak_264,aVWAP_peak_239,aVWAP_peak_180,aVWAP_peak_163,aVWAP_peak_134,aVWAP_peak_119,aVWAP_peak_89,aVWAP_peak_72,aVWAP_peak_26,aVWAP_valley_846,aVWAP_valley_817,aVWAP_valley_767,aVWAP_valley_745,aVWAP_valley_720,aVWAP_valley_689,aVWAP_valley_636,aVWAP_valley_622,aVWAP_valley_582,aVWAP_valley_535,aVWAP_valley_510,aVWAP_valley_476,aVWAP_valley_450,aVWAP_valley_376,aVWAP_valley_357,aVWAP_valley_327,aVWAP_valley_313,aVWAP_valley_280,aVWAP_valley_247,aVWAP_valley_201,aVWAP_valley_169,aVWAP_valley_148,aVWAP_valley_130,aVWAP_valley_91,aVWAP_valley_42,aVWAP_OB_bull_636,aVWAP_OB_bull_376,aVWAP_OB_bear_839,aVWAP_OB_bear_776,aVWAP_OB_bear_675,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,59.01,59.105,58.98,59.065,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1059.0,False,False,False,False
2025-01-23 16:00:00+00:00,59.08,59.255,58.94,59.14,1023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1023.0,15.86046511627907,False,False,False,False,1058.4418604651162,False,False,False,False
2025-01-23 17:00:00+00:00,59.15,59.25,59.125,59.21,598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1621.0,40.74634937804218,False,False,False,False,1051.303226969533,False,False,False,False
2025-01-23 18:00:00+00:00,59.21,59.21,58.96,58.98,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.18756585879876,30.36880927291888,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,955.0,54.92082458148339,False,False,False,False,1045.3295335281448,False,False,False,False
2025-01-23 19:00:00+00:00,58.98,59.05,58.86,58.88,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.85251014680263,16.076005180594436,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-464.0,46.875540479444886,False,False,False,False,1051.1228740935999,False,False,False,False
2025-01-23 20:00:00+00:00,58.88,59.015,58.82,58.91,3943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.15705464106588,9.088196460669579,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3479.0,100.08677240999613,False,False,False,False,1095.9581783712185,False,False,False,False
2025-01-24 15:00:00+00:00,59.03,59.065,58.69,58.715,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.92234048007389,1.292601985912242,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2400.0,135.7443418299962,False,False,False,False,1095.6952608770912,False,False,False,False
2025-01-24 16:00:00+00:00,58.71,58.77,58.585,58.6,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.796172286420514,-4.874723249419148,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1332.0,154.2909411814691,False,False,False,False,1095.265876987524,False,False,False,False
2025-01-24 17:00:00+00:00,58.6,58.7,58.57,58.595,1023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.327650753586205,-9.035897314210374,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,309.0,156.6895312406711,False,False,False,False,1094.145475793919,False,False,False,False
2025-01-24 18:00:00+00:00,58.61,58.66,58.53,58.54,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.120151279850685,-12.531402538312904,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-844.0,141.17496486484674,False,False,False,False,1095.0579490374241,False,False,False,False
