date,Open,High,Low,Close,Volume,aVWAP_peak_820,aVWAP_peak_791,aVWAP_peak_725,aVWAP_peak_707,aVWAP_peak_624,aVWAP_peak_565,aVWAP_peak_551,aVWAP_peak_527,aVWAP_peak_507,aVWAP_peak_462,aVWAP_peak_432,aVWAP_peak_414,aVWAP_peak_360,aVWAP_peak_276,aVWAP_peak_274,aVWAP_peak_253,aVWAP_peak_192,aVWAP_peak_157,aVWAP_peak_128,aVWAP_peak_105,aVWAP_peak_77,aVWAP_peak_42,aVWAP_peak_13,aVWAP_valley_870,aVWAP_valley_857,aVWAP_valley_828,aVWAP_valley_798,aVWAP_valley_779,aVWAP_valley_693,aVWAP_valley_607,aVWAP_valley_594,aVWAP_valley_558,aVWAP_valley_542,aVWAP_valley_521,aVWAP_valley_503,aVWAP_valley_486,aVWAP_valley_442,aVWAP_valley_425,aVWAP_valley_401,aVWAP_valley_386,aVWAP_valley_299,aVWAP_valley_269,aVWAP_valley_233,aVWAP_valley_216,aVWAP_valley_174,aVWAP_valley_108,aVWAP_valley_35,aVWAP_valley_34,aVWAP_valley_17,aVWAP_OB_bull_299,aVWAP_OB_bear_820,aVWAP_OB_bear_707,aVWAP_OB_bear_624,aVWAP_OB_bear_432,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,47.635,48.07,47.6,47.81,2468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2468.0,False,False,False,False
2025-04-14 15:00:00+00:00,47.78,47.795,47.385,47.45,2355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2355.0,-36.51162790697674,False,False,False,False,2466.248062015504,False,False,False,False
2025-04-14 16:00:00+00:00,47.49,47.66,47.47,47.55,3509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.9365079365076,-61.9047619047614,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1154.0,-18.05408328826392,False,False,False,False,2482.4147587284415,False,False,False,False
2025-04-14 17:00:00+00:00,47.55,47.78,47.45,47.78,4134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.909175947849743,-47.63570990090271,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5288.0,64.21032110380219,False,False,False,False,2508.020731461334,False,False,False,False
2025-04-14 18:00:00+00:00,47.81,48.08,47.81,48.08,2469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.528369045441764,-33.20695492390921,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7757.0,183.47837814095254,False,False,False,False,2507.415758880538,False,False,False,False
2025-04-14 19:00:00+00:00,48.08,48.18,47.88,47.99,4363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.42968527883647,-25.988237752262986,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3394.0,233.25390716202304,False,False,False,False,2536.1845068048706,False,False,False,False
2025-04-15 14:00:00+00:00,48.06,48.25,47.94,48.15,4118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.93338296648886,-18.77505631165089,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7512.0,346.10268379517,False,False,False,False,2560.7087780171983,False,False,False,False
2025-04-15 15:00:00+00:00,48.175,48.34,48.025,48.22,3605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.76819299044069,-12.80132011707444,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11117.0,513.0933398603611,False,False,False,False,2576.899339598327,False,False,False,False
2025-04-15 16:00:00+00:00,48.22,48.3,47.83,47.88,4585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.38996314215138,-12.80132011707444,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6532.0,606.4097221881075,False,False,False,False,2608.032683170446,False,False,False,False
2025-04-15 17:00:00+00:00,47.88,48.055,47.83,48.02,11478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.217519094233886,-12.80132011707444,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18010.0,876.2328272704624,False,False,False,False,2745.5515562995865,False,False,False,False
