date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_851,aVWAP_peak_825,aVWAP_peak_798,aVWAP_peak_768,aVWAP_peak_699,aVWAP_peak_677,aVWAP_peak_630,aVWAP_peak_563,aVWAP_peak_560,aVWAP_peak_558,aVWAP_peak_528,aVWAP_peak_495,aVWAP_peak_480,aVWAP_peak_433,aVWAP_peak_432,aVWAP_peak_398,aVWAP_peak_396,aVWAP_peak_395,aVWAP_peak_393,aVWAP_peak_361,aVWAP_peak_360,aVWAP_peak_307,aVWAP_peak_251,aVWAP_peak_233,aVWAP_peak_197,aVWAP_peak_185,aVWAP_peak_168,aVWAP_peak_149,aVWAP_peak_95,aVWAP_peak_66,aVWAP_peak_16,aVWAP_peak_15,aVWAP_peak_13,aVWAP_valley_864,aVWAP_valley_862,aVWAP_valley_861,aVWAP_valley_835,aVWAP_valley_834,aVWAP_valley_815,aVWAP_valley_795,aVWAP_valley_774,aVWAP_valley_683,aVWAP_valley_599,aVWAP_valley_551,aVWAP_valley_540,aVWAP_valley_492,aVWAP_valley_461,aVWAP_valley_460,aVWAP_valley_384,aVWAP_valley_366,aVWAP_valley_335,aVWAP_valley_318,aVWAP_valley_276,aVWAP_valley_210,aVWAP_valley_181,aVWAP_valley_179,aVWAP_valley_113,aVWAP_valley_47,aVWAP_valley_46,aVWAP_valley_23,aVWAP_OB_bull_864,aVWAP_OB_bull_599,aVWAP_OB_bull_113,aVWAP_OB_bear_398,aVWAP_OB_bear_233,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,1.265,1.335,1.265,1.335,20541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,20541.0,False,False,False,False
2025-03-13 15:00:00+00:00,1.335,1.345,1.31,1.325,23337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23337.0,-361.8139534883721,False,False,False,False,20584.3488372093,False,False,False,False
2025-03-13 16:00:00+00:00,1.325,1.345,1.315,1.325,8309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23337.0,-718.0183883180097,False,False,False,False,20394.033351361093,False,False,False,False
2025-03-13 17:00:00+00:00,1.325,1.335,1.31,1.315,2166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-25503.0,-1102.2816691192809,False,False,False,False,20111.428183122935,False,False,False,False
2025-03-13 18:00:00+00:00,1.315,1.345,1.315,1.335,5860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.563789152024448,-33.292589763178,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19643.0,-1389.7346664972765,False,False,False,False,19890.475808190793,False,False,False,False
2025-03-13 19:00:00+00:00,1.335,1.35,1.33,1.34,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.93975136227697,-21.468051123072193,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18540.0,-1655.6302530632101,False,False,False,False,19599.197113490158,False,False,False,False
2025-03-14 14:00:00+00:00,1.335,1.355,1.33,1.355,3372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.529237098412935,-10.694112946029762,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15168.0,-1865.1243576668812,False,False,False,False,19347.61266211822,False,False,False,False
2025-03-14 15:00:00+00:00,1.355,1.355,1.34,1.345,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.90956438855598,-8.264834820943172,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15168.0,-2071.370491656542,False,False,False,False,19047.649675108634,False,False,False,False
2025-03-14 16:00:00+00:00,1.345,1.35,1.345,1.345,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.829782581984674,-6.5183339441135075,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15168.0,-2274.419011165743,False,False,False,False,18760.12022278137,False,False,False,False
2025-03-14 17:00:00+00:00,1.345,1.35,1.335,1.335,3224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.913425474072795,-6.5183339441135075,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18392.0,-2524.303987736817,False,False,False,False,18519.250141808014,False,False,False,False
2025-03-14 18:00:00+00:00,1.335,1.335,1.335,1.335,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.63585406879821,-6.5183339441135075,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18392.0,-2770.314778624618,False,False,False,False,18232.129984570678,False,False,False,False
2025-03-14 19:00:00+00:00,1.335,1.345,1.33,1.34,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.67842542242015,-6.5183339441135075,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17066.0,-2991.9533091885774,False,False,False,False,17970.019442174234,False,False,False,False
2025-03-17 14:00:00+00:00,1.38,1.42,1.375,1.42,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.59669369109017,1.5324176885562224,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16666.0,-3203.9540330771265,False,False,False,False,17697.61603996998,False,False,False,False
