date,Open,High,Low,Close,Volume,aVWAP_peak_858,aVWAP_peak_833,aVWAP_peak_804,aVWAP_peak_786,aVWAP_peak_747,aVWAP_peak_642,aVWAP_peak_614,aVWAP_peak_594,aVWAP_peak_558,aVWAP_peak_535,aVWAP_peak_503,aVWAP_peak_477,aVWAP_peak_450,aVWAP_peak_385,aVWAP_peak_332,aVWAP_peak_288,aVWAP_peak_266,aVWAP_peak_265,aVWAP_peak_210,aVWAP_peak_173,aVWAP_peak_150,aVWAP_peak_112,aVWAP_peak_80,aVWAP_peak_55,aVWAP_peak_32,aVWAP_valley_876,aVWAP_valley_849,aVWAP_valley_822,aVWAP_valley_780,aVWAP_valley_756,aVWAP_valley_702,aVWAP_valley_653,aVWAP_valley_626,aVWAP_valley_611,aVWAP_valley_576,aVWAP_valley_546,aVWAP_valley_481,aVWAP_valley_406,aVWAP_valley_353,aVWAP_valley_318,aVWAP_valley_292,aVWAP_valley_243,aVWAP_valley_227,aVWAP_valley_199,aVWAP_valley_162,aVWAP_valley_118,aVWAP_valley_92,aVWAP_valley_72,aVWAP_valley_48,aVWAP_valley_18,aVWAP_OB_bull_481,aVWAP_OB_bull_406,aVWAP_OB_bull_353,aVWAP_OB_bear_804,aVWAP_OB_bear_642,aVWAP_OB_bear_288,aVWAP_OB_bear_173,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,51.755,51.8,51.575,51.59,16216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,16216.0,False,False,False,False
2025-01-16 16:00:00+00:00,51.59,51.68,51.46,51.65,19088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19088.0,295.93798449612405,False,False,False,False,16260.527131782945,False,False,False,False
2025-01-16 17:00:00+00:00,51.65,51.92,51.525,51.66,12148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31236.0,775.6288684574245,False,False,False,False,16196.767021212667,False,False,False,False
2025-01-16 18:00:00+00:00,51.66,51.74,51.53,51.63,10075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.41201716738273,39.57081545064446,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21161.0,1091.6811340627355,False,False,False,False,16101.855904604718,False,False,False,False
2025-01-16 19:00:00+00:00,51.63,51.75,51.6,51.62,15929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.17880720508559,31.056205454534066,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5232.0,1155.8721242323054,False,False,False,False,16099.175968099218,False,False,False,False
2025-01-16 20:00:00+00:00,51.62,51.645,51.295,51.505,28758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.83864504874887,15.534867562212611,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23526.0,773.2074401356804,False,False,False,False,16295.436805803105,False,False,False,False
2025-01-17 15:00:00+00:00,51.47,51.66,51.415,51.6,6480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.76891155416598,14.348306045519209,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17046.0,496.9406581180729,False,False,False,False,16143.259490984452,False,False,False,False
2025-01-17 16:00:00+00:00,51.61,51.835,51.55,51.7,7743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.61728951906149,14.348306045519209,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9303.0,345.00359365112604,False,False,False,False,16013.022909728877,False,False,False,False
2025-01-17 17:00:00+00:00,51.7,51.735,51.54,51.57,10990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.91652313439633,14.348306045519209,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20293.0,25.03454568754273,False,False,False,False,15935.146585547034,False,False,False,False
2025-01-17 18:00:00+00:00,51.57,51.64,51.435,51.545,8171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.8489232433723,11.07777611702825,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28464.0,-416.65591238513235,False,False,False,False,15814.772219879638,False,False,False,False
