date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_828,aVWAP_peak_756,aVWAP_peak_721,aVWAP_peak_684,aVWAP_peak_648,aVWAP_peak_584,aVWAP_peak_562,aVWAP_peak_527,aVWAP_peak_457,aVWAP_peak_416,aVWAP_peak_341,aVWAP_peak_264,aVWAP_peak_234,aVWAP_peak_200,aVWAP_peak_168,aVWAP_peak_78,aVWAP_peak_65,aVWAP_valley_865,aVWAP_valley_834,aVWAP_valley_805,aVWAP_valley_714,aVWAP_valley_685,aVWAP_valley_654,aVWAP_valley_599,aVWAP_valley_570,aVWAP_valley_551,aVWAP_valley_500,aVWAP_valley_447,aVWAP_valley_393,aVWAP_valley_276,aVWAP_valley_254,aVWAP_valley_223,aVWAP_valley_198,aVWAP_valley_158,aVWAP_valley_132,aVWAP_valley_108,aVWAP_valley_68,aVWAP_valley_18,aVWAP_OB_bull_714,aVWAP_OB_bull_223,aVWAP_OB_bear_828,aVWAP_OB_bear_527,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-26 14:00:00+00:00,72.23,72.855,72.155,72.685,42751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,42751.0,False,False,False,False
2025-03-26 15:00:00+00:00,72.685,72.8,72.2,72.265,29193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29193.0,-452.6046511627907,False,False,False,False,42540.798449612405,False,False,False,False
2025-03-26 16:00:00+00:00,72.265,72.445,72.09,72.18,27447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-56640.0,-1323.7270596718947,False,False,False,False,42306.786070548646,False,False,False,False
2025-03-26 17:00:00+00:00,72.155,72.255,71.7,71.985,19010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75650.0,-2476.0723765762064,False,False,False,False,41945.59558883471,False,False,False,False
2025-03-26 18:00:00+00:00,71.995,72.05,71.69,71.715,24539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100189.0,-3991.001487016885,False,False,False,False,41675.725889783,False,False,False,False
2025-03-26 19:00:00+00:00,71.725,71.82,71.6,71.725,42643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.45915186022595356,-49.58676332579664,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57546.0,-4821.311541481739,False,False,False,False,41690.72238761582,False,False,False,False
2025-03-27 14:00:00+00:00,70.06,70.51,69.9,70.285,58877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.4481885000493517,-49.58676332579664,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-116423.0,-6551.57027727272,False,False,False,False,41957.17630408689,False,False,False,False
2025-03-27 15:00:00+00:00,70.29,70.48,69.87,69.905,45615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.41670655572289456,-49.58676332579664,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-162038.0,-8962.212598555314,False,False,False,False,42013.88674898477,False,False,False,False
2025-03-27 16:00:00+00:00,69.895,70.325,69.77,70.07,31193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,2.9442969757133506,-47.40963844350611,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-130845.0,-10851.868217182362,False,False,False,False,41846.121062954,False,False,False,False
2025-03-27 17:00:00+00:00,70.07,70.245,69.835,69.93,19917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.447388024931031,-46.209659677638335,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-150762.0,-13021.017547148527,False,False,False,False,41506.134689884944,False,False,False,False
