date,Open,High,Low,Close,Volume,aVWAP_peak_822,aVWAP_peak_796,aVWAP_peak_730,aVWAP_peak_696,aVWAP_peak_654,aVWAP_peak_629,aVWAP_peak_566,aVWAP_peak_545,aVWAP_peak_527,aVWAP_peak_465,aVWAP_peak_464,aVWAP_peak_438,aVWAP_peak_402,aVWAP_peak_366,aVWAP_peak_347,aVWAP_peak_320,aVWAP_peak_288,aVWAP_peak_252,aVWAP_peak_174,aVWAP_peak_138,aVWAP_peak_119,aVWAP_peak_92,aVWAP_peak_54,aVWAP_peak_29,aVWAP_valley_844,aVWAP_valley_803,aVWAP_valley_759,aVWAP_valley_743,aVWAP_valley_715,aVWAP_valley_636,aVWAP_valley_607,aVWAP_valley_557,aVWAP_valley_535,aVWAP_valley_510,aVWAP_valley_479,aVWAP_valley_426,aVWAP_valley_412,aVWAP_valley_372,aVWAP_valley_325,aVWAP_valley_300,aVWAP_valley_266,aVWAP_valley_240,aVWAP_valley_166,aVWAP_valley_147,aVWAP_valley_117,aVWAP_valley_103,aVWAP_valley_70,aVWAP_valley_37,aVWAP_OB_bull_844,aVWAP_OB_bull_743,aVWAP_OB_bull_426,aVWAP_OB_bull_166,aVWAP_OB_bear_629,aVWAP_OB_bear_566,aVWAP_OB_bear_465,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,54.83,55.125,54.78,54.955,2679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2679.0,False,False,False,False
2025-03-13 15:00:00+00:00,54.98,55.02,54.68,54.7,2542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2542.0,-39.41085271317829,False,False,False,False,2676.875968992248,False,False,False,False
2025-03-13 16:00:00+00:00,54.71,54.79,54.45,54.53,1927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4469.0,-108.08665344630731,False,False,False,False,2665.249984976864,False,False,False,False
2025-03-13 17:00:00+00:00,54.54,54.56,54.17,54.175,2477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6946.0,-214.10081385799248,False,False,False,False,2662.331380558618,False,False,False,False
2025-03-13 18:00:00+00:00,54.175,54.49,54.175,54.475,1147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.764596438380522,-40.31186320545753,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5799.0,-300.6883981392639,False,False,False,False,2638.8378707825154,False,False,False,False
2025-03-13 19:00:00+00:00,54.475,54.505,54.305,54.305,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.103206061972088,-36.152990330527956,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17999.0,-575.0808260750892,False,False,False,False,2787.072942553329,False,False,False,False
2025-03-14 14:00:00+00:00,54.76,55.05,54.76,55.04,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.7348372544539,-23.649305920737994,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17650.0,-839.8082551281886,False,False,False,False,2749.2733620486265,False,False,False,False
2025-03-14 15:00:00+00:00,55.04,55.22,55.01,55.13,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,41.273557528665904,-15.3509778878623,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16690.0,-1085.547662025426,False,False,False,False,2721.5326897688024,False,False,False,False
2025-03-14 16:00:00+00:00,55.13,55.295,55.02,55.285,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.583254714882855,-9.041120038061152,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16460.0,-1323.9112641645665,False,False,False,False,2682.9042759739373,False,False,False,False
2025-03-14 17:00:00+00:00,55.285,55.34,55.145,55.165,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.31762377624658,-6.615110068022162,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17261.0,-1570.9979112317824,False,False,False,False,2653.727465493721,False,False,False,False
