date,Open,High,Low,Close,Volume,aVWAP_peak_848,aVWAP_peak_846,aVWAP_peak_816,aVWAP_peak_745,aVWAP_peak_744,aVWAP_peak_720,aVWAP_peak_704,aVWAP_peak_648,aVWAP_peak_641,aVWAP_peak_602,aVWAP_peak_582,aVWAP_peak_554,aVWAP_peak_540,aVWAP_peak_505,aVWAP_peak_450,aVWAP_peak_402,aVWAP_peak_372,aVWAP_peak_348,aVWAP_peak_314,aVWAP_peak_281,aVWAP_peak_164,aVWAP_peak_163,aVWAP_peak_115,aVWAP_peak_102,aVWAP_peak_54,aVWAP_peak_29,aVWAP_valley_858,aVWAP_valley_826,aVWAP_valley_824,aVWAP_valley_788,aVWAP_valley_756,aVWAP_valley_733,aVWAP_valley_698,aVWAP_valley_646,aVWAP_valley_610,aVWAP_valley_551,aVWAP_valley_496,aVWAP_valley_381,aVWAP_valley_360,aVWAP_valley_331,aVWAP_valley_300,aVWAP_valley_254,aVWAP_valley_222,aVWAP_valley_113,aVWAP_valley_73,aVWAP_valley_51,aVWAP_valley_14,aVWAP_OB_bull_756,aVWAP_OB_bull_360,aVWAP_OB_bear_314,aVWAP_OB_bear_54,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,1.39,1.445,1.35,1.375,48713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,48713.0,False,False,False,False
2025-01-10 16:00:00+00:00,1.375,1.38,1.3,1.325,21614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21614.0,-335.1007751937984,False,False,False,False,48292.86046511628,False,False,False,False
2025-01-10 17:00:00+00:00,1.325,1.33,1.31,1.325,12469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21614.0,-665.006189531879,False,False,False,False,47737.45177573463,False,False,False,False
2025-01-10 18:00:00+00:00,1.325,1.34,1.3,1.305,13383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34997.0,-1197.2851633375863,False,False,False,False,47204.82461642092,False,False,False,False
2025-01-10 19:00:00+00:00,1.31,1.32,1.215,1.315,31166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.299890948745912,-45.23009814612868,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3831.0,-1238.1179515028948,False,False,False,False,46956.16066887951,False,False,False,False
2025-01-10 20:00:00+00:00,1.32,1.32,1.23,1.265,472755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.330986760438559,-44.62010537253005,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-476586.0,-8607.852556905951,False,False,False,False,53557.69306161006,False,False,False,False
2025-01-13 15:00:00+00:00,1.265,1.265,1.265,1.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.018383968233657,-44.23291014457589,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-476586.0,-15863.327711062448,False,False,False,False,52727.3412311975,False,False,False,False
2025-01-13 16:00:00+00:00,1.265,1.265,0.9599,1.01,19210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.370169285436002,-43.071637630888866,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-495796.0,-23304.144335697136,False,False,False,False,52207.69252993862,False,False,False,False
2025-01-13 17:00:00+00:00,1.005,1.12,1.005,1.115,8437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.712282316464275,-39.71420968832065,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-487359.0,-30498.793260725084,False,False,False,False,51529.077141877555,False,False,False,False
2025-01-13 18:00:00+00:00,1.115,1.115,1.045,1.05,17547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.213394037383054,-37.02186076881262,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-504906.0,-37853.94375280687,False,False,False,False,51002.22323270116,False,False,False,False
