date,Open,High,Low,Close,Volume,aVWAP_peak_396,aVWAP_peak_272,aVWAP_peak_236,aVWAP_peak_182,aVWAP_peak_97,aVWAP_peak_50,aVWAP_valley_403,aVWAP_valley_321,aVWAP_valley_300,aVWAP_valley_274,aVWAP_valley_259,aVWAP_valley_192,aVWAP_valley_144,aVWAP_valley_96,aVWAP_valley_76,aVWAP_valley_20,aVWAP_OB_bull_321,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-16 17:00:00+00:00,45.625,45.985,45.525,45.95,37695.0,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,37695.0,False,False,False,False
2024-01-17 17:00:00+00:00,45.51,45.7,45.275,45.69,11405.0,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11405.0,-176.82170542635657,False,False,False,False,37287.4031007752,False,False,False,False
2024-01-18 17:00:00+00:00,45.435,45.45,45.075,45.225,13129.0,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24534.0,-554.4523766600564,False,False,False,False,36912.85421549186,False,False,False,False
2024-01-19 17:00:00+00:00,45.495,46.015,45.435,45.91,25314.0,,,,,,,,,,,,,,,,,,,#000000,,,,17.513375313668792,-34.23796221769808,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,780.0,-533.763192525792,False,False,False,False,36733.02701835245,False,False,False,False
2024-01-22 17:00:00+00:00,45.48,45.515,45.235,45.495,8993.0,,,,,,,,,,,,,,,,,,,#000000,,,,24.57110593050551,-28.936807181365168,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8213.0,-652.8211275253921,False,False,False,False,36302.94908008342,False,False,False,False
2024-01-23 17:00:00+00:00,45.19,45.375,45.055,45.31,8220.0,,,,,,,,,,,,,,,,,,,#000000,,,,27.770177172462652,-27.041534910651343,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16433.0,-897.4750635327503,False,False,False,False,35867.55452070227,False,False,False,False
2024-01-24 17:00:00+00:00,45.625,45.745,45.32,45.445,18705.0,,,,,,,,,,,,,,,,,,,#000000,,,,31.82277710055936,-24.03615783363547,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2272.0,-848.3359152609247,False,False,False,False,35601.468404102234,False,False,False,False
2024-01-25 17:00:00+00:00,45.665,45.915,45.49,45.915,9905.0,,,,,,,,,,,,,,,,,,,#000000,,,,39.63496415216733,-17.44105471451224,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12177.0,-646.3927227762592,False,False,False,False,35203.07354512391,False,False,False,False
2024-01-26 17:00:00+00:00,45.755,45.785,45.63,45.775,14866.0,,,,,,,,,,,,,,,,,,,#000000,,,,43.39185999030551,-14.55574142231093,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2689.0,-678.061052655697,False,False,False,False,34887.77007930803,False,False,False,False
2024-01-29 17:00:00+00:00,45.69,46.275,45.435,46.27,17970.0,,,,,,,,,,,,,,,,,,,#000000,,45.99333333333335,,49.80125595137906,-9.027193830239668,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15281.0,-430.63374951374817,False,False,False,False,34625.47907032651,False,False,False,False
