date,Open,High,Low,Close,Volume,aVWAP_peak_844,aVWAP_peak_779,aVWAP_peak_738,aVWAP_peak_708,aVWAP_peak_673,aVWAP_peak_648,aVWAP_peak_631,aVWAP_peak_601,aVWAP_peak_576,aVWAP_peak_534,aVWAP_peak_505,aVWAP_peak_440,aVWAP_peak_416,aVWAP_peak_386,aVWAP_peak_338,aVWAP_peak_309,aVWAP_peak_247,aVWAP_peak_246,aVWAP_peak_245,aVWAP_peak_244,aVWAP_peak_243,aVWAP_peak_242,aVWAP_peak_241,aVWAP_peak_240,aVWAP_peak_239,aVWAP_peak_207,aVWAP_peak_167,aVWAP_peak_136,aVWAP_peak_89,aVWAP_peak_35,aVWAP_peak_34,aVWAP_peak_33,aVWAP_peak_32,aVWAP_peak_31,aVWAP_peak_30,aVWAP_valley_859,aVWAP_valley_804,aVWAP_valley_744,aVWAP_valley_726,aVWAP_valley_696,aVWAP_valley_655,aVWAP_valley_616,aVWAP_valley_589,aVWAP_valley_554,aVWAP_valley_521,aVWAP_valley_458,aVWAP_valley_427,aVWAP_valley_403,aVWAP_valley_358,aVWAP_valley_324,aVWAP_valley_283,aVWAP_valley_269,aVWAP_valley_233,aVWAP_valley_216,aVWAP_valley_193,aVWAP_valley_192,aVWAP_valley_158,aVWAP_valley_157,aVWAP_valley_156,aVWAP_valley_140,aVWAP_valley_139,aVWAP_valley_108,aVWAP_valley_80,aVWAP_valley_79,aVWAP_valley_78,aVWAP_OB_bull_859,aVWAP_OB_bull_804,aVWAP_OB_bull_726,aVWAP_OB_bull_521,aVWAP_OB_bull_458,aVWAP_OB_bull_283,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,58.45,58.81,58.45,58.81,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,100.0,False,False,False,False
2025-02-13 16:00:00+00:00,58.81,58.81,58.81,58.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,98.44961240310077,False,False,False,False
2025-02-13 17:00:00+00:00,58.81,58.81,58.81,58.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,96.92326182320774,False,False,False,False
2025-02-13 18:00:00+00:00,58.81,58.81,58.81,58.81,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,95.42057559339057,False,False,False,False
2025-02-13 19:00:00+00:00,58.81,58.88,58.81,58.88,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1.0,0.015503875968992248,False,False,False,False,93.95669070046978,False,False,False,False
2025-02-13 20:00:00+00:00,58.88,59.22,58.88,59.22,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3.0,0.06177513370590709,False,False,False,False,92.5310055733307,False,False,False,False
2025-02-14 15:00:00+00:00,58.83,58.83,58.83,58.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.60941370767952,34.34847233691157,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3.0,0.10732900760193953,False,False,False,False,91.09641633963565,False,False,False,False
2025-02-14 16:00:00+00:00,58.83,59.15,58.83,59.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.66845393464813,30.04504371872254,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3.0,0.1521766198871808,False,False,False,False,89.68406879948625,False,False,False,False
2025-02-14 17:00:00+00:00,59.15,59.15,58.96,58.97,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.02357257397333,24.077606841851363,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3.0,0.1963289203540462,False,False,False,False,88.29361812042445,False,False,False,False
2025-02-14 18:00:00+00:00,58.97,59.21,58.97,59.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.06938990985937,23.190245543067988,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3.0,0.23979668903072765,False,False,False,False,86.92472481623183,False,False,False,False
