date,Open,High,Low,Close,Volume,aVWAP_peak_386,aVWAP_peak_308,aVWAP_peak_227,aVWAP_peak_160,aVWAP_peak_129,aVWAP_peak_85,aVWAP_peak_42,aVWAP_valley_405,aVWAP_valley_371,aVWAP_valley_347,aVWAP_valley_326,aVWAP_valley_296,aVWAP_valley_277,aVWAP_valley_243,aVWAP_valley_195,aVWAP_valley_173,aVWAP_valley_143,aVWAP_valley_103,aVWAP_valley_58,aVWAP_valley_20,aVWAP_OB_bull_326,aVWAP_OB_bull_2,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-08 17:00:00+00:00,13.68,13.725,13.595,13.705,11277.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11277.0,False,False,False,False
2023-12-11 17:00:00+00:00,13.635,13.72,13.565,13.68,16013.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16013.0,-248.26356589147287,False,False,False,False,11350.426356589147,False,False,False,False
2023-12-12 17:00:00+00:00,13.29,13.31,13.075,13.31,11234.0,,,,,,,,,,,,,,,,,,,,,,13.231666666666667,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.0,13.31,13.075,0.0,0,,,False,False,False,False,,,False,False,False,False,-27247.0,-666.8486268854035,False,False,False,False,11348.621296797066,False,False,False,False
2023-12-13 17:00:00+00:00,13.445,13.9,13.315,13.895,25674.0,,,,,,,,,,,,,,,,,,,,,,13.559768162277374,,#000000,,,,20.885950413223135,-31.20264462809918,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1573.0,-680.8974853833042,False,False,False,False,11570.720191420367,False,False,False,False
2023-12-14 17:00:00+00:00,14.375,14.475,14.345,14.41,39785.0,,,,,,,,,,,,,,,,,,,,,,14.00083154047088,,#000000,,,,39.57635593274988,-15.634436685318498,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38212.0,-77.90682669519094,False,False,False,False,12008.150886127029,False,False,False,False
2023-12-15 17:00:00+00:00,14.39,14.445,14.305,14.385,21784.0,,,,,,,,,,,,,,,,,,,,,,14.084338339578444,,#000000,,,,51.51116508935674,-6.682883188767072,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16428.0,177.9987055016337,False,False,False,False,12159.714438280098,False,False,False,False
2023-12-18 17:00:00+00:00,14.385,14.515,14.37,14.455,7777.0,,,,,,,,,,,,,,,,,,,,,,14.110858069656983,,#000000,,,,59.965121696511375,-0.6558439336384225,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24205.0,550.5103534783525,False,False,False,False,12091.765377221493,False,False,False,False
2023-12-19 17:00:00+00:00,14.91,14.92,14.8,14.865,9310.0,,,,,,,,,,,,,,,,,,,,,,14.171344276764389,,#000000,,,,67.80129299978528,5.26832175921745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33515.0,1061.5877123391533,False,False,False,False,12048.637231838215,False,False,False,False
2023-12-20 17:00:00+00:00,14.77,14.805,14.435,14.435,7166.0,,,,,,,,,,,,,,,,,,,,,,14.193939922322711,,#000000,,,,66.01600070782564,5.26832175921745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26349.0,1453.6406160238175,False,False,False,False,11972.93742979421,False,False,False,False
2023-12-21 17:00:00+00:00,14.745,14.755,14.585,14.665,10907.0,,,,,,,,,,,,,,,,,,,,,,14.232658308203066,,#000000,,,,66.47362524287047,5.26832175921745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,37256.0,2008.7159553102697,False,False,False,False,11956.411268091973,False,False,False,False
