date,Open,High,Low,Close,Volume,aVWAP_peak_196,aVWAP_peak_182,aVWAP_peak_170,aVWAP_peak_152,aVWAP_valley_199,aVWAP_valley_179,aVWAP_valley_162,aVWAP_valley_161,aVWAP_valley_117,aVWAP_valley_116,aVWAP_valley_102,aVWAP_valley_101,aVWAP_valley_80,aVWAP_valley_79,aVWAP_valley_59,aVWAP_valley_22,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,87.28,87.28,87.21,87.26,225.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,87.26,87.26,87.195,87.195,62.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,87.195,87.4,87.195,87.335,49.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,87.335,87.35,87.335,87.35,3.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,87.35,87.37,87.33,87.37,8.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,87.37,87.46,87.37,87.455,127.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,87.455,87.485,87.23,87.23,233.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,87.21,87.55,87.21,87.55,429.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,87.54,87.55,87.21,87.21,259.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,87.21,87.46,87.21,87.46,228.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,87.46,87.5,87.4,87.4,140.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,87.445,87.445,87.445,87.445,209.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,87.445,87.445,87.285,87.355,201.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,87.355,87.355,87.355,87.355,0.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,87.355,87.355,87.355,87.355,0.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,87.355,87.355,87.07,87.07,111.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,87.07,87.15,87.06,87.06,86.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:55:00+00:00,87.06,87.06,86.96,86.96,100.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:00:00+00:00,86.96,87.07,86.96,87.07,100.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:05:00+00:00,87.0,87.105,86.96,87.105,32.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:10:00+00:00,87.07,87.07,86.97,86.97,704.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:15:00+00:00,86.985,86.985,86.985,86.985,3.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 15:20:00+00:00,86.985,86.985,86.95,86.975,200.0,,,,,,,,,,,,,,,,86.96999999999998,,86.96999999999998,#000000
2025-07-09 15:25:00+00:00,86.975,86.975,86.975,86.975,0.0,,,,,,,,,,,,,,,,86.96999999999998,,86.96999999999998,#000000
2025-07-09 15:30:00+00:00,86.975,86.975,86.975,86.975,0.0,,,,,,,,,,,,,,,,86.96999999999998,,86.96999999999998,#000000
2025-07-09 15:35:00+00:00,87.435,87.44,87.41,87.41,28.0,,,,,,,,,,,,,,,,87.02526315789471,,87.02526315789471,#000000
2025-07-09 15:40:00+00:00,87.41,87.47,87.41,87.47,63.0,,,,,,,,,,,,,,,,87.11721649484535,,87.11721649484535,#000000
2025-07-09 15:45:00+00:00,87.47,87.675,87.47,87.675,177.0,,,,,,,,,,,,,,,,87.30232905982905,,87.30232905982905,#000000
2025-07-09 15:50:00+00:00,87.675,87.68,87.675,87.68,28.0,,,,,,,,,,,,,,,,87.32355510752687,,87.32355510752687,#000000
2025-07-09 15:55:00+00:00,87.68,87.68,87.68,87.68,0.0,,,,,,,,,,,,,,,,87.32355510752687,,87.32355510752687,#000000
2025-07-09 16:00:00+00:00,87.68,87.71,87.68,87.71,10.0,,,,,,,,,,,,,,,,87.33099472990777,,87.33099472990777,#000000
2025-07-09 16:05:00+00:00,87.795,87.96,87.795,87.96,446.0,,,,,,,,,,,,,,,,87.59990896358543,,87.59990896358543,#000000
