date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_217,aVWAP_BoS_CHoCH_bull_401,aVWAP_BoS_CHoCH_bull_533,aVWAP_BoS_CHoCH_bull_641,aVWAP_BoS_CHoCH_bull_775,aVWAP_BoS_CHoCH_bear_126,aVWAP_BoS_CHoCH_bear_297,aVWAP_BoS_CHoCH_bear_396,aVWAP_BoS_CHoCH_bear_616,aVWAP_BoS_CHoCH_bear_722,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,40.4907082945,41.1473734355,40.2721841211,40.8002842068,36895,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,40.19934273,40.7253486257,39.6503007443,40.5726548595,44417,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,39.6166116009,40.9905823411,39.5619805576,39.9626082088,51710,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,38.1779941261,40.0536599477,37.8593130399,39.3343512103,75892,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,37.5133164321,38.2326251695,37.1829807233,37.8957337355,96943,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,36.8850594336,37.2488111305,36.4206955651,37.1126887808,88444,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,37.6316836926,38.3692027778,36.7484818252,36.9852163464,57405,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,37.1673198242,38.3509924301,37.0944784331,37.9958906483,30529,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,36.5208524779,37.4677905626,36.3296438262,37.3312129542,43621,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,35.5557040454,36.3387490001,35.2188126115,36.3387490001,61196,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
