date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_857,aVWAP_peak_842,aVWAP_peak_841,aVWAP_peak_776,aVWAP_peak_758,aVWAP_peak_756,aVWAP_peak_737,aVWAP_peak_721,aVWAP_peak_695,aVWAP_valley_873,aVWAP_valley_859,aVWAP_valley_828,aVWAP_valley_768,aVWAP_valley_743,aVWAP_valley_731,aVWAP_valley_715,aVWAP_valley_698,aVWAP_valley_671,aVWAP_valley_669,aVWAP_valley_665,aVWAP_valley_661,aVWAP_valley_618,aVWAP_valley_587,aVWAP_valley_579,aVWAP_valley_564,aVWAP_valley_552,aVWAP_valley_534,aVWAP_valley_473,aVWAP_valley_461,aVWAP_valley_458,aVWAP_valley_457,aVWAP_valley_432,aVWAP_valley_416,aVWAP_valley_415,aVWAP_valley_347,aVWAP_valley_319,aVWAP_valley_290,aVWAP_valley_289,aVWAP_valley_288,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-19 15:00:00+00:00,2.31,2.315,2.26,2.3,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1109.0,False,False,False,False
2024-12-19 16:00:00+00:00,2.3,2.3,2.245,2.25,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-232.0,-3.5968992248062017,False,False,False,False,1095.403100775194,False,False,False,False
2024-12-19 17:00:00+00:00,2.255,2.265,2.25,2.25,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-232.0,-7.138032570158044,False,False,False,False,1079.9704945616252,False,False,False,False
2024-12-19 18:00:00+00:00,2.25,2.28,2.25,2.28,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-92.0,-8.453721987674975,False,False,False,False,1065.3973085994294,False,False,False,False
2024-12-19 19:00:00+00:00,2.28,2.28,2.26,2.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-92.0,-9.749013119649007,False,False,False,False,1048.8795208692056,False,False,False,False
2024-12-19 20:00:00+00:00,2.27,2.28,2.27,2.275,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,8.0,-9.473834621669951,False,False,False,False,1034.1682104681327,False,False,False,False
2024-12-20 15:00:00+00:00,2.28,2.32,2.28,2.32,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,118.0,-7.497496100403751,False,False,False,False,1019.8400211585491,False,False,False,False
2024-12-20 16:00:00+00:00,2.32,2.335,2.315,2.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,118.0,-5.551798486444003,False,False,False,False,1004.0285479622925,False,False,False,False
2024-12-20 17:00:00+00:00,2.33,2.335,2.32,2.335,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,118.0,-3.6362667269642515,False,False,False,False,988.4622138853576,False,False,False,False
2024-12-20 18:00:00+00:00,2.335,2.335,2.32,2.325,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,18.0,-3.300820731197364,False,False,False,False,974.6876059181427,False,False,False,False
