date,Close,High,Low,Open,Volume,aVWAP_peak_151,aVWAP_peak_150,aVWAP_peak_143,aVWAP_peak_125,aVWAP_peak_119,aVWAP_peak_104,aVWAP_peak_68,aVWAP_peak_67,aVWAP_peak_50,aVWAP_peak_15,aVWAP_valley_171,Peaks_avg,Valleys_avg,color
2021-12-31 00:00:00+00:00,1.56,1.5822,1.49,1.51,922753,,,,,,,,,,,,,,#000000
2022-01-07 00:00:00+00:00,1.54,1.64,1.455,1.59,1119085,,,,,,,,,,,,,,#000000
2022-01-14 00:00:00+00:00,1.54,1.68,1.45,1.54,1230857,,,,,,,,,,,,,,#000000
2022-01-21 00:00:00+00:00,1.58,1.72,1.48,1.53,1188235,,,,,,,,,,,,,,#000000
2022-01-28 00:00:00+00:00,1.46,1.5606,1.4101,1.56,1230467,,,,,,,,,,,,,,#000000
2022-02-04 00:00:00+00:00,1.47,1.56,1.44,1.47,1233757,,,,,,,,,,,,,,#000000
2022-02-11 00:00:00+00:00,1.57,1.6699,1.4579,1.47,1094713,,,,,,,,,,,,,,#000000
2022-02-18 00:00:00+00:00,1.64,1.65,1.5508,1.57,773176,,,,,,,,,,,,,,#000000
2022-02-25 00:00:00+00:00,1.8,1.8,1.5602,1.65,1194255,,,,,,,,,,,,,,#000000
2022-03-04 00:00:00+00:00,1.91,1.9497,1.7403,1.78,1367110,,,,,,,,,,,,,,#000000
2022-03-11 00:00:00+00:00,2.03,2.07,1.8301,1.97,2309606,,,,,,,,,,,,,,#000000
2022-03-18 00:00:00+00:00,1.88,2.0,1.77,2.0,943748,,,,,,,,,,,,,,#000000
2022-03-25 00:00:00+00:00,2.28,2.3494,1.84,1.84,2842826,,,,,,,,,,,,,,#000000
2022-04-01 00:00:00+00:00,2.36,2.3799,2.12,2.35,2370849,,,,,,,,,,,,,,#000000
2022-04-08 00:00:00+00:00,2.26,2.39,2.105,2.39,1880998,,,,,,,,,,,,,,#000000
2022-04-15 00:00:00+00:00,2.36,2.3988,2.191,2.3,982336,,,,,,,,,,2.3165999999999998,,2.3165999999999998,,#000000
2022-04-22 00:00:00+00:00,1.91,2.3899,1.9,2.38,2316760,,,,,,,,,,2.141063193957779,,2.141063193957779,,#000000
2022-04-29 00:00:00+00:00,1.91,2.01,1.79,1.88,1529568,,,,,,,,,,2.0657578947164956,,2.0657578947164956,,#000000
2022-05-06 00:00:00+00:00,1.79,1.99,1.77,1.89,846472,,,,,,,,,,2.0335766365657726,,2.0335766365657726,,#000000
2022-05-13 00:00:00+00:00,1.61,1.73,1.4401,1.72,1874877,,,,,,,,,,1.9242603284038495,,1.9242603284038495,,#000000
2022-05-20 00:00:00+00:00,1.7,1.75,1.5714,1.62,1262309,,,,,,,,,,1.888383481565169,,1.888383481565169,,#000000
2022-05-27 00:00:00+00:00,1.7,1.85,1.61,1.71,1115869,,,,,,,,,,1.8694581902214948,,1.8694581902214948,,#000000
2022-06-03 00:00:00+00:00,1.68,1.8207,1.6559,1.72,705640,,,,,,,,,,1.8594652344672395,,1.8594652344672395,,#000000
2022-06-10 00:00:00+00:00,1.75,1.8,1.61,1.69,619322,,,,,,,,,,1.8517897067337483,,1.8517897067337483,,#000000
2022-06-17 00:00:00+00:00,1.52,1.68,1.49,1.68,1134001,,,,,,,,,,1.8253825258839385,,1.8253825258839385,,#000000
2022-06-24 00:00:00+00:00,1.54,1.6,1.42,1.54,979250,,,,,,,,,,1.8030095796171755,,1.8030095796171755,,#000000
2022-07-01 00:00:00+00:00,1.42,1.62,1.31,1.55,999201,,,,,,,,,,1.7784559652749279,,1.7784559652749279,,#000000
2022-07-08 00:00:00+00:00,1.39,1.4071,1.27,1.4,525107,,,,,,,,,,1.763547872454543,,1.763547872454543,,#000000
2022-07-15 00:00:00+00:00,1.27,1.388,1.25,1.38,547175,,,,,,,,,,1.747212562202759,,1.747212562202759,,#000000
2022-07-22 00:00:00+00:00,1.28,1.38,1.27,1.27,505848,,,,,,,,,,1.7333410885383296,,1.7333410885383296,,#000000
2022-07-29 00:00:00+00:00,1.41,1.42,1.21,1.3,799920,,,,,,,,,,1.7148679055001232,,1.7148679055001232,,#000000
2022-08-05 00:00:00+00:00,1.45,1.48,1.32,1.42,392670,,,,,,,,,,1.708034778767715,,1.708034778767715,,#000000
2022-08-12 00:00:00+00:00,1.5,1.54,1.41,1.48,504838,,,,,,,,,,1.7016044868243665,,1.7016044868243665,,#000000
2022-08-19 00:00:00+00:00,1.38,1.49,1.34,1.48,669377,,,,,,,,,,1.6907006112472196,,1.6907006112472196,,#000000
2022-08-26 00:00:00+00:00,1.35,1.4,1.325,1.38,389184,,,,,,,,,,1.6837832884734911,,1.6837832884734911,,#000000
2022-09-02 00:00:00+00:00,1.27,1.37,1.22,1.37,392845,,,,,,,,,,1.6756122938161613,,1.6756122938161613,,#000000
2022-09-09 00:00:00+00:00,1.33,1.3499,1.22,1.25,209020,,,,,,,,,,1.6715443671295664,,1.6715443671295664,,#000000
2022-09-16 00:00:00+00:00,1.26,1.3999,1.21,1.38,1165325,,,,,,,,,,1.649818471677427,,1.649818471677427,,#000000
2022-09-23 00:00:00+00:00,1.22,1.33,1.2,1.26,842982,,,,,,,,,,1.634002356249572,,1.634002356249572,,#000000
2022-09-30 00:00:00+00:00,1.27,1.33,1.16,1.19,645059,,,,,,,,,,1.6228179115876118,,1.6228179115876118,,#000000
2022-10-07 00:00:00+00:00,1.33,1.43,1.27,1.27,548627,,,,,,,,,,1.616004205853391,,1.616004205853391,,#000000
2022-10-14 00:00:00+00:00,1.29,1.3599,1.245,1.31,254856,,,,,,,,,,1.6124464562799372,,1.6124464562799372,,#000000
2022-10-21 00:00:00+00:00,1.34,1.38,1.28,1.29,366782,,,,,,,,,,1.6080195289053825,,1.6080195289053825,,#000000
2022-10-28 00:00:00+00:00,1.31,1.4,1.3,1.4,343410,,,,,,,,,,1.6040488971973792,,1.6040488971973792,,#000000
2022-11-04 00:00:00+00:00,1.34,1.37,1.2401,1.3,605436,,,,,,,,,,1.5968223918399715,,1.5968223918399715,,#000000
2022-11-11 00:00:00+00:00,1.52,1.52,1.34,1.39,730210,,,,,,,,,,1.5927944944425443,,1.5927944944425443,,#000000
2022-11-18 00:00:00+00:00,1.64,1.73,1.51,1.54,796633,,,,,,,,,,1.5938485074143265,,1.5938485074143265,,#000000
2022-11-25 00:00:00+00:00,1.61,1.73,1.57,1.62,700907,,,,,,,,,,1.594989552106719,,1.594989552106719,,#000000
2022-12-02 00:00:00+00:00,1.71,1.74,1.41,1.59,871046,,,,,,,,,,1.5957912803382042,,1.5957912803382042,,#000000
2022-12-09 00:00:00+00:00,1.74,1.785,1.655,1.74,655453,,,,,,,,,,1.5988738480249343,,1.5988738480249343,,#000000
2022-12-16 00:00:00+00:00,1.72,1.97,1.72,1.77,977131,,,,,,,,,1.8033333333333332,1.6058094705922392,,1.7045714019627862,,#000000
2022-12-23 00:00:00+00:00,1.75,1.8038,1.67,1.75,654877,,,,,,,,,1.7784277982705967,1.608820564604808,,1.6936241814377024,,#000000
2022-12-30 00:00:00+00:00,1.78,1.87,1.71,1.76,444778,,,,,,,,,1.7801922879231018,1.611465666307787,,1.6958289771154444,,#000000
2023-01-06 00:00:00+00:00,1.89,1.92,1.77,1.79,411660,,,,,,,,,1.79339476157677,1.6148404214080347,,1.7041175914924023,,#000000
2023-01-13 00:00:00+00:00,1.95,1.95,1.81,1.91,672754,,,,,,,,,1.8167914507781855,1.6211033384130087,,1.718947394595597,,#000000
2023-01-20 00:00:00+00:00,1.87,1.96,1.82,1.96,698635,,,,,,,,,1.8288356153911587,1.6268847757168956,,1.7278601955540271,,#000000
2023-01-27 00:00:00+00:00,1.8,1.87,1.77,1.87,639955,,,,,,,,,1.8266308985234125,1.630575641194146,,1.7286032698587794,,#000000
2023-02-03 00:00:00+00:00,1.74,1.865,1.72,1.78,808506,,,,,,,,,1.8187670018526974,1.6340994765266332,,1.7264332391896653,,#000000
2023-02-10 00:00:00+00:00,1.62,1.75,1.61,1.72,828745,,,,,,,,,1.7973271322232762,1.6347314419129504,,1.7160292870681133,,#000000
2023-02-17 00:00:00+00:00,1.545,1.6199,1.5216,1.61,668174,,,,,,,,,1.7742377648906025,1.6333314721109864,,1.7037846185007943,,#000000
2023-02-24 00:00:00+00:00,1.47,1.57,1.46,1.57,248751,,,,,,,,,1.764567046566428,1.6323806645356709,,1.6984738555510495,,#000000
2023-03-03 00:00:00+00:00,1.755,1.7683,1.45,1.47,680178,,,,,,,,,1.755174505026025,1.6328662046429356,,1.6940203548344803,,#000000
2023-03-10 00:00:00+00:00,1.7,1.76,1.64,1.76,751655,,,,,,,,,1.7502872583948783,1.6342557870226437,,1.692271522708761,,#000000
2023-03-17 00:00:00+00:00,1.76,1.78,1.66,1.68,456358,,,,,,,,,1.7494220242759475,1.6354854375661356,,1.6924537309210415,,#000000
2023-03-24 00:00:00+00:00,1.77,1.81,1.66,1.75,681386,,,,,,,,,1.749226933746404,1.6375082299459394,,1.6933675818461715,,#000000
2023-03-31 00:00:00+00:00,1.83,1.87,1.72,1.75,876819,,,,,,,,,1.7540233635437206,1.6413779521209841,,1.6977006578323524,,#000000
2023-04-07 00:00:00+00:00,1.82,1.87,1.7601,1.87,492463,,,,,,,,,1.756831188140143,1.643601988346212,,1.7002165882431775,,#000000
2023-04-14 00:00:00+00:00,1.94,1.98,1.77,1.82,830619,,,,,,,,1.8966666666666665,1.76665489139769,1.6489031486312287,,1.7707415688985284,,#000000
2023-04-21 00:00:00+00:00,1.73,1.98,1.71,1.98,678300,,,,,,,1.8066666666666666,1.8562092266052719,1.7688257874874633,1.6515565291850096,,1.770814552486103,,#000000
2023-04-28 00:00:00+00:00,1.71,1.82,1.7,1.79,472515,,,,,,,1.780662530467538,1.8292915736784572,1.7678973670686446,1.6526193522464212,,1.7576177058652651,,#000000
2023-05-05 00:00:00+00:00,1.78,1.8,1.69,1.71,409321,,,,,,,1.774366918439589,1.8168574683171914,1.767553889350483,1.6536527614304886,,1.753107759384438,,#000000
