date,Open,High,Low,Close,Volume,aVWAP_peak_194,aVWAP_peak_177,aVWAP_peak_176,aVWAP_peak_148,aVWAP_peak_147,aVWAP_peak_146,aVWAP_peak_145,aVWAP_peak_144,aVWAP_peak_143,aVWAP_peak_142,aVWAP_peak_141,aVWAP_peak_140,aVWAP_peak_139,aVWAP_peak_138,aVWAP_peak_137,aVWAP_peak_136,aVWAP_peak_135,aVWAP_peak_130,aVWAP_peak_129,aVWAP_peak_128,aVWAP_peak_127,aVWAP_peak_126,aVWAP_peak_125,aVWAP_peak_124,aVWAP_peak_123,aVWAP_peak_112,aVWAP_peak_111,aVWAP_peak_110,aVWAP_peak_109,aVWAP_peak_92,aVWAP_peak_74,aVWAP_peak_63,aVWAP_peak_33,aVWAP_peak_32,aVWAP_peak_31,aVWAP_peak_30,aVWAP_peak_29,aVWAP_peak_28,aVWAP_peak_27,aVWAP_peak_24,aVWAP_peak_13,aVWAP_peak_12,aVWAP_valley_215,aVWAP_valley_214,aVWAP_valley_204,aVWAP_valley_203,aVWAP_valley_188,aVWAP_valley_186,aVWAP_valley_185,aVWAP_valley_162,aVWAP_valley_161,aVWAP_valley_134,aVWAP_valley_122,aVWAP_valley_121,aVWAP_valley_120,aVWAP_valley_119,aVWAP_valley_81,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,1.975,1.985,1.965,1.985,7600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,1.995,1.995,1.965,1.965,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,1.965,1.97,1.95,1.96,20609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,1.955,1.96,1.955,1.96,8493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,1.96,1.965,1.945,1.95,15766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,1.945,1.955,1.945,1.955,8090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,1.955,1.955,1.955,1.955,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,1.955,1.965,1.955,1.965,11499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,1.965,1.965,1.955,1.955,12469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,1.955,1.955,1.945,1.955,8911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,1.955,1.955,1.955,1.955,897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,1.955,1.965,1.955,1.965,29959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,1.965,1.97,1.965,1.965,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9666666666666666,,,,,,,,,,,,,,,,1.9666666666666666,,#000000
2025-07-09 14:35:00+00:00,1.97,1.97,1.965,1.965,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9666666666666668,1.9666666666666666,,,,,,,,,,,,,,,,1.9666666666666668,,#000000
2025-07-09 14:40:00+00:00,1.965,1.965,1.965,1.965,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9663466413181243,1.966397763578275,,,,,,,,,,,,,,,,1.9663722024481998,,#000000
2025-07-09 14:45:00+00:00,1.965,1.965,1.96,1.96,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9649842767295598,1.965184085510689,,,,,,,,,,,,,,,,1.9650841811201243,,#000000
2025-07-09 14:50:00+00:00,1.965,1.965,1.95,1.95,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9602208127789522,1.9606451612903228,,,,,,,,,,,,,,,,1.9604329870346375,,#000000
2025-07-09 14:55:00+00:00,1.95,1.96,1.95,1.95,1536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9566407219402142,1.9569689034369888,,,,,,,,,,,,,,,,1.9568048126886015,,#000000
2025-07-09 15:00:00+00:00,1.955,1.955,1.95,1.955,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.956431061806656,1.956745519713262,,,,,,,,,,,,,,,,1.956588290759959,,#000000
2025-07-09 15:05:00+00:00,1.955,1.955,1.955,1.955,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9563870967741936,1.95669349230005,,,,,,,,,,,,,,,,1.9565402945371217,,#000000
2025-07-09 15:10:00+00:00,1.955,1.955,1.95,1.95,2257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9544542210933722,1.9546718341648852,,,,,,,,,,,,,,,,1.9545630276291286,,#000000
2025-07-09 15:15:00+00:00,1.955,1.955,1.95,1.955,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.954384427809913,1.954589885134382,,,,,,,,,,,,,,,,1.9544871564721475,,#000000
2025-07-09 15:20:00+00:00,1.955,1.96,1.955,1.955,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9544595261599214,1.9546571166504807,,,,,,,,,,,,,,,,1.9545583214052011,,#000000
2025-07-09 15:25:00+00:00,1.96,1.965,1.955,1.965,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9554777714985403,1.9556336491130308,,,,,,,,,,,,,,,,1.9555557103057857,,#000000
2025-07-09 15:30:00+00:00,1.965,1.965,1.955,1.955,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9554777714985403,1.9556336491130308,,,,,,,,,,,,,,,,1.9555557103057857,,#000000
2025-07-09 15:35:00+00:00,1.955,1.955,1.955,1.955,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.955,1.9554646423009987,1.9556164723954101,,,,,,,,,,,,,,,,1.9553603715654697,,#000000
2025-07-09 15:40:00+00:00,1.955,1.955,1.95,1.955,604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.953747927031509,1.9553013194620656,1.9554437066733488,,,,,,,,,,,,,,,,1.9548309843889744,,#000000
2025-07-09 15:45:00+00:00,1.955,1.965,1.955,1.96,5418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9600000000000002,1.9591921140040718,1.9572154135338349,1.957285945273632,,,,,,,,,,,,,,,,1.9584233682028849,,#000000
2025-07-09 15:50:00+00:00,1.96,1.965,1.96,1.96,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9616666666666667,1.9602190873143104,1.9594802612894064,1.9574739140698774,1.9575385607126115,,,,,,,,,,,,,,,,1.9592756980105743,,#000000
