date,Open,High,Low,Close,Volume,aVWAP_peak_600,aVWAP_peak_581,aVWAP_peak_541,aVWAP_peak_509,aVWAP_peak_469,aVWAP_peak_448,aVWAP_peak_431,aVWAP_peak_386,aVWAP_valley_604,aVWAP_valley_556,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,17.98,18.305,17.965,18.2,38217.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,38217.0,False,False,False,False
2023-10-31 16:00:00+00:00,18.285,18.295,18.16,18.21,26240.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,26240.0,406.8217054263566,False,False,False,False,38031.31007751938,False,False,False,False
2023-11-01 16:00:00+00:00,17.855,18.105,17.76,18.105,30061.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-3821.0,341.27408208641305,False,False,False,False,37907.73937864311,False,False,False,False
2023-11-02 16:00:00+00:00,18.34,18.625,18.31,18.585,48203.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,44382.0,1024.0760343021275,False,False,False,False,38067.355822385085,False,False,False,False
2023-11-03 16:00:00+00:00,19.305,19.485,19.26,19.405,27299.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,71681.0,2119.5322198168233,False,False,False,False,37900.40456932485,False,False,False,False
2023-11-06 16:00:00+00:00,19.41,19.49,19.26,19.315,24407.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,47274.0,2819.60148772664,False,False,False,False,37691.2044984826,False,False,False,False
2023-11-06 20:00:00+00:00,19.315,19.34,19.24,19.33,10523.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,57797.0,3671.9642553587846,False,False,False,False,37269.992025637905,False,False,False,False
2023-11-07 16:00:00+00:00,19.115,19.115,18.955,19.065,11607.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,46190.0,4331.15860798888,False,False,False,False,36872.116180279176,False,False,False,False
2023-11-07 20:00:00+00:00,19.065,19.09,18.97,18.97,6624.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,39566.0,4877.435218717735,False,False,False,False,36403.153138724454,False,False,False,False
2023-11-08 16:00:00+00:00,19.035,19.175,18.96,19.04,25112.0,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,64678.0,5804.575757962421,False,False,False,False,36228.09650091478,False,False,False,False
