date,Close,High,Low,Open,Volume,OB_avg,color,Liquidity,Liquidity_Level,banker_RSI,SMA_200,ATR,ATR_Regular_Bullish,ATR_Regular_Bearish,ATR_Hidden_Bullish,ATR_Hidden_Bearish,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,155.8385615214,158.7376565902,153.4324102271,155.0283767043,4616351,156.00287611290003,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4616351.0,False,False,False,False
2022-01-07 00:00:00+00:00,141.874874763,155.8424390783,141.8162285868,155.412367119,10567745,149.39689735819258,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-10567745,-209262.27722772278,False,False,False,False,4734200.386138614,False,False,False,False
2022-01-14 00:00:00+00:00,141.4154797156,146.9966408241,137.6816731596,140.0568432986,10794869,146.3363042556904,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-21362614,-628140.5291638074,False,False,False,False,4854213.626017057,False,False,False,False
2022-01-21 00:00:00+00:00,134.4072616512,140.3598485427,134.3877129257,139.2064737427,7054229,144.21119352656754,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-28416843,-1178411.8652199698,False,False,False,False,4897778.286888007,False,False,False,False
2022-01-28 00:00:00+00:00,133.9674153291,135.3651491969,128.254300324,133.3027586647,9750811,141.54871953851946,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-38167654,-1910872.1055126437,False,False,False,False,4993877.944573393,False,False,False,False
2022-02-04 00:00:00+00:00,137.9358065901,141.4936746173,133.8822806299,134.2215487596,6836327,141.02819606490303,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-31331327,-2493455.370750017,False,False,False,False,5030362.084284811,False,False,False,False
2022-02-11 00:00:00+00:00,134.1042564071,141.8260029495,133.1659175867,138.3072323732,6562058,140.48358433419526,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-37893385,-3194444.0762797194,False,False,False,False,5060692.6964771915,False,False,False,False
2022-02-18 00:00:00+00:00,129.0704596105,134.9448516003,126.7832587359,133.869671702,13952999,138.45089733825472,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-51846384,-4157848.8272444773,False,False,False,False,5236777.969814276,False,False,False,False
2022-02-25 00:00:00+00:00,130.7125525461,131.3381117596,120.2833075325,127.9170848105,13557640,136.6679693900796,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-38288744,-4833708.137596072,False,False,False,False,5401547.514966468,False,False,False,False
2022-03-04 00:00:00+00:00,130.8689423494,134.886205424,126.2407816054,129.050910885,15034255,135.7538804836969,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-23254489,-5198476.075465457,False,False,False,False,5592294.197838419,False,False,False,False
2022-03-11 00:00:00+00:00,127.3697204986,133.361404841,124.6622220274,130.5366140172,10306468,135.0648434682222,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-33560957,-5760109.361099804,False,False,False,False,5685644.174118847,False,False,False,False
2022-03-18 00:00:00+00:00,135.9809340478,136.2477741498,124.0366628138,128.0441515257,8971864,134.83855140284933,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-24589093,-6132960.522266144,False,False,False,False,5750717.834037284,False,False,False,False
2022-03-25 00:00:00+00:00,132.647876363,137.0362719898,130.4371110048,134.5245540037,7306547,134.75314375167818,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-31895640,-6643112.59113216,False,False,False,False,5781526.3323731795,False,False,False,False
2022-04-01 00:00:00+00:00,130.9471372511,136.176421302,128.8847467189,133.1756919495,9129848,134.56636799239078,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-41025488,-7323951.708139444,False,False,False,False,5847829.731732126,False,False,False,False
2022-04-08 00:00:00+00:00,132.0321828681,134.195681972,127.1275989268,131.0434344089,9450178,134.33992706733812,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-31575310,-7804176.62480995,False,False,False,False,5919163.360806737,False,False,False,False
2022-04-15 00:00:00+00:00,123.7795595896,131.0618388357,122.2817525177,130.4169007318,11062294,133.72366838287763,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-42637604,-8493947.463922624,False,False,False,False,6021007.531879871,False,False,False,False
2022-04-22 00:00:00+00:00,118.7672901725,128.2729808053,118.6008671645,123.7795595896,9313229,133.05220798906728,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-51950833,-9354479.85077564,False,False,False,False,6086200.036199081,False,False,False,False
2022-04-29 00:00:00+00:00,116.7604244879,121.2832144697,114.7731379807,117.0149537942,12593785,131.95230009444532,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-64544618,-10447353.87353256,False,False,False,False,6215063.104789197,False,False,False,False
2022-05-06 00:00:00+00:00,118.5323400435,124.0242993072,114.0389188278,115.8891510931,11180977,131.17414227771133,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-53363641,-11297181.3413834,False,False,False,False,6313398.033407233,False,False,False,False
2022-05-13 00:00:00+00:00,116.8681099636,118.1750200558,110.2699271763,116.623370246,8276904,130.4966334679093,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-61640545,-12294079.631653035,False,False,False,False,6352279.339676397,False,False,False,False
2022-05-20 00:00:00+00:00,122.4971234692,122.9376549609,116.3296825849,117.1128496813,10468624,129.99501756952435,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-51171921,-13063937.876570797,False,False,False,False,6433791.1151283495,False,False,False,False
2022-05-27 00:00:00+00:00,127.8030805474,128.018451499,116.6723181895,123.7893491783,12216336,129.6697905163351,#000000,0.0,0.0,,,,False,False,False,False,,,False,False,False,False,,,False,False,False,False,-38955585,-13576643.760203058,False,False,False,False,6548296.954432739,False,False,False,False
