date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_219,aVWAP_BoS_CHoCH_bull_713,aVWAP_BoS_CHoCH_bear_112,aVWAP_BoS_CHoCH_bear_213,aVWAP_BoS_CHoCH_bear_248,aVWAP_BoS_CHoCH_bear_377,aVWAP_BoS_CHoCH_bear_458,aVWAP_BoS_CHoCH_bear_552,aVWAP_BoS_CHoCH_bear_580,aVWAP_BoS_CHoCH_bear_672,aVWAP_BoS_CHoCH_bear_720,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,12.63,12.96,12.41,12.75,2641099,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,12.57,12.68,12.035,12.61,4320533,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,12.01,12.71,11.96,12.45,4720263,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,11.89,12.24,11.51,11.9,4035204,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,11.65,12.24,11.65,11.82,4206236,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,11.12,11.54,10.85,11.49,6666787,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,11.31,11.5,11.04,11.16,5344431,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,11.23,11.74,11.21,11.43,3783608,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,11.06,11.65,11.02,11.45,3942803,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,10.98,11.14,10.685,10.91,4528683,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,10.67,11.11,10.6425,10.7,4654734,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,10.45,10.92,10.385,10.61,4573018,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,10.48,11.07,10.45,10.55,4085148,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,9.85,10.355,9.77,10.22,6220694,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,9.8,9.81,8.78,9.25,9113249,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,9.5,9.77,9.225,9.5,4243726,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,9.49,10.22,9.425,10.1,5946427,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,8.94,9.71,8.87,9.59,6144076,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,9.2,9.22,8.57,8.885,5893452,,,,,,,,,,,,8.996666666666666,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,10.4,10.47,9.21,9.22,6750352,,,,,,,,,,,,9.546569414289138,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,10.69,10.8399,10.14,10.51,6699395,,,,,,,,,,,,9.896398683425288,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,10.06,10.83,9.96,10.81,6717504,,,,,,,,,,,,9.996136401878083,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,9.5,10.07,9.44,9.73,5258342,,,,,,,,,,,,9.941379408498355,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,9.73,9.9,9.4,9.445,4074933,,,,,,,,,,,,9.91090284869458,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,9.28,9.8,9.23,9.26,7449014,,,,,,,,,,,,9.828448477645228,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,9.38,9.42,9.1091,9.21,4014433,,,,,,,,,,,,9.783434397293492,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-09 00:00:00+00:00,9.86,9.95,9.555,9.68,4057271,,,,,,,,,,,,9.783824781852113,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-10 00:00:00+00:00,9.53,10.08,9.46,9.58,4077324,,,,,,,,,,,,9.776868244615612,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,9.27,9.795,9.15,9.59,3496582,,,,,,,,,,,,9.754637112975733,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-14 00:00:00+00:00,9.28,9.6,9.03,9.08,4989204,,,,,,,,,,,,9.7191657133718,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-15 00:00:00+00:00,10.27,10.28,9.44,9.55,4583513,,,,,,,,,,,,9.737853703049746,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-16 00:00:00+00:00,10.45,10.495,10.0,10.16,3206916,,,,,,,,,,,,9.763824034629172,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-17 00:00:00+00:00,9.96,10.375,9.865,10.23,3192306,,,,,,,,,,,,9.776807640957108,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,9.62,10.035,9.505,9.95,2715261,,,,,,,,,,,,9.774808988944487,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-22 00:00:00+00:00,9.07,9.6277,8.965,9.38,4602775,,,,,,,,,,,,9.743633116972674,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-23 00:00:00+00:00,8.86,9.495,8.825,9.29,3253384,,,,,,,,,,,,9.71747682211045,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-24 00:00:00+00:00,9.58,9.6,8.31,8.432,5566456,,,,,,,,,,,,9.423381516769584,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-25 00:00:00+00:00,9.79,9.8,9.29,9.75,3876275,,,,,,,,,,,,9.517317028594997,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-28 00:00:00+00:00,11.42,11.495,10.3,10.53,12442892,,,,,,,,,,,,10.086648242807666,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-01 00:00:00+00:00,11.02,11.47,10.8099,11.4,7165108,,,,,,,,,,,,10.221030929654923,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-02 00:00:00+00:00,10.96,11.16,10.68,11.12,4415057,,,,,,,,,,,,10.267126699694952,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-03 00:00:00+00:00,10.33,11.06,10.25,11.02,4350938,,,,,,,,,,,,10.27591150151072,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-04 00:00:00+00:00,9.74,10.515,9.65,10.19,4081975,,,,,,,,,,,,10.246338228888003,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-07 00:00:00+00:00,10.18,10.52,9.82,9.88,6152751,,,,,,,,,,,,10.229080676849714,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-08 00:00:00+00:00,11.56,11.85,10.24,10.565,11442743,,,,,,,,,,,,10.349560796017258,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-09 00:00:00+00:00,11.65,11.9582,11.12,11.84,7548373,,,,,,,,,,,,10.440754401382879,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-10 00:00:00+00:00,11.56,11.81,11.105,11.54,4406155,,,,,,,,,,,,10.483251414059374,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-11 00:00:00+00:00,10.98,11.89,10.945,11.79,5738502,,,,,,,,,,,,10.520937414395732,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-14 00:00:00+00:00,10.11,11.0,10.05,10.95,6290688,,,,,,,,,,,,10.507946202764462,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-15 00:00:00+00:00,10.28,10.28,9.435,10.01,5414503,,,,,,,,,,,,10.319792184425912,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-16 00:00:00+00:00,11.0,11.0,10.23,10.51,5348499,,,,,,,,,,,,10.448567611010509,#000000,0,,,0.0,0.0,0.0,0.0
2022-03-17 00:00:00+00:00,11.53,11.53,10.85,10.88,5375946,,,,,,,,,,,,10.572938671732699,#000000,0,,,0.0,0.0,0.0,0.0
