date,Open,High,Low,Close,Volume,aVWAP_peak_859,aVWAP_peak_840,aVWAP_valley_870,aVWAP_valley_809,aVWAP_valley_762,aVWAP_valley_720,aVWAP_valley_697,aVWAP_valley_670,aVWAP_valley_650,aVWAP_valley_608,aVWAP_valley_594,aVWAP_valley_550,aVWAP_valley_525,aVWAP_valley_486,aVWAP_valley_444,aVWAP_valley_388,aVWAP_valley_338,aVWAP_valley_275,aVWAP_valley_258,aVWAP_valley_216,aVWAP_valley_197,aVWAP_valley_168,aVWAP_valley_122,aVWAP_valley_54,aVWAP_valley_40,aVWAP_valley_13,aVWAP_OB_bull_762,aVWAP_OB_bull_338,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,42.505,42.625,42.465,42.505,843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,843.0,False,False,False,False
2025-01-21 16:00:00+00:00,42.505,42.725,42.49,42.7,1236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1236.0,19.162790697674417,False,False,False,False,849.0930232558139,False,False,False,False
2025-01-21 17:00:00+00:00,42.695,42.73,42.47,42.47,2038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.99173553718995,-16.528925619835164,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-802.0,6.4315846403461325,False,False,False,False,867.5256895619253,False,False,False,False
2025-01-21 18:00:00+00:00,42.47,42.48,42.36,42.455,1079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.74428378070128,-16.528925619835164,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1881.0,-22.830920547876286,False,False,False,False,870.8043610415854,False,False,False,False
2025-01-21 19:00:00+00:00,42.45,42.545,42.41,42.545,2349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.08907070834333,-16.528925619835164,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,468.0,-15.221138833955724,False,False,False,False,893.7221228859019,False,False,False,False
2025-01-21 20:00:00+00:00,42.54,42.63,42.505,42.58,8023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.30043389988222,-16.528925619835164,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8491.0,116.6582586673459,False,False,False,False,1004.2535628411592,False,False,False,False
2025-01-22 15:00:00+00:00,42.525,42.525,42.16,42.25,2089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,50.96613216704495,-16.528925619835164,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6402.0,214.1054174476971,False,False,False,False,1021.0713370606761,False,False,False,False
2025-01-22 16:00:00+00:00,42.245,42.31,42.19,42.29,2671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,45.49033343896818,-16.528925619835164,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9073.0,351.45262027796537,False,False,False,False,1046.6516264085726,False,False,False,False
2025-01-22 17:00:00+00:00,42.29,42.3,42.16,42.21,4510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.45341451018619,-16.528925619835164,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4563.0,416.7479284907101,False,False,False,False,1100.346950030145,False,False,False,False
2025-01-22 18:00:00+00:00,42.21,42.335,42.2,42.26,3372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.9070141585045,-16.528925619835164,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7935.0,533.3099761110091,False,False,False,False,1135.5663771614607,False,False,False,False
