date,Open,High,Low,Close,Volume,aVWAP_peak_145,aVWAP_peak_131,aVWAP_peak_120,aVWAP_peak_119,aVWAP_peak_100,aVWAP_peak_99,aVWAP_peak_98,aVWAP_peak_97,aVWAP_peak_96,aVWAP_peak_95,aVWAP_peak_78,aVWAP_peak_77,aVWAP_peak_55,aVWAP_peak_54,aVWAP_peak_23,aVWAP_valley_122,Peaks_avg,Valleys_avg,color,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-10 14:00:00+00:00,14.8,14.8,14.8,14.8,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-10 15:00:00+00:00,14.8,14.8,14.8,14.8,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-06-10 16:00:00+00:00,14.8,14.8,14.8,14.8,100.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1.550387596899225,False,False,False,False
2025-06-10 17:00:00+00:00,14.8,14.8,14.8,14.8,0.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1.5263505798930352,False,False,False,False
2025-06-10 18:00:00+00:00,14.8,14.8,14.645,14.645,100.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-100.0,-1.550387596899225,False,False,False,False,3.053073826716399,False,False,False,False
2025-06-10 19:00:00+00:00,14.645,14.69,14.57,14.57,800.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-900.0,-15.479838951986059,False,False,False,False,15.40884012397661,False,False,False,False
2025-06-11 14:00:00+00:00,14.57,14.67,14.57,14.645,600.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-300.0,-19.891004239552167,False,False,False,False,24.472268959263793,False,False,False,False
2025-06-11 15:00:00+00:00,14.645,14.645,14.5,14.5,450.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-750.0,-31.210523553667635,False,False,False,False,31.06959812268606,False,False,False,False
2025-06-11 16:00:00+00:00,14.5,14.5,14.415,14.415,200.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-950.0,-45.455321638106895,False,False,False,False,33.68867412078395,False,False,False,False
2025-06-11 17:00:00+00:00,14.415,14.415,14.265,14.265,300.0,,,,,,,,,,,,,,,,,,,#000000,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-1250.0,-64.13043293053934,False,False,False,False,37.817531886353194,False,False,False,False
