date,Open,High,Low,Close,Volume,aVWAP_peak_863,aVWAP_peak_841,aVWAP_peak_825,aVWAP_peak_792,aVWAP_peak_757,aVWAP_peak_727,aVWAP_peak_696,aVWAP_peak_683,aVWAP_peak_669,aVWAP_peak_636,aVWAP_peak_611,aVWAP_peak_594,aVWAP_peak_581,aVWAP_peak_534,aVWAP_peak_504,aVWAP_peak_479,aVWAP_peak_478,aVWAP_peak_477,aVWAP_peak_476,aVWAP_peak_475,aVWAP_peak_474,aVWAP_peak_473,aVWAP_peak_454,aVWAP_peak_435,aVWAP_peak_410,aVWAP_peak_397,aVWAP_peak_364,aVWAP_peak_335,aVWAP_peak_286,aVWAP_peak_266,aVWAP_peak_254,aVWAP_peak_221,aVWAP_peak_200,aVWAP_peak_166,aVWAP_peak_145,aVWAP_peak_131,aVWAP_peak_115,aVWAP_peak_101,aVWAP_peak_67,aVWAP_peak_36,aVWAP_valley_881,aVWAP_valley_853,aVWAP_valley_821,aVWAP_valley_786,aVWAP_valley_763,aVWAP_valley_744,aVWAP_valley_718,aVWAP_valley_708,aVWAP_valley_698,aVWAP_valley_678,aVWAP_valley_644,aVWAP_valley_616,aVWAP_valley_588,aVWAP_valley_569,aVWAP_valley_530,aVWAP_valley_501,aVWAP_valley_486,aVWAP_valley_433,aVWAP_valley_432,aVWAP_valley_420,aVWAP_valley_390,aVWAP_valley_354,aVWAP_valley_342,aVWAP_valley_304,aVWAP_valley_277,aVWAP_valley_247,aVWAP_valley_191,aVWAP_valley_162,aVWAP_valley_136,aVWAP_valley_124,aVWAP_valley_108,aVWAP_valley_78,aVWAP_valley_58,aVWAP_valley_30,aVWAP_OB_bull_644,aVWAP_OB_bull_433,aVWAP_OB_bull_191,aVWAP_OB_bear_863,aVWAP_OB_bear_757,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,136.76,136.76,134.52,135.395,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1187.0,False,False,False,False
2024-12-30 16:00:00+00:00,135.395,137.47,134.89,137.18,1781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1781.0,27.612403100775193,False,False,False,False,1196.2093023255813,False,False,False,False
2024-12-30 17:00:00+00:00,136.85,137.4,136.83,136.96,1774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.94095940959411,35.7933579335794,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7.0,27.292830959677904,False,False,False,False,1205.167297638363,False,False,False,False
2024-12-30 18:00:00+00:00,136.96,137.09,136.01,136.29,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.61699979082772,45.49109316967848,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-387.0,20.869686293636384,False,False,False,False,1192.5910604656751,False,False,False,False
2024-12-30 19:00:00+00:00,136.29,136.57,135.95,136.25,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.66719106244543,38.366256396795464,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1146.0,2.778683405362951,False,False,False,False,1185.8687184429516,False,False,False,False
2024-12-30 20:00:00+00:00,136.03,137.08,135.5,136.62,5172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.56290182730379,35.632415523313526,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4026.0,65.1542076936519,False,False,False,False,1247.6692034283321,False,False,False,False
2024-12-31 15:00:00+00:00,136.605,136.605,134.885,135.57,1164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.658742895063284,26.472978887918885,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2862.0,108.51615796196737,False,False,False,False,1246.3720064759548,False,False,False,False
2024-12-31 16:00:00+00:00,135.57,135.74,134.95,135.37,797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.039014989409274,19.579276603097412,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2065.0,138.84924078426243,False,False,False,False,1239.4049986236143,False,False,False,False
2024-12-31 17:00:00+00:00,135.34,135.9,135.0,135.735,1914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.42569623198895,17.15033565420441,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3979.0,198.38646185737463,False,False,False,False,1249.863835854256,False,False,False,False
2024-12-31 18:00:00+00:00,135.735,136.69,135.735,136.56,1487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.84785032767867,17.15033565420441,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5466.0,280.0548888053223,False,False,False,False,1253.5403655309342,False,False,False,False
