date,Open,High,Low,Close,Volume,aVWAP_peak_199,aVWAP_peak_198,aVWAP_peak_182,aVWAP_peak_169,aVWAP_peak_140,aVWAP_peak_124,aVWAP_peak_113,aVWAP_valley_215,aVWAP_valley_173,aVWAP_valley_159,aVWAP_valley_143,aVWAP_valley_90,aVWAP_valley_89,aVWAP_valley_60,aVWAP_valley_36,aVWAP_valley_16,Peaks_avg,Valleys_avg,color
2025-07-09 13:30:00+00:00,58.73,58.73,58.73,58.73,6.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:35:00+00:00,58.73,59.02,58.73,59.02,12.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:40:00+00:00,59.02,59.02,58.965,58.965,300.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:45:00+00:00,59.1,59.1,59.09,59.1,390.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:50:00+00:00,59.1,59.1,59.06,59.06,10.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 13:55:00+00:00,58.99,58.99,58.72,58.72,38.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:00:00+00:00,58.72,58.72,58.505,58.645,147.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:05:00+00:00,58.78,58.78,58.7,58.76,91.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:10:00+00:00,58.75,58.75,58.55,58.55,268.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:15:00+00:00,58.63,58.71,58.63,58.71,425.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:20:00+00:00,58.69,58.72,58.62,58.62,184.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:25:00+00:00,58.525,58.525,58.28,58.28,143.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:30:00+00:00,58.28,58.39,58.28,58.39,32.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:35:00+00:00,58.38,58.43,58.355,58.355,156.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:40:00+00:00,58.355,58.39,58.295,58.295,30.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:45:00+00:00,58.295,58.32,58.295,58.32,1.0,,,,,,,,,,,,,,,,,,,#000000
2025-07-09 14:50:00+00:00,58.32,58.36,58.245,58.32,320.0,,,,,,,,,,,,,,,,58.30833333333332,,58.30833333333332,#000000
2025-07-09 14:55:00+00:00,58.32,58.38,58.32,58.38,55.0,,,,,,,,,,,,,,,,58.315911111111106,,58.315911111111106,#000000
2025-07-09 15:00:00+00:00,58.38,58.52,58.38,58.52,55.0,,,,,,,,,,,,,,,,58.3360465116279,,58.3360465116279,#000000
2025-07-09 15:05:00+00:00,58.515,58.52,58.455,58.48,115.0,,,,,,,,,,,,,,,,58.367477064220175,,58.367477064220175,#000000
2025-07-09 15:10:00+00:00,58.48,58.48,58.355,58.355,13.0,,,,,,,,,,,,,,,,58.36815710872161,,58.36815710872161,#000000
2025-07-09 15:15:00+00:00,58.355,58.355,58.3,58.35,68.0,,,,,,,,,,,,,,,,58.36455537806176,,58.36455537806176,#000000
2025-07-09 15:20:00+00:00,58.35,58.41,58.35,58.41,77.0,,,,,,,,,,,,,,,,58.36734234234233,,58.36734234234233,#000000
2025-07-09 15:25:00+00:00,58.41,58.43,58.41,58.43,160.0,,,,,,,,,,,,,,,,58.37772305909617,,58.37772305909617,#000000
